transaction_id,merchant_id,customer_id,product_id,timestamp,quantity,unit_price,total_amount,payment_method,status,channel
txn-0019515,m-001,cust-01115,p-0005,2025-11-15 09:05:40,1,37.64,37.64,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019516,m-003,cust-02877,p-0029,2025-11-15 07:15:58,1,57.37,57.37,UPI,SUCCESS,QR_STAND
txn-0019517,m-001,cust-00902,p-0001,2025-11-15 10:46:29,4,35.57,142.28,UPI,SUCCESS,OFFLINE_STORE
txn-0019518,m-001,cust-00833,p-0013,2025-11-15 14:17:06,1,89.51,89.51,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019519,m-002,cust-01536,p-0022,2025-11-15 10:11:07,1,426.03,426.03,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019520,m-015,cust-08524,p-0151,2025-11-15 11:10:09,1,60.07,60.07,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019521,m-045,cust-08993,p-0477,2025-11-15 16:06:08,1,162.87,162.87,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0019522,m-001,cust-01082,p-0012,2025-11-15 17:14:07,2,83.22,166.44,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0019523,m-028,cust-04571,p-0293,2025-11-15 13:23:06,2,23.81,47.62,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019524,m-003,cust-02989,p-0029,2025-11-15 19:01:35,1,57.37,57.37,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0019525,m-032,,p-0337,2025-11-15 19:42:51,1,1743.56,1743.56,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0019526,m-002,,p-0017,2025-11-15 12:45:49,1,1485.43,1485.43,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019527,m-003,cust-03137,p-0024,2025-11-15 10:18:35,1,97.44,97.44,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019528,m-004,cust-04438,p-0035,2025-11-15 17:44:11,1,781.69,781.69,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019529,m-034,cust-07835,p-0363,2025-11-15 15:28:12,1,189.45,189.45,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019530,m-013,,p-0128,2025-11-15 14:57:33,1,2897.77,2897.77,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019531,m-004,cust-03527,p-0042,2025-11-15 10:19:51,1,732.09,732.09,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019532,m-031,cust-08140,p-0330,2025-11-15 06:27:53,1,57.06,57.06,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019533,m-022,cust-07611,p-0223,2025-11-15 17:30:38,1,903.03,903.03,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0019534,m-004,cust-04028,p-0041,2025-11-15 17:40:38,1,1272.21,1272.21,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019535,m-045,,p-0466,2025-11-15 18:58:28,1,47.54,47.54,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019536,m-003,cust-08386,p-0030,2025-11-15 20:39:10,1,32.96,32.96,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019537,m-002,cust-02162,p-0017,2025-11-15 10:34:08,1,1485.43,1485.43,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019538,m-007,cust-04614,p-0063,2025-11-15 21:30:53,1,206.76,206.76,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019539,m-003,cust-02599,p-0029,2025-11-15 20:55:13,1,57.37,57.37,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0019540,m-001,cust-00287,p-0010,2025-11-15 19:54:15,1,122.62,122.62,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019541,m-027,,p-0276,2025-11-15 09:13:17,1,117.6,117.6,PAYTM_WALLET,SUCCESS,QR_STAND
txn-0019542,m-036,cust-05047,p-0376,2025-11-15 11:21:53,1,30.39,30.39,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019543,m-004,cust-04143,p-0040,2025-11-15 10:48:36,1,1721.89,1721.89,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019544,m-002,,p-0021,2025-11-15 10:31:28,1,2348.26,2348.26,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019545,m-041,cust-08634,p-0424,2025-11-15 09:22:08,1,54.85,54.85,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019546,m-001,cust-01340,p-0009,2025-11-15 15:34:05,1,61.38,61.38,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019547,m-001,cust-01214,p-0005,2025-11-15 09:12:15,3,37.64,112.92,PAYTM_WALLET,SUCCESS,QR_STAND
txn-0019548,m-037,cust-06505,p-0396,2025-11-15 13:57:33,1,49.63,49.63,UPI,SUCCESS,OFFLINE_STORE
txn-0019549,m-001,cust-00045,p-0006,2025-11-15 13:03:03,1,35.19,35.19,PAYTM_WALLET,SUCCESS,QR_STAND
txn-0019550,m-004,,p-0040,2025-11-15 19:31:51,1,1721.89,1721.89,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019551,m-028,,p-0291,2025-11-15 09:40:44,1,224.81,224.81,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0019552,m-001,,p-0009,2025-11-15 09:00:50,1,61.38,61.38,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019553,m-020,cust-09646,p-0205,2025-11-15 10:18:30,1,81.9,81.9,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019554,m-001,cust-00062,p-0003,2025-11-15 11:46:32,1,55.47,55.47,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019555,m-004,,p-0039,2025-11-15 15:07:42,1,482.75,482.75,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019556,m-006,cust-05992,p-0059,2025-11-15 11:25:28,1,87.62,87.62,UPI,SUCCESS,POS_TERMINAL
txn-0019557,m-026,cust-09859,p-0262,2025-11-15 17:46:26,1,44.24,44.24,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019558,m-001,cust-00107,p-0010,2025-11-15 12:14:58,2,122.62,245.24,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019559,m-039,cust-09190,p-0405,2025-11-15 16:34:19,1,88.81,88.81,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019560,m-043,cust-05704,p-0449,2025-11-15 12:56:43,1,411.29,411.29,UPI,SUCCESS,OFFLINE_STORE
txn-0019561,m-040,cust-09869,p-0412,2025-11-15 19:25:53,1,401.71,401.71,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019562,m-037,cust-09081,p-0399,2025-11-15 09:54:57,2,164.7,329.4,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019563,m-018,cust-08464,p-0179,2025-11-15 13:55:00,3,62.74,188.22,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019564,m-001,cust-00948,p-0008,2025-11-15 19:01:38,1,113.18,113.18,PAYTM_WALLET,SUCCESS,OFFLINE_STORE
txn-0019565,m-046,cust-06830,p-0489,2025-11-15 14:59:55,1,723.13,723.13,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0019566,m-004,,p-0038,2025-11-15 13:24:29,1,3021.37,3021.37,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0019567,m-001,,p-0007,2025-11-15 08:11:25,1,130.62,130.62,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019568,m-004,,p-0041,2025-11-15 20:46:53,1,1272.21,1272.21,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019569,m-002,cust-02109,p-0015,2025-11-15 13:57:52,1,377.97,377.97,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0019570,m-009,cust-06244,p-0087,2025-11-15 13:22:17,1,91.14,91.14,UPI,SUCCESS,QR_STAND
txn-0019571,m-044,cust-06793,p-0457,2025-11-15 15:38:38,3,26.36,79.08,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019572,m-001,cust-00781,p-0012,2025-11-15 13:41:05,3,83.22,249.66,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019573,m-047,cust-09954,p-0493,2025-11-15 08:05:31,1,69.1,69.1,CASH,SUCCESS,POS_TERMINAL
txn-0019574,m-003,cust-02631,p-0027,2025-11-16 15:22:00,1,409.29,409.29,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019575,m-040,cust-05170,p-0415,2025-11-16 12:54:28,2,227.25,454.5,UPI,SUCCESS,QR_STAND
txn-0019576,m-004,cust-04158,p-0039,2025-11-16 09:23:05,1,482.75,482.75,PAYTM_WALLET,SUCCESS,POS_TERMINAL
txn-0019577,m-003,cust-03066,p-0032,2025-11-16 14:07:22,1,312.84,312.84,UPI,SUCCESS,POS_TERMINAL
txn-0019578,m-007,cust-08450,p-0066,2025-11-16 11:00:04,1,1139.08,1139.08,UPI,SUCCESS,QR_STAND
txn-0019579,m-003,cust-02703,p-0028,2025-11-16 09:51:25,1,27.64,27.64,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019580,m-008,cust-05339,p-0074,2025-11-16 17:15:06,1,1207.84,1207.84,UPI,SUCCESS,QR_STAND
txn-0019581,m-003,cust-03038,p-0026,2025-11-16 17:50:52,1,250.33,250.33,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019582,m-010,cust-05346,p-0096,2025-11-16 14:14:40,1,107.88,107.88,UPI,SUCCESS,QR_STAND
txn-0019583,m-002,cust-08022,p-0021,2025-11-16 12:22:30,1,2348.26,2348.26,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019584,m-011,cust-04622,p-0112,2025-11-16 11:34:07,3,73.87,221.61,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019585,m-001,cust-01011,p-0011,2025-11-16 17:47:42,1,47.84,47.84,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019586,m-001,cust-00377,p-0005,2025-11-16 20:20:15,1,37.64,37.64,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019587,m-004,cust-03920,p-0042,2025-11-16 12:24:46,1,732.09,732.09,UPI,SUCCESS,POS_TERMINAL
txn-0019588,m-043,cust-06115,p-0448,2025-11-16 13:57:08,1,2567.7,2567.7,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019589,m-024,cust-05497,p-0247,2025-11-16 13:01:00,1,23.95,23.95,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019590,m-006,cust-07728,p-0055,2025-11-16 11:07:17,1,112.22,112.22,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0019591,m-020,,p-0208,2025-11-16 11:20:55,1,67.29,67.29,UPI,SUCCESS,POS_TERMINAL
txn-0019592,m-001,cust-00887,p-0001,2025-11-16 19:16:05,1,35.57,35.57,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019593,m-013,cust-05578,p-0132,2025-11-16 10:04:48,1,861.11,861.11,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019594,m-001,cust-00815,p-0004,2025-11-16 10:45:07,1,50.53,50.53,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019595,m-001,cust-00962,p-0008,2025-11-16 20:35:03,1,113.18,113.18,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0019596,m-011,cust-08313,p-0113,2025-11-16 18:10:20,2,116.66,233.32,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019597,m-002,,p-0022,2025-11-16 11:25:40,1,426.03,426.03,UPI,SUCCESS,QR_STAND
txn-0019598,m-022,,p-0228,2025-11-16 09:25:28,1,881.93,881.93,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019599,m-021,cust-09353,p-0213,2025-11-16 19:16:19,1,249.81,249.81,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019600,m-001,cust-00556,p-0005,2025-11-16 14:40:11,1,37.64,37.64,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019601,m-034,cust-06000,p-0351,2025-11-16 10:13:28,2,50.82,101.64,PAYTM_WALLET,SUCCESS,POS_TERMINAL
txn-0019602,m-001,cust-00133,p-0014,2025-11-16 15:50:17,2,142.3,284.6,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019603,m-007,,p-0064,2025-11-16 18:00:47,1,2427.55,2427.55,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0019604,m-001,,p-0013,2025-11-16 09:05:45,1,89.51,89.51,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019605,m-001,,p-0005,2025-11-16 14:26:11,1,37.64,37.64,UPI,SUCCESS,OFFLINE_STORE
txn-0019606,m-044,,p-0457,2025-11-16 18:49:04,2,26.36,52.72,PAYTM_WALLET,SUCCESS,POS_TERMINAL
txn-0019607,m-001,,p-0004,2025-11-16 08:03:13,1,50.53,50.53,PAYTM_WALLET,SUCCESS,QR_STAND
txn-0019608,m-001,cust-01132,p-0001,2025-11-16 21:31:37,3,35.57,106.71,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019609,m-031,cust-09450,p-0326,2025-11-16 12:17:55,1,134.51,134.51,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019610,m-003,cust-03402,p-0032,2025-11-16 13:47:37,1,312.84,312.84,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019611,m-033,,p-0347,2025-11-16 09:30:36,1,2575.37,2575.37,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0019612,m-001,cust-00465,p-0011,2025-11-16 19:11:17,1,47.84,47.84,CASH,SUCCESS,QR_STAND
txn-0019613,m-003,,p-0025,2025-11-16 13:16:57,1,166.0,166.0,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019614,m-004,cust-03746,p-0041,2025-11-16 09:13:07,1,1272.21,1272.21,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019615,m-045,cust-08370,p-0473,2025-11-16 13:51:46,2,94.65,189.3,UPI,SUCCESS,OFFLINE_STORE
txn-0019616,m-003,cust-03002,p-0023,2025-11-16 14:34:18,1,93.99,93.99,UPI,SUCCESS,POS_TERMINAL
txn-0019617,m-019,cust-09895,p-0193,2025-11-16 10:43:43,1,84.24,84.24,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019618,m-029,,p-0308,2025-11-16 13:21:45,1,62.52,62.52,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0019619,m-030,cust-09137,p-0313,2025-11-16 17:18:54,1,100.97,100.97,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019620,m-001,cust-00661,p-0001,2025-11-16 14:27:49,2,35.57,71.14,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019621,m-019,,p-0190,2025-11-16 21:25:08,2,83.25,166.5,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019622,m-004,cust-03958,p-0042,2025-11-16 06:00:03,1,732.09,732.09,UPI,SUCCESS,OFFLINE_STORE
txn-0019623,m-002,cust-05212,p-0017,2025-11-16 08:51:53,1,1485.43,1485.43,PAYTM_WALLET,SUCCESS,OFFLINE_STORE
txn-0019624,m-002,cust-06579,p-0020,2025-11-16 12:50:02,1,401.92,401.92,UPI,SUCCESS,OFFLINE_STORE
txn-0019625,m-037,cust-08479,p-0395,2025-11-16 09:10:05,2,94.5,189.0,PAYTM_WALLET,SUCCESS,QR_STAND
txn-0019626,m-004,,p-0040,2025-11-16 16:38:24,1,1721.89,1721.89,CASH,SUCCESS,POS_TERMINAL
txn-0019627,m-008,cust-09975,p-0075,2025-11-16 08:10:09,1,860.33,860.33,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019628,m-039,,p-0408,2025-11-16 16:18:31,1,104.08,104.08,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019629,m-004,,p-0038,2025-11-16 19:09:45,1,3021.37,3021.37,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019630,m-047,cust-08154,p-0497,2025-11-16 11:11:33,2,133.63,267.26,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019631,m-001,cust-00358,p-0012,2025-11-16 13:10:10,1,83.22,83.22,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019632,m-002,cust-02329,p-0019,2025-11-16 12:00:07,1,2972.2,2972.2,PAYTM_WALLET,SUCCESS,OFFLINE_STORE
txn-0019633,m-044,,p-0457,2025-11-16 15:20:54,1,26.36,26.36,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019634,m-002,,p-0015,2025-11-16 12:15:05,1,377.97,377.97,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0019635,m-033,cust-05385,p-0343,2025-11-16 18:52:32,1,928.47,928.47,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0019636,m-001,cust-00790,p-0014,2025-11-16 22:39:04,3,142.3,426.9,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019637,m-036,cust-07002,p-0384,2025-11-16 11:24:06,1,77.29,77.29,PAYTM_WALLET,SUCCESS,OFFLINE_STORE
txn-0019638,m-024,cust-07254,p-0247,2025-11-16 20:50:23,1,23.95,23.95,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019639,m-002,cust-01767,p-0021,2025-11-16 19:09:18,1,2348.26,2348.26,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019640,m-024,cust-06980,p-0246,2025-11-16 17:47:02,2,384.26,768.52,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019641,m-034,cust-08199,p-0354,2025-11-16 12:23:46,1,32.97,32.97,UPI,SUCCESS,QR_STAND
txn-0019642,m-038,cust-07971,p-0404,2025-11-16 20:54:15,1,42.2,42.2,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019643,m-006,,p-0058,2025-11-16 13:16:30,1,85.78,85.78,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019644,m-009,cust-09499,p-0078,2025-11-16 13:35:36,2,51.51,103.02,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019645,m-004,,p-0036,2025-11-16 15:40:19,1,687.11,687.11,SOUNDBOX_QR,REFUNDED,SOUNDBOX
txn-0019646,m-003,cust-03190,p-0030,2025-11-16 10:43:54,1,32.96,32.96,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019647,m-001,,p-0006,2025-11-16 11:24:52,2,35.19,70.38,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019648,m-036,cust-07002,p-0376,2025-11-16 09:15:11,3,30.39,91.17,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019649,m-001,cust-00811,p-0011,2025-11-16 13:19:41,1,47.84,47.84,UPI,SUCCESS,POS_TERMINAL
txn-0019650,m-016,cust-05663,p-0155,2025-11-16 19:23:16,1,171.95,171.95,UPI,SUCCESS,QR_STAND
txn-0019651,m-002,cust-01828,p-0021,2025-11-16 14:36:02,1,2348.26,2348.26,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019652,m-003,cust-02616,p-0031,2025-11-16 12:14:08,4,64.31,257.24,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019653,m-003,cust-02605,p-0025,2025-11-16 10:08:11,1,166.0,166.0,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019654,m-001,cust-08195,p-0005,2025-11-16 08:19:47,1,37.64,37.64,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019655,m-003,cust-08230,p-0029,2025-11-16 10:54:35,1,57.37,57.37,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0019656,m-003,,p-0032,2025-11-16 11:11:39,1,312.84,312.84,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019657,m-001,cust-00618,p-0006,2025-11-16 11:11:08,2,35.19,70.38,UPI,FAILED,QR_STAND
txn-0019658,m-003,cust-02900,p-0026,2025-11-16 15:35:15,1,250.33,250.33,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019659,m-001,cust-01236,p-0004,2025-11-16 15:19:16,1,50.53,50.53,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019660,m-013,cust-06466,p-0130,2025-11-16 10:53:19,1,2532.63,2532.63,UPI,SUCCESS,OFFLINE_STORE
txn-0019661,m-026,cust-05851,p-0272,2025-11-16 08:57:06,1,69.9,69.9,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019662,m-002,cust-09771,p-0018,2025-11-16 10:05:08,1,237.28,237.28,UPI,SUCCESS,POS_TERMINAL
txn-0019663,m-034,cust-09985,p-0360,2025-11-16 14:15:15,2,41.79,83.58,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019664,m-002,,p-0022,2025-11-16 20:45:56,1,426.03,426.03,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019665,m-005,,p-0044,2025-11-16 19:30:46,2,106.6,213.2,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019666,m-028,cust-07714,p-0290,2025-11-16 14:37:54,1,181.63,181.63,UPI,SUCCESS,POS_TERMINAL
txn-0019667,m-001,,p-0010,2025-11-16 09:21:45,1,122.62,122.62,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019668,m-002,cust-01862,p-0021,2025-11-16 19:56:30,1,2348.26,2348.26,UPI,SUCCESS,OFFLINE_STORE
txn-0019669,m-004,cust-03519,p-0042,2025-11-16 16:04:58,1,732.09,732.09,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019670,m-001,,p-0001,2025-11-16 20:15:11,1,35.57,35.57,PAYTM_WALLET,SUCCESS,POS_TERMINAL
txn-0019671,m-004,cust-04133,p-0038,2025-11-16 14:35:21,1,3021.37,3021.37,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019672,m-001,cust-00583,p-0006,2025-11-16 14:18:26,2,35.19,70.38,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0019673,m-003,,p-0024,2025-11-16 10:27:24,1,97.44,97.44,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019674,m-001,,p-0005,2025-11-16 13:54:18,1,37.64,37.64,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0019675,m-002,cust-01913,p-0022,2025-11-16 13:28:17,1,426.03,426.03,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019676,m-011,,p-0105,2025-11-16 17:14:48,1,53.14,53.14,UPI,SUCCESS,POS_TERMINAL
txn-0019677,m-020,cust-04524,p-0205,2025-11-16 11:45:18,1,81.9,81.9,UPI,SUCCESS,OFFLINE_STORE
txn-0019678,m-003,cust-03291,p-0034,2025-11-16 15:43:15,1,636.95,636.95,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019679,m-001,cust-00239,p-0005,2025-11-16 09:08:11,2,37.64,75.28,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019680,m-001,,p-0011,2025-11-16 08:56:12,1,47.84,47.84,UPI,SUCCESS,POS_TERMINAL
txn-0019681,m-001,,p-0001,2025-11-16 19:57:43,1,35.57,35.57,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019682,m-022,cust-05115,p-0225,2025-11-16 09:50:40,1,4174.73,4174.73,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019683,m-003,cust-03032,p-0032,2025-11-16 07:39:06,1,312.84,312.84,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0019684,m-003,cust-03040,p-0025,2025-11-16 11:31:56,1,166.0,166.0,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019685,m-004,cust-04391,p-0042,2025-11-16 09:15:41,1,732.09,732.09,CASH,SUCCESS,QR_STAND
txn-0019686,m-015,cust-07241,p-0142,2025-11-16 08:51:42,1,51.71,51.71,CASH,SUCCESS,QR_STAND
txn-0019687,m-036,cust-07759,p-0373,2025-11-16 18:08:38,1,52.79,52.79,PAYTM_WALLET,FAILED,POS_TERMINAL
txn-0019688,m-001,,p-0004,2025-11-16 09:48:38,3,50.53,151.59,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019689,m-001,cust-01153,p-0013,2025-11-16 17:25:45,1,89.51,89.51,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019690,m-002,,p-0016,2025-11-16 13:32:10,1,1040.98,1040.98,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019691,m-003,,p-0025,2025-11-16 20:36:12,2,166.0,332.0,CASH,SUCCESS,OFFLINE_STORE
txn-0019692,m-046,,p-0480,2025-11-16 12:40:51,2,172.6,345.2,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0019693,m-023,cust-05830,p-0230,2025-11-16 19:37:03,1,148.54,148.54,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019694,m-002,,p-0020,2025-11-16 18:10:38,1,401.92,401.92,PAYTM_WALLET,SUCCESS,POS_TERMINAL
txn-0019695,m-010,,p-0102,2025-11-16 19:21:18,1,84.45,84.45,UPI,SUCCESS,POS_TERMINAL
txn-0019696,m-023,cust-08574,p-0231,2025-11-16 15:06:27,1,104.64,104.64,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019697,m-001,cust-01136,p-0002,2025-11-16 19:12:03,1,36.39,36.39,UPI,SUCCESS,QR_STAND
txn-0019698,m-009,cust-09400,p-0087,2025-11-16 14:22:28,1,91.14,91.14,UPI,SUCCESS,POS_TERMINAL
txn-0019699,m-014,cust-06014,p-0133,2025-11-16 15:51:31,1,482.82,482.82,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019700,m-013,,p-0127,2025-11-16 13:17:25,1,1163.64,1163.64,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0019701,m-039,,p-0407,2025-11-16 19:02:32,1,135.07,135.07,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019702,m-003,cust-03487,p-0030,2025-11-16 18:49:23,1,32.96,32.96,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019703,m-046,cust-05397,p-0482,2025-11-16 19:06:05,1,445.43,445.43,PAYTM_WALLET,SUCCESS,POS_TERMINAL
txn-0019704,m-001,cust-00223,p-0014,2025-11-16 19:12:14,3,142.3,426.9,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019705,m-004,cust-03955,p-0038,2025-11-16 08:40:59,1,3021.37,3021.37,PAYTM_WALLET,SUCCESS,QR_STAND
txn-0019706,m-033,cust-06678,p-0348,2025-11-16 14:46:32,1,803.31,803.31,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
txn-0019707,m-003,cust-03446,p-0029,2025-11-16 18:54:01,1,57.37,57.37,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019708,m-001,cust-05822,p-0013,2025-11-16 14:28:24,1,89.51,89.51,CASH,SUCCESS,POS_TERMINAL
txn-0019709,m-001,,p-0014,2025-11-16 13:23:35,1,142.3,142.3,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019710,m-001,cust-00697,p-0010,2025-11-16 18:29:28,1,122.62,122.62,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019711,m-001,cust-00120,p-0008,2025-11-16 08:26:33,2,113.18,226.36,SOUNDBOX_QR,SUCCESS,SOUNDBOX
txn-0019712,m-021,cust-05819,p-0217,2025-11-16 10:35:03,1,39.92,39.92,SOUNDBOX_CARD,SUCCESS,SOUNDBOX
