merchant_id,date,revenue,transaction_count,unique_customers,avg_ticket_size,category,business_size,day_of_week,day_of_week_num,month,day_of_month,is_weekend,dow_sin,dow_cos,month_sin,month_cos,is_holiday_festival,has_active_campaign,lag_1_revenue,lag_2_revenue,lag_7_revenue,lag_14_revenue,lag_1_transactions,lag_7_transactions,lag_1_aov,rolling_7_revenue_mean,rolling_7_revenue_std,rolling_30_revenue_mean,target_revenue_next_day,target_revenue_next_7d,split
m-002,2026-06-12,37952.18,29.0,20.0,1308.7,Electronics,SMALL,Friday,4,6,12,0,-0.4339,-0.901,0.0,-1.0,0,0,30601.81,30313.88,17069.55,30206.03,27,19,1133.4,29161.16,9757.42,31342.75,26923.1,236379.81,VALIDATION
m-002,2026-06-13,26923.1,27.0,19.0,997.15,Electronics,SMALL,Saturday,5,6,13,1,-0.9749,-0.2225,0.0,-1.0,0,0,37952.18,30601.81,23861.94,60119.73,29,20,1308.7,32144.39,8563.69,32012.78,39025.16,251762.31,VALIDATION
m-002,2026-06-14,39025.16,35.0,22.0,1115.0,Electronics,SMALL,Sunday,6,6,14,1,-0.7818,0.6235,0.0,-1.0,0,0,26923.1,37952.18,26560.28,34224.24,27,23,997.15,32581.7,8137.82,31667.66,37478.97,246253.4,VALIDATION
m-002,2026-06-15,37478.97,23.0,16.0,1629.52,Electronics,SMALL,Monday,0,6,15,0,0.0,1.0,0.0,-1.0,0,0,39025.16,26923.1,27010.55,28268.33,35,18,1115.0,34362.4,7962.51,32168.89,22227.19,225298.51,VALIDATION
m-002,2026-06-16,22227.19,20.0,14.0,1111.36,Electronics,SMALL,Tuesday,1,6,16,0,0.7818,0.6235,0.0,-1.0,0,0,37478.97,39025.16,48710.09,42557.43,23,26,1629.52,35857.88,7307.73,32202.96,30853.44,229291.0,VALIDATION
m-002,2026-06-17,30853.44,26.0,17.0,1186.67,Electronics,SMALL,Wednesday,2,6,17,0,0.9749,-0.2225,0.0,-1.0,0,0,22227.19,37478.97,30313.88,31956.58,20,27,1111.36,32074.61,6335.64,31840.1,32088.27,221593.13,VALIDATION
m-002,2026-06-18,32088.27,26.0,17.0,1234.16,Electronics,SMALL,Thursday,3,6,18,0,0.4339,-0.901,0.0,-1.0,0,0,30853.44,22227.19,30601.81,33804.28,26,27,1186.67,32151.69,6313.9,32036.15,47783.68,217393.86,VALIDATION
m-002,2026-06-19,47783.68,32.0,26.0,1493.24,Electronics,SMALL,Friday,4,6,19,0,-0.4339,-0.901,0.0,-1.0,0,0,32088.27,30853.44,37952.18,17069.55,26,29,1234.16,32364.04,6277.98,32090.21,42305.6,188035.64,VALIDATION
m-002,2026-06-20,42305.6,36.0,24.0,1175.16,Electronics,SMALL,Saturday,5,6,20,1,-0.9749,-0.2225,0.0,-1.0,0,0,47783.68,32088.27,26923.1,23861.94,32,27,1493.24,33768.54,8457.81,32853.31,33516.25,177982.85,VALIDATION
m-002,2026-06-21,33516.25,27.0,19.0,1241.34,Electronics,SMALL,Sunday,6,6,21,1,-0.7818,0.6235,0.0,-1.0,0,0,42305.6,47783.68,39025.16,26560.28,36,35,1175.16,35966.04,8380.79,33271.09,16524.08,180922.4,VALIDATION
m-002,2026-06-22,16524.08,20.0,12.0,826.2,Electronics,SMALL,Monday,0,6,22,0,0.0,1.0,0.0,-1.0,0,0,33516.25,42305.6,37478.97,27010.55,27,23,1241.34,35179.06,8303.95,33520.76,26219.68,194332.15,VALIDATION
m-002,2026-06-23,26219.68,21.0,14.0,1248.56,Electronics,SMALL,Tuesday,1,6,23,0,0.7818,0.6235,0.0,-1.0,0,0,16524.08,33516.25,22227.19,48710.09,20,20,826.2,32185.5,10752.69,32859.61,23155.57,202035.19,VALIDATION
m-002,2026-06-24,23155.57,25.0,15.0,926.22,Electronics,SMALL,Wednesday,2,6,24,0,0.9749,-0.2225,0.0,-1.0,0,0,26219.68,16524.08,30853.44,30313.88,21,26,1248.56,32755.86,10229.6,32834.74,27889.0,196835.65,VALIDATION
m-002,2026-06-25,27889.0,20.0,11.0,1394.45,Electronics,SMALL,Thursday,3,6,25,0,0.4339,-0.901,0.0,-1.0,0,0,23155.57,26219.68,32088.27,30601.81,25,26,926.22,31656.16,10862.39,32275.36,18425.46,192207.36,VALIDATION
m-002,2026-06-26,18425.46,18.0,8.0,1023.64,Electronics,SMALL,Friday,4,6,26,0,-0.4339,-0.901,0.0,-1.0,0,0,27889.0,23155.57,47783.68,37952.18,20,32,1394.45,31056.27,10950.15,32231.78,32252.81,192537.08,VALIDATION
m-002,2026-06-27,32252.81,31.0,22.0,1040.41,Electronics,SMALL,Saturday,5,6,27,1,-0.9749,-0.2225,0.0,-1.0,0,0,18425.46,27889.0,42305.6,26923.1,18,36,1023.64,26862.23,8907.27,32020.63,36455.8,192880.64,VALIDATION
m-002,2026-06-28,36455.8,34.0,21.0,1072.23,Electronics,SMALL,Sunday,6,6,28,1,-0.7818,0.6235,0.0,-1.0,0,0,32252.81,18425.46,33516.25,39025.16,31,27,1040.41,25426.12,6482.8,31996.17,29933.83,199332.82,VALIDATION
m-002,2026-06-29,29933.83,26.0,19.0,1151.3,Electronics,SMALL,Monday,0,6,29,0,0.0,1.0,0.0,-1.0,0,0,36455.8,32252.81,16524.08,37478.97,34,20,1072.23,25846.06,7154.6,32204.5,33922.72,191978.06,VALIDATION
m-002,2026-06-30,33922.72,26.0,19.0,1304.72,Electronics,SMALL,Tuesday,1,6,30,0,0.7818,0.6235,0.0,-1.0,0,0,29933.83,36455.8,26219.68,22227.19,26,21,1151.3,27761.74,5933.68,31198.3,17956.03,198718.5,VALIDATION
m-002,2026-07-01,17956.03,17.0,15.0,1056.24,Electronics,SMALL,Wednesday,2,7,1,0,0.9749,-0.2225,-0.5,-0.866,0,0,33922.72,29933.83,23155.57,30853.44,26,25,1304.72,28862.17,6302.84,31188.25,23260.71,204596.56,VALIDATION
m-002,2026-07-02,23260.71,28.0,18.0,830.74,Electronics,SMALL,Thursday,3,7,2,0,0.4339,-0.901,-0.5,-0.866,0,0,17956.03,33922.72,27889.0,32088.27,17,20,1056.24,28119.38,7312.9,30844.51,18755.18,206253.06,VALIDATION
m-002,2026-07-03,18755.18,27.0,22.0,694.64,Electronics,SMALL,Friday,4,7,3,0,-0.4339,-0.901,-0.5,-0.866,0,0,23260.71,17956.03,18425.46,47783.68,28,18,830.74,27458.19,7542.82,30201.28,32596.37,218423.5,VALIDATION
m-002,2026-07-04,32596.37,27.0,17.0,1207.27,Electronics,SMALL,Saturday,5,7,4,1,-0.9749,-0.2225,-0.5,-0.866,0,0,18755.18,23260.71,32252.81,42305.6,27,31,694.64,27505.3,7477.76,29761.24,42907.98,228294.79,VALIDATION
m-002,2026-07-05,42907.98,31.0,20.0,1384.13,Electronics,SMALL,Sunday,6,7,5,1,-0.7818,0.6235,-0.5,-0.866,0,0,32596.37,18755.18,36455.8,33516.25,27,34,1207.27,27554.38,7515.14,29720.97,22579.07,219760.07,VALIDATION
m-002,2026-07-06,22579.07,22.0,13.0,1026.32,Electronics,SMALL,Monday,0,7,6,0,0.0,1.0,-0.5,-0.866,0,0,42907.98,32596.37,29933.83,16524.08,31,26,1384.13,28476.12,9031.56,30582.25,40663.16,242758.27,VALIDATION
m-002,2026-07-07,40663.16,26.0,17.0,1563.97,Electronics,SMALL,Tuesday,1,7,7,0,0.7818,0.6235,-0.5,-0.866,0,0,22579.07,42907.98,33922.72,26219.68,22,26,1026.32,27425.44,9258.67,30539.49,23834.09,228803.53,VALIDATION
m-002,2026-07-08,23834.09,26.0,19.0,916.7,Electronics,SMALL,Wednesday,2,7,8,0,0.9749,-0.2225,-0.5,-0.866,0,0,40663.16,22579.07,17956.03,23155.57,26,17,1563.97,28388.36,10334.97,31009.59,24917.21,222029.17,VALIDATION
m-002,2026-07-09,24917.21,23.0,17.0,1083.36,Electronics,SMALL,Thursday,3,7,9,0,0.4339,-0.901,-0.5,-0.866,0,0,23834.09,40663.16,23260.71,27889.0,26,28,916.7,29228.08,9555.47,30903.71,30925.62,227219.53,VALIDATION
m-002,2026-07-10,30925.62,23.0,15.0,1344.59,Electronics,SMALL,Friday,4,7,10,0,-0.4339,-0.901,-0.5,-0.866,0,0,24917.21,23834.09,18755.18,18425.46,23,27,1083.36,29464.72,9402.34,30110.61,42467.66,221936.25,VALIDATION
m-002,2026-07-11,42467.66,37.0,22.0,1147.77,Electronics,SMALL,Saturday,5,7,11,1,-0.9749,-0.2225,-0.5,-0.866,0,0,30925.62,24917.21,32596.37,32252.81,23,27,1344.59,31203.36,8131.25,30131.0,34373.26,205364.59,VALIDATION
m-002,2026-07-12,34373.26,32.0,23.0,1074.16,Electronics,SMALL,Sunday,6,7,12,1,-0.7818,0.6235,-0.5,-0.866,0,0,42467.66,30925.62,42907.98,36455.8,37,31,1147.77,32613.54,9198.98,30526.53,45577.27,203563.43,VALIDATION
m-002,2026-07-13,45577.27,30.0,18.0,1519.24,Electronics,SMALL,Monday,0,7,13,0,0.0,1.0,-0.5,-0.866,0,0,34373.26,42467.66,22579.07,29933.83,32,22,1074.16,31394.3,8108.05,30407.23,26708.42,184201.04,VALIDATION
m-002,2026-07-14,26708.42,29.0,18.0,920.98,Electronics,SMALL,Tuesday,1,7,14,0,0.7818,0.6235,-0.5,-0.866,0,0,45577.27,34373.26,40663.16,33922.72,30,26,1519.24,34679.75,8586.15,31029.04,17059.73,186921.78,VALIDATION
m-002,2026-07-15,17059.73,14.0,9.0,1218.55,Electronics,SMALL,Wednesday,2,7,15,0,0.9749,-0.2225,-0.5,-0.866,0,0,26708.42,45577.27,23834.09,17956.03,29,26,920.98,32686.22,8585.39,30618.48,30107.57,198847.13,VALIDATION
m-002,2026-07-16,30107.57,27.0,19.0,1115.1,Electronics,SMALL,Thursday,3,7,16,0,0.4339,-0.901,-0.5,-0.866,0,0,17059.73,26708.42,24917.21,23260.71,14,23,1218.55,31718.45,10012.69,29937.84,25642.34,191123.75,TEST
m-002,2026-07-17,25642.34,23.0,16.0,1114.88,Electronics,SMALL,Friday,4,7,17,0,-0.4339,-0.901,-0.5,-0.866,0,0,30107.57,17059.73,30925.62,18755.18,27,23,1115.1,32459.93,9609.14,30200.52,25896.0,187028.22,TEST
m-002,2026-07-18,25896.0,22.0,17.0,1177.09,Electronics,SMALL,Saturday,5,7,18,1,-0.9749,-0.2225,-0.5,-0.866,0,0,25642.34,30107.57,42467.66,32596.37,23,37,1114.88,31705.18,9951.14,30026.81,32572.1,185228.92,TEST
m-002,2026-07-19,32572.1,26.0,14.0,1252.77,Electronics,SMALL,Sunday,6,7,19,1,-0.7818,0.6235,-0.5,-0.866,0,0,25896.0,25642.34,34373.26,42907.98,22,32,1177.09,29337.8,8877.27,29820.41,26214.88,184100.56,TEST
m-002,2026-07-20,26214.88,22.0,17.0,1191.59,Electronics,SMALL,Monday,0,7,20,0,0.0,1.0,-0.5,-0.866,0,0,32572.1,25896.0,45577.27,22579.07,26,30,1252.77,29080.49,8731.91,29313.35,29429.16,177696.32,TEST
m-002,2026-07-21,29429.16,23.0,19.0,1279.53,Electronics,SMALL,Tuesday,1,7,21,0,0.7818,0.6235,-0.5,-0.866,0,0,26214.88,32572.1,26708.42,40663.16,22,29,1191.59,26314.43,4830.25,28777.0,28985.08,166078.01,TEST
m-002,2026-07-22,28985.08,26.0,16.0,1114.81,Electronics,SMALL,Wednesday,2,7,22,0,0.9749,-0.2225,-0.5,-0.866,0,0,29429.16,26214.88,17059.73,23834.09,23,14,1279.53,26703.11,4974.54,28640.76,22384.19,159304.11,TEST
m-002,2026-07-23,22384.19,17.0,7.0,1316.72,Electronics,SMALL,Thursday,3,7,23,0,0.4339,-0.901,-0.5,-0.866,0,0,28985.08,29429.16,30107.57,24917.21,26,27,1114.81,28406.73,2593.99,29056.13,21546.81,169274.38,TEST
m-002,2026-07-24,21546.81,16.0,12.0,1346.68,Electronics,SMALL,Friday,4,7,24,0,-0.4339,-0.901,-0.5,-0.866,0,0,22384.19,28985.08,25642.34,30925.62,17,23,1316.72,27303.39,3297.21,28928.28,24096.7,165476.65,TEST
m-002,2026-07-25,24096.7,17.0,9.0,1417.45,Electronics,SMALL,Saturday,5,7,25,1,-0.9749,-0.2225,-0.5,-0.866,0,0,21546.81,22384.19,25896.0,42467.66,16,22,1346.68,26718.32,3941.5,28874.65,31443.74,176625.01,TEST
m-002,2026-07-26,31443.74,31.0,24.0,1014.31,Electronics,SMALL,Sunday,6,7,26,1,-0.7818,0.6235,-0.5,-0.866,0,0,24096.7,21546.81,32572.1,34373.26,17,26,1417.45,26461.27,4060.92,28748.24,19810.64,170912.17,TEST
m-002,2026-07-27,19810.64,20.0,14.0,990.53,Electronics,SMALL,Monday,0,7,27,0,0.0,1.0,-0.5,-0.866,0,0,31443.74,24096.7,26214.88,45577.27,31,22,1014.31,26300.08,3791.38,29182.18,17810.85,191267.53,TEST
m-002,2026-07-28,17810.85,13.0,8.0,1370.07,Electronics,SMALL,Tuesday,1,7,28,0,0.7818,0.6235,-0.5,-0.866,0,0,19810.64,31443.74,29429.16,26708.42,20,23,990.53,25385.19,4518.37,28767.44,22211.18,199226.84,TEST
m-002,2026-07-29,22211.18,20.0,11.0,1110.56,Electronics,SMALL,Wednesday,2,7,29,0,0.9749,-0.2225,-0.5,-0.866,0,0,17810.85,19810.64,28985.08,17059.73,13,26,1370.07,23725.43,4902.84,28145.95,32354.46,207777.07,TEST
m-002,2026-07-30,32354.46,26.0,19.0,1244.4,Electronics,SMALL,Thursday,3,7,30,0,0.4339,-0.901,-0.5,-0.866,0,0,22211.18,17810.85,22384.19,30107.57,20,17,1110.56,22757.73,4326.3,27888.52,17749.08,200100.88,TEST
m-002,2026-07-31,17749.08,16.0,12.0,1109.32,Electronics,SMALL,Friday,4,7,31,0,-0.4339,-0.901,-0.5,-0.866,0,0,32354.46,22211.18,21546.81,25642.34,26,16,1244.4,24182.05,5628.17,27836.25,35245.06,199734.37,TEST
m-002,2026-08-01,35245.06,28.0,17.0,1258.75,Electronics,SMALL,Saturday,5,8,1,1,-0.9749,-0.2225,-0.866,-0.5,0,0,17749.08,32354.46,24096.7,25896.0,16,17,1109.32,23639.52,6088.74,27829.35,25730.9,192986.17,TEST
m-002,2026-08-02,25730.9,20.0,14.0,1286.54,Electronics,SMALL,Sunday,6,8,2,1,-0.7818,0.6235,-0.866,-0.5,0,0,35245.06,17749.08,31443.74,32572.1,28,31,1258.75,25232.14,7518.43,28228.83,40166.0,206653.11,TEST
m-002,2026-08-03,40166.0,27.0,18.0,1487.63,Electronics,SMALL,Monday,0,8,3,0,0.0,1.0,-0.866,-0.5,0,0,25730.9,35245.06,19810.64,26214.88,20,20,1286.54,24416.02,7025.7,28461.35,25770.16,192486.28,TEST
m-002,2026-08-04,25770.16,22.0,16.0,1171.37,Electronics,SMALL,Tuesday,1,8,4,0,0.7818,0.6235,-0.866,-0.5,0,0,40166.0,25730.9,17810.85,29429.16,27,13,1487.63,27323.93,8792.27,28713.67,30761.41,187783.18,TEST
m-002,2026-08-05,30761.41,25.0,20.0,1230.46,Electronics,SMALL,Wednesday,2,8,5,0,0.9749,-0.2225,-0.866,-0.5,0,0,25770.16,40166.0,22211.18,28985.08,22,20,1171.37,28460.98,7817.6,28142.41,24678.27,187294.98,TEST
m-002,2026-08-06,24678.27,18.0,16.0,1371.02,Electronics,SMALL,Thursday,3,8,6,0,0.4339,-0.901,-0.866,-0.5,0,0,30761.41,25770.16,32354.46,22384.19,25,26,1230.46,29682.44,7331.18,28415.16,17382.57,196356.03,TEST
m-002,2026-08-07,17382.57,16.0,11.0,1086.41,Electronics,SMALL,Friday,4,8,7,0,-0.4339,-0.901,-0.866,-0.5,0,0,24678.27,30761.41,17749.08,21546.81,18,16,1371.02,28585.84,7438.21,27882.33,28496.86,202509.86,TEST
m-002,2026-08-08,28496.86,25.0,16.0,1139.87,Electronics,SMALL,Saturday,5,8,8,1,-0.9749,-0.2225,-0.866,-0.5,0,0,17382.57,24678.27,35245.06,24096.7,16,28,1086.41,28533.48,7527.95,27667.28,39397.84,233029.78,TEST
m-002,2026-08-09,39397.84,39.0,26.0,1010.2,Electronics,SMALL,Sunday,6,8,9,1,-0.7818,0.6235,-0.866,-0.5,0,0,28496.86,17382.57,25730.9,31443.74,25,20,1139.87,27569.45,6933.87,27786.6,25999.17,231913.14,TEST
m-002,2026-08-10,25999.17,19.0,15.0,1368.38,Electronics,SMALL,Monday,0,8,10,0,0.0,1.0,-0.866,-0.5,0,0,39397.84,28496.86,40166.0,19810.64,39,27,1010.2,29521.87,8147.78,28069.01,21067.06,232743.38,TEST
m-002,2026-08-11,21067.06,24.0,13.0,877.79,Electronics,SMALL,Tuesday,1,8,11,0,0.7818,0.6235,-0.866,-0.5,0,0,25999.17,39397.84,25770.16,17810.85,19,22,1368.38,27498.04,6692.76,27520.06,30273.21,241772.22,TEST
m-002,2026-08-12,30273.21,22.0,17.0,1376.06,Electronics,SMALL,Wednesday,2,8,12,0,0.9749,-0.2225,-0.866,-0.5,0,0,21067.06,25999.17,30761.41,22211.18,24,25,877.79,26826.17,7117.71,27076.52,33739.32,243876.52,TEST
m-002,2026-08-13,33739.32,29.0,21.0,1163.42,Electronics,SMALL,Thursday,3,8,13,0,0.4339,-0.901,-0.866,-0.5,0,0,30273.21,21067.06,24678.27,32354.46,22,18,1376.06,26756.43,7074.98,26566.38,23536.4,236295.65,TEST
m-002,2026-08-14,23536.4,21.0,15.0,1120.78,Electronics,SMALL,Friday,4,8,14,0,-0.4339,-0.901,-0.866,-0.5,0,0,33739.32,30273.21,17382.57,17749.08,29,16,1163.42,28050.86,7450.34,26800.74,59016.78,235823.93,TEST
m-002,2026-08-15,59016.78,45.0,32.0,1311.48,Electronics,SMALL,Saturday,5,8,15,1,-0.9749,-0.2225,-0.866,-0.5,1,0,23536.4,33739.32,28496.86,35245.06,21,25,1120.78,28929.98,6247.71,27016.63,38281.2,205906.15,TEST
m-002,2026-08-16,38281.2,34.0,31.0,1125.92,Electronics,SMALL,Sunday,6,8,16,1,-0.7818,0.6235,-0.866,-0.5,0,0,59016.78,23536.4,39397.84,25730.9,45,39,1311.48,33289.97,12949.68,27980.27,26829.41,199271.87,TEST
m-002,2026-08-17,26829.41,20.0,16.0,1341.47,Electronics,SMALL,Monday,0,8,17,0,0.0,1.0,-0.866,-0.5,0,0,38281.2,59016.78,25999.17,40166.0,34,19,1125.92,33130.45,12868.52,28401.57,30095.9,206836.42,TEST
m-002,2026-08-18,30095.9,22.0,14.0,1368.0,Electronics,SMALL,Tuesday,1,8,18,0,0.7818,0.6235,-0.866,-0.5,0,0,26829.41,38281.2,21067.06,25770.16,20,24,1341.47,33249.05,12795.46,28432.68,32377.51,210231.12,TEST
m-002,2026-08-19,32377.51,25.0,16.0,1295.1,Electronics,SMALL,Wednesday,2,8,19,0,0.9749,-0.2225,-0.866,-0.5,0,0,30095.9,26829.41,30273.21,30761.41,22,22,1368.0,34538.89,11777.37,28350.14,26158.45,198227.43,TEST
m-002,2026-08-20,26158.45,22.0,15.0,1189.02,Electronics,SMALL,Thursday,3,8,20,0,0.4339,-0.901,-0.866,-0.5,0,0,32377.51,30095.9,33739.32,24678.27,25,29,1295.1,34839.5,11676.77,28555.56,23064.68,191277.25,TEST
m-002,2026-08-21,23064.68,24.0,19.0,961.03,Electronics,SMALL,Friday,4,8,21,0,-0.4339,-0.901,-0.866,-0.5,0,0,26158.45,32377.51,23536.4,17382.57,22,21,1189.02,33756.52,12138.24,28446.54,29099.0,215170.23,TEST
m-002,2026-08-22,29099.0,31.0,22.0,938.68,Electronics,SMALL,Saturday,5,8,22,1,-0.9749,-0.2225,-0.866,-0.5,0,0,23064.68,26158.45,59016.78,28496.86,24,45,961.03,33689.13,12205.56,28249.19,31646.92,228433.69,TEST
m-002,2026-08-23,31646.92,27.0,20.0,1172.11,Electronics,SMALL,Sunday,6,8,23,1,-0.7818,0.6235,-0.866,-0.5,0,0,29099.0,23064.68,38281.2,39397.84,31,34,938.68,29415.16,4925.55,28473.02,34393.96,232530.77,TEST
m-002,2026-08-24,34393.96,22.0,13.0,1563.36,Electronics,SMALL,Monday,0,8,24,0,0.0,1.0,-0.866,-0.5,0,0,31646.92,29099.0,26829.41,25999.17,27,20,1172.11,28467.41,3307.89,28809.69,33490.6,226238.16,TEST
m-002,2026-08-25,33490.6,29.0,20.0,1154.85,Electronics,SMALL,Tuesday,1,8,25,0,0.7818,0.6235,-0.866,-0.5,0,0,34393.96,31646.92,30095.9,21067.06,22,22,1563.36,29548.06,3871.24,29152.93,20373.82,212165.7,TEST
m-002,2026-08-26,20373.82,21.0,18.0,970.18,Electronics,SMALL,Wednesday,2,8,26,0,0.9749,-0.2225,-0.866,-0.5,0,0,33490.6,34393.96,32377.51,30273.21,29,25,1154.85,30033.02,4153.64,29221.16,19208.27,215470.01,TEST
m-002,2026-08-27,19208.27,18.0,10.0,1067.13,Electronics,SMALL,Thursday,3,8,27,0,0.4339,-0.901,-0.866,-0.5,0,0,20373.82,33490.6,26158.45,33739.32,21,22,970.18,28318.2,5334.41,29239.93,46957.66,221841.48,TEST
m-002,2026-08-28,46957.66,41.0,30.0,1145.31,Electronics,SMALL,Friday,4,8,28,0,-0.4339,-0.901,-0.866,-0.5,1,0,19208.27,20373.82,23064.68,23536.4,18,24,1067.13,27325.32,6352.97,29286.52,42362.46,196020.29,TEST
m-002,2026-08-29,42362.46,29.0,23.0,1460.77,Electronics,SMALL,Saturday,5,8,29,1,-0.9749,-0.2225,-0.866,-0.5,0,0,46957.66,19208.27,29099.0,59016.78,41,31,1145.31,30738.6,9379.8,30111.4,35744.0,187693.22,TEST
m-002,2026-08-30,35744.0,28.0,21.0,1276.57,Electronics,SMALL,Sunday,6,8,30,1,-0.7818,0.6235,-0.866,-0.5,0,0,42362.46,46957.66,31646.92,38281.2,29,27,1460.77,32633.38,10288.97,30445.0,28101.35,179134.67,TEST
m-002,2026-08-31,28101.35,21.0,16.0,1338.16,Electronics,SMALL,Monday,0,8,31,0,0.0,1.0,-0.866,-0.5,0,0,35744.0,42362.46,34393.96,26829.41,28,22,1276.57,33218.68,10339.91,31044.83,19418.14,166959.54,TEST
m-002,2026-09-01,19418.14,20.0,13.0,970.91,Electronics,SMALL,Tuesday,1,9,1,0,0.7818,0.6235,-1.0,-0.0,0,0,28101.35,35744.0,33490.6,30095.9,21,29,1338.16,32319.74,10493.11,30806.7,23678.13,183613.07,TEST
m-002,2026-09-02,23678.13,24.0,14.0,986.59,Electronics,SMALL,Wednesday,2,9,2,0,0.9749,-0.2225,-1.0,-0.0,0,0,19418.14,28101.35,20373.82,32377.51,20,21,970.91,30309.39,11528.38,30596.28,25579.74,187558.02,TEST
m-002,2026-09-03,25579.74,24.0,17.0,1065.82,Electronics,SMALL,Thursday,3,9,3,0,0.4339,-0.901,-1.0,-0.0,0,0,23678.13,19418.14,19208.27,26158.45,24,18,986.59,30781.43,11113.95,30046.68,21136.47,174608.16,TEST
m-002,2026-09-04,21136.47,23.0,18.0,918.98,Electronics,SMALL,Friday,4,9,4,0,-0.4339,-0.901,-1.0,-0.0,0,0,25579.74,23678.13,46957.66,23064.68,24,41,1065.82,31691.64,10234.26,30040.34,34035.39,176421.88,TEST
m-002,2026-09-05,34035.39,28.0,23.0,1215.55,Electronics,SMALL,Saturday,5,9,5,1,-0.9749,-0.2225,-1.0,-0.0,0,0,21136.47,25579.74,42362.46,29099.0,23,29,918.98,28002.9,8282.03,29719.5,27185.45,163155.78,TEST
m-002,2026-09-06,27185.45,24.0,17.0,1132.73,Electronics,SMALL,Sunday,6,9,6,1,-0.7818,0.6235,-1.0,-0.0,0,0,34035.39,21136.47,35744.0,31646.92,28,28,1215.55,26813.32,6216.12,30031.41,15926.22,172641.85,TEST
m-002,2026-09-07,15926.22,16.0,13.0,995.39,Electronics,SMALL,Monday,0,9,7,0,0.0,1.0,-1.0,-0.0,0,0,27185.45,34035.39,28101.35,34393.96,24,21,1132.73,25590.67,4860.69,30358.17,36071.67,169579.39,TEST
m-002,2026-09-08,36071.67,25.0,19.0,1442.87,Electronics,SMALL,Tuesday,1,9,8,0,0.7818,0.6235,-1.0,-0.0,0,0,15926.22,27185.45,19418.14,33490.6,16,20,995.39,23851.36,5883.31,29939.15,27623.08,161769.36,TEST
m-002,2026-09-09,27623.08,25.0,16.0,1104.92,Electronics,SMALL,Wednesday,2,9,9,0,0.9749,-0.2225,-1.0,-0.0,0,0,36071.67,15926.22,23678.13,20373.82,25,24,1442.87,26230.44,7044.41,29828.28,12629.88,156102.51,TEST
m-002,2026-09-10,12629.88,14.0,11.0,902.13,Electronics,SMALL,Thursday,3,9,10,0,0.4339,-0.901,-1.0,-0.0,0,0,27623.08,36071.67,25579.74,19208.27,25,24,1104.92,26794.0,6963.53,29882.41,22950.19,172842.33,TEST
m-002,2026-09-11,22950.19,22.0,15.0,1043.19,Electronics,SMALL,Friday,4,9,11,0,-0.4339,-0.901,-1.0,-0.0,0,0,12629.88,27623.08,21136.47,46957.66,14,23,902.13,24944.02,8814.15,29601.17,20769.29,149892.14,TEST
m-002,2026-09-12,20769.29,18.0,14.0,1153.85,Electronics,SMALL,Saturday,5,9,12,1,-0.9749,-0.2225,-1.0,-0.0,0,0,22950.19,12629.88,34035.39,42362.46,22,28,1043.19,25203.13,8709.6,29357.07,36671.52,129122.85,TEST
m-002,2026-09-13,36671.52,30.0,18.0,1222.38,Electronics,SMALL,Sunday,6,9,13,1,-0.7818,0.6235,-1.0,-0.0,0,0,20769.29,22950.19,27185.45,35744.0,18,24,1153.85,23307.97,7870.32,28924.73,12863.76,92451.33,TEST
m-002,2026-09-14,12863.76,15.0,10.0,857.58,Electronics,SMALL,Monday,0,9,14,0,0.0,1.0,-1.0,-0.0,0,0,36671.52,20769.29,15926.22,28101.35,30,16,1222.38,24663.12,9330.47,29362.57,28261.64,79587.57,TEST
m-002,2026-09-15,28261.64,19.0,13.0,1487.45,Electronics,SMALL,Tuesday,1,9,15,0,0.7818,0.6235,-1.0,-0.0,0,0,12863.76,36671.52,36071.67,19418.14,15,25,857.58,24225.63,9864.9,27824.14,21956.23,51325.93,TEST
m-002,2026-09-16,21956.23,18.0,10.0,1219.79,Electronics,SMALL,Wednesday,2,9,16,0,0.9749,-0.2225,-1.0,-0.0,0,0,28261.64,12863.76,27623.08,23678.13,19,25,1487.45,23109.91,8671.26,27490.15,29369.7,29369.7,TEST
m-003,2025-09-18,8602.08,24.0,15.0,358.42,Grocery,MEDIUM,Thursday,3,9,18,0,0.4339,-0.901,-1.0,-0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,6046.68,69304.23,TRAIN
m-003,2025-09-19,6046.68,28.0,18.0,215.95,Grocery,MEDIUM,Friday,4,9,19,0,-0.4339,-0.901,-1.0,-0.0,0,0,8602.08,0.0,0.0,0.0,24,0,358.42,8602.08,0.0,8602.08,7352.23,68982.84,TRAIN
m-003,2025-09-20,7352.23,34.0,24.0,216.24,Grocery,MEDIUM,Saturday,5,9,20,1,-0.9749,-0.2225,-1.0,-0.0,0,0,6046.68,8602.08,0.0,0.0,28,0,215.95,7324.38,1806.94,7324.38,15142.85,73481.13,TRAIN
m-003,2025-09-21,15142.85,37.0,26.0,409.27,Grocery,MEDIUM,Sunday,6,9,21,1,-0.7818,0.6235,-1.0,-0.0,0,0,7352.23,6046.68,0.0,0.0,34,0,216.24,7333.66,1277.8,7333.66,12619.06,64847.9,TRAIN
m-003,2025-09-22,12619.06,31.0,20.0,407.07,Grocery,MEDIUM,Monday,0,9,22,0,0.0,1.0,-1.0,-0.0,0,0,15142.85,7352.23,0.0,0.0,37,0,409.27,9285.96,4041.58,9285.96,11086.11,63255.12,TRAIN
