merchant_id,date,daily_revenue,daily_transactions,unique_customers,avg_order_value,day_of_week,is_weekend,is_festival
m-003,2026-06-17,11168.37,30,18,372.28,Wednesday,False,False
m-003,2026-06-18,10485.18,18,9,582.51,Thursday,False,False
m-003,2026-06-19,9592.76,25,17,383.71,Friday,False,False
m-003,2026-06-20,17130.07,35,19,489.43,Saturday,True,False
m-003,2026-06-21,8961.98,26,15,344.69,Sunday,True,False
m-003,2026-06-22,12895.95,34,24,379.29,Monday,False,False
m-003,2026-06-23,12545.17,26,19,482.51,Tuesday,False,False
m-003,2026-06-24,16671.46,30,20,555.72,Wednesday,False,False
m-003,2026-06-25,13730.22,29,15,473.46,Thursday,False,False
m-003,2026-06-26,14100.8,30,27,470.03,Friday,False,False
m-003,2026-06-27,14799.48,30,22,493.32,Saturday,True,False
m-003,2026-06-28,12672.75,28,22,452.6,Sunday,True,False
m-003,2026-06-29,10072.32,24,16,419.68,Monday,False,False
m-003,2026-06-30,10759.95,31,19,347.1,Tuesday,False,False
m-003,2026-07-01,15218.16,40,26,380.45,Wednesday,False,False
m-003,2026-07-02,12874.7,30,23,429.16,Thursday,False,False
m-003,2026-07-03,9081.6,26,18,349.29,Friday,False,False
m-003,2026-07-04,13902.65,35,25,397.22,Saturday,True,False
m-003,2026-07-05,14348.9,36,28,398.58,Sunday,True,False
m-003,2026-07-06,9503.4,23,16,413.19,Monday,False,False
m-003,2026-07-07,10569.88,27,18,391.48,Tuesday,False,False
m-003,2026-07-08,12515.79,33,20,379.27,Wednesday,False,False
m-003,2026-07-09,12473.83,20,15,623.69,Thursday,False,False
m-003,2026-07-10,7862.34,22,13,357.38,Friday,False,False
m-003,2026-07-11,15808.51,33,22,479.05,Saturday,True,False
m-003,2026-07-12,13642.48,39,29,349.81,Sunday,True,False
m-003,2026-07-13,9190.95,24,14,382.96,Monday,False,False
m-003,2026-07-14,11635.68,22,14,528.89,Tuesday,False,False
m-003,2026-07-15,8029.32,30,22,267.64,Wednesday,False,False
m-003,2026-07-16,15158.12,26,17,583.0,Thursday,False,False
m-003,2026-07-17,8910.25,23,16,387.4,Friday,False,False
m-003,2026-07-18,21532.84,44,28,489.38,Saturday,True,False
m-003,2026-07-19,18105.19,45,31,402.34,Sunday,True,False
m-003,2026-07-20,9845.28,26,16,378.66,Monday,False,False
m-003,2026-07-21,13471.42,35,24,384.9,Tuesday,False,False
m-003,2026-07-22,9316.51,26,21,358.33,Wednesday,False,False
m-003,2026-07-23,10984.26,33,21,332.86,Thursday,False,False
m-003,2026-07-24,26434.81,32,23,826.09,Friday,False,False
m-003,2026-07-25,12542.62,33,25,380.08,Saturday,True,False
m-003,2026-07-26,12821.13,41,27,312.71,Sunday,True,False
m-003,2026-07-27,6652.78,18,15,369.6,Monday,False,False
m-003,2026-07-28,10293.95,26,11,395.92,Tuesday,False,False
m-003,2026-07-29,16530.88,39,26,423.87,Wednesday,False,False
m-003,2026-07-30,8924.42,25,15,356.98,Thursday,False,False
m-003,2026-07-31,12929.12,25,19,517.16,Friday,False,False
m-003,2026-08-01,17925.62,38,27,471.73,Saturday,True,False
m-003,2026-08-02,25222.11,45,32,560.49,Sunday,True,False
m-003,2026-08-03,11443.95,30,18,381.46,Monday,False,False
m-003,2026-08-04,9277.21,27,18,343.6,Tuesday,False,False
m-003,2026-08-05,9344.55,23,16,406.28,Wednesday,False,False
m-003,2026-08-06,9608.79,26,18,369.57,Thursday,False,False
m-003,2026-08-07,10235.41,26,21,393.67,Friday,False,False
m-003,2026-08-08,8864.38,27,16,328.31,Saturday,True,False
m-003,2026-08-09,17422.75,37,26,470.89,Sunday,True,False
m-003,2026-08-10,17298.89,37,27,467.54,Monday,False,False
m-003,2026-08-11,11136.39,28,20,397.73,Tuesday,False,False
m-003,2026-08-12,10921.08,24,14,455.04,Wednesday,False,False
m-003,2026-08-13,13132.68,30,21,437.76,Thursday,False,False
m-003,2026-08-14,16266.33,36,27,451.84,Friday,False,False
m-003,2026-08-15,24631.7,59,41,417.49,Saturday,True,True
m-003,2026-08-16,12898.68,36,28,358.3,Sunday,True,False
m-003,2026-08-17,17733.79,34,24,521.58,Monday,False,False
m-003,2026-08-18,8513.17,22,15,386.96,Tuesday,False,False
m-003,2026-08-19,12429.95,21,15,591.9,Wednesday,False,False
m-003,2026-08-20,11315.82,30,23,377.19,Thursday,False,False
m-003,2026-08-21,11095.37,26,18,426.74,Friday,False,False
m-003,2026-08-22,15998.57,41,27,390.21,Saturday,True,False
m-003,2026-08-23,14769.81,42,26,351.66,Sunday,True,False
m-003,2026-08-24,13039.73,29,18,449.65,Monday,False,False
m-003,2026-08-25,9195.95,22,14,418.0,Tuesday,False,False
m-003,2026-08-26,10048.65,22,16,456.76,Wednesday,False,False
m-003,2026-08-27,11327.78,33,19,343.27,Thursday,False,False
m-003,2026-08-28,20726.28,52,32,398.58,Friday,False,True
m-003,2026-08-29,16721.64,37,26,451.94,Saturday,True,False
m-003,2026-08-30,9216.48,33,27,279.29,Sunday,True,False
m-003,2026-08-31,10344.22,29,26,356.7,Monday,False,False
m-003,2026-09-01,12117.03,34,25,356.38,Tuesday,False,False
m-003,2026-09-02,26534.07,21,17,1263.53,Wednesday,False,False
m-003,2026-09-03,7738.39,21,16,368.49,Thursday,False,False
m-003,2026-09-04,14799.25,27,16,548.12,Friday,False,False
m-003,2026-09-05,22896.02,44,34,520.36,Saturday,True,False
m-003,2026-09-06,15665.2,35,26,447.58,Sunday,True,False
m-003,2026-09-07,12326.44,32,22,385.2,Monday,False,False
m-003,2026-09-08,10084.34,27,18,373.49,Tuesday,False,False
m-003,2026-09-09,9148.63,18,15,508.26,Wednesday,False,False
m-003,2026-09-10,9552.47,26,18,367.4,Thursday,False,False
m-003,2026-09-11,5771.91,18,10,320.66,Friday,False,False
m-003,2026-09-12,16989.75,44,28,386.13,Saturday,True,False
m-003,2026-09-13,13263.52,28,21,473.7,Sunday,True,False
m-003,2026-09-14,13856.2,34,23,407.54,Monday,False,False
m-003,2026-09-15,6882.99,25,17,275.32,Tuesday,False,False
m-003,2026-09-16,13751.41,32,23,429.73,Wednesday,False,False
m-003,2026-09-17,14617.76,23,16,635.55,Thursday,False,False
m-004,2025-09-18,18642.26,16,9,1165.14,Thursday,False,False
m-004,2025-09-19,36056.68,26,17,1386.8,Friday,False,False
m-004,2025-09-20,33386.3,30,23,1112.88,Saturday,True,False
m-004,2025-09-21,36672.13,31,20,1182.97,Sunday,True,False
m-004,2025-09-22,32028.24,24,19,1334.51,Monday,False,False
m-004,2025-09-23,31581.94,24,18,1315.91,Tuesday,False,False
m-004,2025-09-24,21698.95,17,13,1276.41,Wednesday,False,False
m-004,2025-09-25,25729.97,19,9,1354.21,Thursday,False,False
m-004,2025-09-26,27740.89,21,15,1320.99,Friday,False,False
m-004,2025-09-27,31049.86,20,16,1552.49,Saturday,True,False
m-004,2025-09-28,33004.43,25,17,1320.18,Sunday,True,False
m-004,2025-09-29,27319.08,20,11,1365.95,Monday,False,False
m-004,2025-09-30,22924.34,16,11,1432.77,Tuesday,False,False
m-004,2025-10-01,26050.66,20,9,1302.53,Wednesday,False,False
m-004,2025-10-02,31671.6,24,19,1319.65,Thursday,False,False
m-004,2025-10-03,37663.81,31,22,1214.96,Friday,False,False
m-004,2025-10-04,31561.38,22,15,1434.61,Saturday,True,False
m-004,2025-10-05,24308.16,22,17,1104.92,Sunday,True,False
m-004,2025-10-06,18431.55,15,12,1228.77,Monday,False,False
m-004,2025-10-07,21731.28,18,10,1207.29,Tuesday,False,False
m-004,2025-10-08,17049.14,14,11,1217.8,Wednesday,False,False
m-004,2025-10-09,32791.98,26,19,1261.23,Thursday,False,False
m-004,2025-10-10,28844.12,30,22,961.47,Friday,False,False
m-004,2025-10-11,34568.9,28,17,1234.6,Saturday,True,False
m-004,2025-10-12,39061.0,32,25,1220.66,Sunday,True,False
m-004,2025-10-13,22075.66,16,12,1379.73,Monday,False,False
m-004,2025-10-14,24846.84,18,13,1380.38,Tuesday,False,False
m-004,2025-10-15,22564.94,16,13,1410.31,Wednesday,False,False
m-004,2025-10-16,19062.82,14,9,1361.63,Thursday,False,False
m-004,2025-10-17,23510.71,19,13,1237.41,Friday,False,False
m-004,2025-10-18,38574.77,27,17,1428.7,Saturday,True,False
m-004,2025-10-19,45556.53,37,27,1231.26,Sunday,True,False
m-004,2025-10-20,50812.15,39,26,1302.88,Monday,False,True
m-004,2025-10-21,60071.47,47,34,1278.12,Tuesday,False,True
m-004,2025-10-22,47447.26,34,22,1395.51,Wednesday,False,True
m-004,2025-10-23,11510.4,12,10,959.2,Thursday,False,False
m-004,2025-10-24,19406.01,17,8,1141.53,Friday,False,False
m-004,2025-10-25,44373.72,32,19,1386.68,Saturday,True,False
m-004,2025-10-26,33377.65,25,16,1335.11,Sunday,True,False
m-004,2025-10-27,19829.84,14,12,1416.42,Monday,False,False
m-004,2025-10-28,32025.34,24,16,1334.39,Tuesday,False,False
m-004,2025-10-29,34098.49,25,17,1363.94,Wednesday,False,False
m-004,2025-10-30,27191.8,22,18,1235.99,Thursday,False,False
m-004,2025-10-31,22533.71,15,11,1502.25,Friday,False,False
m-004,2025-11-01,48066.72,32,25,1502.08,Saturday,True,False
m-004,2025-11-02,38857.8,36,25,1079.38,Sunday,True,False
m-004,2025-11-03,20174.3,18,12,1120.79,Monday,False,False
m-004,2025-11-04,34985.72,22,17,1590.26,Tuesday,False,False
m-004,2025-11-05,29932.29,23,13,1301.4,Wednesday,False,False
m-004,2025-11-06,31207.97,25,17,1248.32,Thursday,False,False
m-004,2025-11-07,17460.15,17,13,1027.07,Friday,False,False
m-004,2025-11-08,39446.32,34,27,1160.19,Saturday,True,False
m-004,2025-11-09,42972.16,32,28,1342.88,Sunday,True,False
m-004,2025-11-10,26525.74,20,15,1326.29,Monday,False,False
m-004,2025-11-11,23128.65,23,14,1005.59,Tuesday,False,False
m-004,2025-11-12,26175.94,18,15,1454.22,Wednesday,False,False
m-004,2025-11-13,18300.36,14,8,1307.17,Thursday,False,False
m-004,2025-11-14,25714.85,17,11,1512.64,Friday,False,False
m-004,2025-11-15,38460.02,36,23,1068.33,Saturday,True,False
m-004,2025-11-16,34059.56,26,21,1309.98,Sunday,True,False
m-004,2025-11-17,31550.27,21,14,1502.39,Monday,False,False
m-004,2025-11-18,44808.02,26,19,1723.39,Tuesday,False,False
m-004,2025-11-19,34612.03,25,14,1384.48,Wednesday,False,False
m-004,2025-11-20,42173.75,33,21,1277.99,Thursday,False,False
m-004,2025-11-21,28098.93,21,17,1338.04,Friday,False,False
m-004,2025-11-22,41428.34,28,18,1479.58,Saturday,True,False
m-004,2025-11-23,34980.73,23,16,1520.9,Sunday,True,False
m-004,2025-11-24,18647.25,15,11,1243.15,Monday,False,False
m-004,2025-11-25,19692.4,16,10,1230.78,Tuesday,False,False
m-004,2025-11-26,32545.34,22,12,1479.33,Wednesday,False,False
m-004,2025-11-27,34932.08,26,16,1343.54,Thursday,False,False
m-004,2025-11-28,16590.38,12,9,1382.53,Friday,False,False
m-004,2025-11-29,38123.11,27,21,1411.97,Saturday,True,False
m-004,2025-11-30,25075.7,22,9,1139.8,Sunday,True,False
m-004,2025-12-01,23407.88,20,15,1170.39,Monday,False,False
m-004,2025-12-02,23068.61,15,10,1537.91,Tuesday,False,False
m-004,2025-12-03,33688.77,21,16,1604.23,Wednesday,False,False
m-004,2025-12-04,30093.88,24,16,1253.91,Thursday,False,False
m-004,2025-12-05,26910.06,22,16,1223.18,Friday,False,False
m-004,2025-12-06,36903.07,31,18,1190.42,Saturday,True,False
m-004,2025-12-07,35533.79,31,22,1146.25,Sunday,True,False
m-004,2025-12-08,24081.83,21,15,1146.75,Monday,False,False
m-004,2025-12-09,29915.02,26,19,1150.58,Tuesday,False,False
m-004,2025-12-10,34155.3,22,14,1552.51,Wednesday,False,False
m-004,2025-12-11,24366.35,15,11,1624.42,Thursday,False,False
m-004,2025-12-12,20756.87,17,15,1220.99,Friday,False,False
m-004,2025-12-13,48847.61,33,22,1480.23,Saturday,True,False
m-004,2025-12-14,34589.54,26,22,1330.37,Sunday,True,False
m-004,2025-12-15,22853.82,18,11,1269.66,Monday,False,False
m-004,2025-12-16,25418.75,21,13,1210.42,Tuesday,False,False
m-004,2025-12-17,18952.19,13,9,1457.86,Wednesday,False,False
m-004,2025-12-18,21869.72,18,15,1214.98,Thursday,False,False
m-004,2025-12-19,27400.49,19,13,1442.13,Friday,False,False
m-004,2025-12-20,33624.78,24,18,1401.03,Saturday,True,False
m-004,2025-12-21,37184.59,27,19,1377.21,Sunday,True,False
m-004,2025-12-22,21505.07,15,9,1433.67,Monday,False,False
m-004,2025-12-23,26001.01,17,13,1529.47,Tuesday,False,False
m-004,2025-12-24,21155.22,18,11,1175.29,Wednesday,False,False
m-004,2025-12-25,56447.52,38,28,1485.46,Thursday,False,True
m-004,2025-12-26,24389.44,20,16,1219.47,Friday,False,False
m-004,2025-12-27,46521.63,33,26,1409.75,Saturday,True,False
m-004,2025-12-28,25319.71,19,13,1332.62,Sunday,True,False
m-004,2025-12-29,31056.24,24,17,1294.01,Monday,False,False
m-004,2025-12-30,17714.48,14,9,1265.32,Tuesday,False,False
m-004,2025-12-31,59354.69,51,30,1163.82,Wednesday,False,True
m-004,2026-01-01,42753.41,35,26,1221.53,Thursday,False,True
m-004,2026-01-02,23888.37,23,17,1038.62,Friday,False,False
m-004,2026-01-03,35473.38,28,12,1266.91,Saturday,True,False
m-004,2026-01-04,43393.37,31,21,1399.79,Sunday,True,False
m-004,2026-01-05,25361.71,17,7,1491.87,Monday,False,False
m-004,2026-01-06,27395.57,21,16,1304.55,Tuesday,False,False
m-004,2026-01-07,35485.22,26,18,1364.82,Wednesday,False,False
m-004,2026-01-08,21183.05,19,11,1114.9,Thursday,False,False
m-004,2026-01-09,18497.52,14,11,1321.25,Friday,False,False
m-004,2026-01-10,44497.16,32,17,1390.54,Saturday,True,False
m-004,2026-01-11,26928.34,22,13,1224.02,Sunday,True,False
m-004,2026-01-12,23973.68,20,16,1198.68,Monday,False,False
m-004,2026-01-13,22116.0,16,13,1382.25,Tuesday,False,False
m-004,2026-01-14,41620.34,32,22,1300.64,Wednesday,False,True
m-004,2026-01-15,31566.23,23,14,1372.44,Thursday,False,False
m-004,2026-01-16,20563.52,18,11,1142.42,Friday,False,False
m-004,2026-01-17,45753.57,35,30,1307.24,Saturday,True,False
m-004,2026-01-18,39055.43,29,17,1346.74,Sunday,True,False
m-004,2026-01-19,17060.53,15,9,1137.37,Monday,False,False
m-004,2026-01-20,29924.6,24,15,1246.86,Tuesday,False,False
m-004,2026-01-21,29276.67,21,15,1394.13,Wednesday,False,False
m-004,2026-01-22,28077.22,18,13,1559.85,Thursday,False,False
m-004,2026-01-23,22974.75,15,11,1531.65,Friday,False,False
m-004,2026-01-24,39924.92,26,20,1535.57,Saturday,True,False
m-004,2026-01-25,39241.56,30,21,1308.05,Sunday,True,False
m-004,2026-01-26,26067.37,23,16,1133.36,Monday,False,False
m-004,2026-01-27,32994.81,31,25,1064.35,Tuesday,False,False
m-004,2026-01-28,25752.18,18,13,1430.68,Wednesday,False,False
m-004,2026-01-29,11877.33,9,7,1319.7,Thursday,False,False
m-004,2026-01-30,21283.91,17,11,1251.99,Friday,False,False
m-004,2026-01-31,40283.28,30,20,1342.78,Saturday,True,False
m-004,2026-02-01,51957.04,34,21,1528.15,Sunday,True,False
m-004,2026-02-02,25078.85,21,12,1194.23,Monday,False,False
m-004,2026-02-03,47252.95,22,16,2147.86,Tuesday,False,False
m-004,2026-02-04,41793.26,28,20,1492.62,Wednesday,False,False
m-004,2026-02-05,39823.34,28,19,1422.26,Thursday,False,False
m-004,2026-02-06,19874.48,16,10,1242.16,Friday,False,False
m-004,2026-02-07,25598.27,17,11,1505.78,Saturday,True,False
m-004,2026-02-08,37878.56,30,20,1262.62,Sunday,True,False
m-004,2026-02-09,25483.67,21,14,1213.51,Monday,False,False
m-004,2026-02-10,45678.35,31,19,1473.5,Tuesday,False,False
m-004,2026-02-11,23739.25,17,15,1396.43,Wednesday,False,False
m-004,2026-02-12,19272.05,19,16,1014.32,Thursday,False,False
m-004,2026-02-13,34617.83,27,19,1282.14,Friday,False,False
m-004,2026-02-14,32950.72,22,12,1497.76,Saturday,True,False
m-004,2026-02-15,23445.06,20,15,1172.25,Sunday,True,False
m-004,2026-02-16,35711.67,21,12,1700.56,Monday,False,False
m-004,2026-02-17,34544.58,24,18,1439.36,Tuesday,False,False
m-004,2026-02-18,19996.68,20,14,999.83,Wednesday,False,False
m-004,2026-02-19,30547.88,26,18,1174.92,Thursday,False,False
m-004,2026-02-20,22400.68,16,11,1400.04,Friday,False,False
m-004,2026-02-21,25633.52,18,13,1424.08,Saturday,True,False
m-004,2026-02-22,31811.51,25,16,1272.46,Sunday,True,False
m-004,2026-02-23,37885.4,32,22,1183.92,Monday,False,False
m-004,2026-02-24,31718.6,20,16,1585.93,Tuesday,False,False
m-004,2026-02-25,29415.5,22,14,1337.07,Wednesday,False,False
m-004,2026-02-26,24579.2,22,15,1117.24,Thursday,False,False
m-004,2026-02-27,33476.05,27,22,1239.85,Friday,False,False
m-004,2026-02-28,40347.18,30,19,1344.91,Saturday,True,False
m-004,2026-03-01,39960.7,34,22,1175.31,Sunday,True,False
m-004,2026-03-02,19928.7,18,15,1107.15,Monday,False,False
m-004,2026-03-03,23918.86,22,12,1087.22,Tuesday,False,False
m-004,2026-03-04,51239.09,39,24,1313.82,Wednesday,False,True
m-004,2026-03-05,22046.89,21,15,1049.85,Thursday,False,False
m-004,2026-03-06,23351.42,20,14,1167.57,Friday,False,False
m-004,2026-03-07,33863.74,28,13,1209.42,Saturday,True,False
m-004,2026-03-08,43564.83,37,28,1177.43,Sunday,True,False
m-004,2026-03-09,27797.15,17,12,1635.13,Monday,False,False
m-004,2026-03-10,21218.94,16,14,1326.18,Tuesday,False,False
m-004,2026-03-11,19210.83,17,12,1130.05,Wednesday,False,False
m-004,2026-03-12,29322.11,19,17,1543.27,Thursday,False,False
m-004,2026-03-13,24792.35,21,15,1180.59,Friday,False,False
m-004,2026-03-14,27630.42,22,10,1255.93,Saturday,True,False
m-004,2026-03-15,63743.49,28,21,2276.55,Sunday,True,False
m-004,2026-03-16,29367.83,23,14,1276.86,Monday,False,False
m-004,2026-03-17,35049.31,25,16,1401.97,Tuesday,False,False
m-004,2026-03-18,31421.03,29,23,1083.48,Wednesday,False,False
m-004,2026-03-19,27004.71,23,16,1174.12,Thursday,False,False
m-004,2026-03-20,38158.42,28,14,1362.8,Friday,False,True
m-004,2026-03-21,44304.89,33,21,1342.57,Saturday,True,False
m-004,2026-03-22,50211.2,38,27,1321.35,Sunday,True,False
m-004,2026-03-23,27222.57,19,13,1432.77,Monday,False,False
m-004,2026-03-24,26624.77,21,14,1267.85,Tuesday,False,False
m-004,2026-03-25,29797.48,22,17,1354.43,Wednesday,False,False
m-004,2026-03-26,91466.17,24,13,3811.09,Thursday,False,False
m-004,2026-03-27,32032.79,21,8,1525.37,Friday,False,False
m-004,2026-03-28,27418.56,24,12,1142.44,Saturday,True,False
m-004,2026-03-29,41395.1,24,16,1724.8,Sunday,True,False
m-004,2026-03-30,24202.57,15,9,1613.5,Monday,False,False
m-004,2026-03-31,29663.04,18,14,1647.95,Tuesday,False,False
m-004,2026-04-01,32369.56,22,12,1471.34,Wednesday,False,False
m-004,2026-04-02,30563.43,19,12,1608.6,Thursday,False,False
m-004,2026-04-03,20138.33,17,9,1184.61,Friday,False,False
m-004,2026-04-04,34243.96,26,18,1317.08,Saturday,True,False
m-004,2026-04-05,34222.18,22,19,1555.55,Sunday,True,False
m-004,2026-04-06,24004.25,21,13,1143.06,Monday,False,False
m-004,2026-04-07,26065.36,20,16,1303.27,Tuesday,False,False
m-004,2026-04-08,36435.36,18,12,2024.19,Wednesday,False,False
m-004,2026-04-09,19201.27,21,18,914.35,Thursday,False,False
m-004,2026-04-10,26658.86,20,8,1332.94,Friday,False,False
m-004,2026-04-11,23113.09,19,12,1216.48,Saturday,True,False
m-004,2026-04-12,32761.16,26,19,1260.04,Sunday,True,False
m-004,2026-04-13,21759.87,19,13,1145.26,Monday,False,False
m-004,2026-04-14,20867.59,15,10,1391.17,Tuesday,False,False
m-004,2026-04-15,25183.22,18,15,1399.07,Wednesday,False,False
m-004,2026-04-16,24302.89,19,11,1279.1,Thursday,False,False
m-004,2026-04-17,29065.24,24,15,1211.05,Friday,False,False
m-004,2026-04-18,32811.44,30,21,1093.71,Saturday,True,False
m-004,2026-04-19,26907.46,20,14,1345.37,Sunday,True,False
m-004,2026-04-20,41727.95,29,19,1438.89,Monday,False,False
m-004,2026-04-21,32118.26,22,14,1459.92,Tuesday,False,False
m-004,2026-04-22,29836.18,22,15,1356.19,Wednesday,False,False
m-004,2026-04-23,31184.9,22,13,1417.5,Thursday,False,False
m-004,2026-04-24,24242.01,17,10,1426.0,Friday,False,False
m-004,2026-04-25,39229.36,26,16,1508.82,Saturday,True,False
m-004,2026-04-26,27773.34,22,16,1262.42,Sunday,True,False
m-004,2026-04-27,28974.15,23,16,1259.75,Monday,False,False
m-004,2026-04-28,24394.6,22,13,1108.85,Tuesday,False,False
m-004,2026-04-29,18581.79,19,13,977.99,Wednesday,False,False
m-004,2026-04-30,31252.21,25,15,1250.09,Thursday,False,False
m-004,2026-05-01,27172.09,19,15,1430.11,Friday,False,False
m-004,2026-05-02,40587.37,29,17,1399.56,Saturday,True,False
m-004,2026-05-03,46031.43,33,21,1394.89,Sunday,True,False
m-004,2026-05-04,31484.76,24,18,1311.86,Monday,False,False
m-004,2026-05-05,31029.3,26,17,1193.43,Tuesday,False,False
m-004,2026-05-06,27300.09,21,15,1300.0,Wednesday,False,False
m-004,2026-05-07,24578.44,20,13,1228.92,Thursday,False,False
m-004,2026-05-08,26397.32,18,13,1466.52,Friday,False,False
m-004,2026-05-09,40041.91,31,22,1291.67,Saturday,True,False
m-004,2026-05-10,31123.88,26,19,1197.07,Sunday,True,False
m-004,2026-05-11,19444.6,14,11,1388.9,Monday,False,False
m-004,2026-05-12,33538.91,23,17,1458.21,Tuesday,False,False
m-004,2026-05-13,29900.59,23,15,1300.03,Wednesday,False,False
m-004,2026-05-14,33906.38,22,15,1541.2,Thursday,False,False
m-004,2026-05-15,15436.33,15,11,1029.09,Friday,False,False
m-004,2026-05-16,22787.24,22,15,1035.78,Saturday,True,False
m-004,2026-05-17,45115.22,32,24,1409.85,Sunday,True,False
m-004,2026-05-18,35900.37,23,14,1560.89,Monday,False,False
m-004,2026-05-19,25387.89,21,14,1208.95,Tuesday,False,False
m-004,2026-05-20,39590.68,28,24,1413.95,Wednesday,False,False
m-004,2026-05-21,28317.67,21,15,1348.46,Thursday,False,False
m-004,2026-05-22,23575.4,22,19,1071.61,Friday,False,False
m-004,2026-05-23,26194.48,18,12,1455.25,Saturday,True,False
m-004,2026-05-24,46788.99,31,21,1509.32,Sunday,True,False
m-004,2026-05-25,18167.33,15,9,1211.16,Monday,False,False
m-004,2026-05-26,25283.4,20,13,1264.17,Tuesday,False,False
m-004,2026-05-27,31917.58,24,17,1329.9,Wednesday,False,False
m-004,2026-05-28,39556.63,25,19,1582.27,Thursday,False,False
m-004,2026-05-29,40349.93,25,18,1614.0,Friday,False,False
m-004,2026-05-30,50710.74,34,24,1491.49,Saturday,True,False
m-004,2026-05-31,56144.19,41,30,1369.37,Sunday,True,False
m-004,2026-06-01,25615.31,17,15,1506.78,Monday,False,False
m-004,2026-06-02,24387.83,19,12,1283.57,Tuesday,False,False
m-004,2026-06-03,32337.99,27,22,1197.7,Wednesday,False,False
m-004,2026-06-04,23645.52,22,12,1074.8,Thursday,False,False
m-004,2026-06-05,18853.39,17,11,1109.02,Friday,False,False
m-004,2026-06-06,41219.11,31,20,1329.65,Saturday,True,False
m-004,2026-06-07,35603.6,26,16,1369.37,Sunday,True,False
m-004,2026-06-08,18833.55,19,13,991.24,Monday,False,False
m-004,2026-06-09,20046.26,18,15,1113.68,Tuesday,False,False
m-004,2026-06-10,39699.11,29,24,1368.93,Wednesday,False,False
m-004,2026-06-11,33902.2,22,14,1541.01,Thursday,False,False
m-004,2026-06-12,30127.94,24,15,1255.33,Friday,False,False
m-004,2026-06-13,26293.17,25,16,1051.73,Saturday,True,False
m-004,2026-06-14,39846.65,23,15,1732.46,Sunday,True,False
m-004,2026-06-15,28257.05,19,12,1487.21,Monday,False,False
m-004,2026-06-16,31000.53,27,16,1148.17,Tuesday,False,False
m-004,2026-06-17,30290.89,21,15,1442.42,Wednesday,False,False
m-004,2026-06-18,29104.78,20,12,1455.24,Thursday,False,False
m-004,2026-06-19,41349.37,25,18,1653.97,Friday,False,False
m-004,2026-06-20,45059.39,29,25,1553.77,Saturday,True,False
m-004,2026-06-21,27145.17,23,20,1180.22,Sunday,True,False
m-004,2026-06-22,23084.28,20,14,1154.21,Monday,False,False
m-004,2026-06-23,32429.14,26,20,1247.27,Tuesday,False,False
m-004,2026-06-24,32873.19,23,14,1429.27,Wednesday,False,False
m-004,2026-06-25,21083.77,17,13,1240.22,Thursday,False,False
m-004,2026-06-26,33376.11,27,19,1236.15,Friday,False,False
m-004,2026-06-27,28639.28,22,15,1301.79,Saturday,True,False
m-004,2026-06-28,47429.42,36,21,1317.48,Sunday,True,False
m-004,2026-06-29,30456.45,23,16,1324.19,Monday,False,False
m-004,2026-06-30,24766.27,21,15,1179.35,Tuesday,False,False
m-004,2026-07-01,32670.33,25,18,1306.81,Wednesday,False,False
m-004,2026-07-02,32688.03,25,22,1307.52,Thursday,False,False
m-004,2026-07-03,33565.91,25,18,1342.64,Friday,False,False
m-004,2026-07-04,42390.44,36,21,1177.51,Saturday,True,False
m-004,2026-07-05,41781.68,30,20,1392.72,Sunday,True,False
m-004,2026-07-06,34492.01,25,15,1379.68,Monday,False,False
m-004,2026-07-07,22354.44,18,13,1241.91,Tuesday,False,False
m-004,2026-07-08,37182.55,27,20,1377.13,Wednesday,False,False
m-004,2026-07-09,20944.91,19,11,1102.36,Thursday,False,False
m-004,2026-07-10,28926.73,21,16,1377.46,Friday,False,False
m-004,2026-07-11,42029.69,26,14,1616.53,Saturday,True,False
m-004,2026-07-12,39502.4,28,23,1410.8,Sunday,True,False
m-004,2026-07-13,20950.54,18,15,1163.92,Monday,False,False
m-004,2026-07-14,28829.67,25,18,1153.19,Tuesday,False,False
m-004,2026-07-15,22918.12,22,16,1041.73,Wednesday,False,False
m-004,2026-07-16,22010.17,15,8,1467.34,Thursday,False,False
m-004,2026-07-17,34623.41,25,15,1384.94,Friday,False,False
m-004,2026-07-18,28225.75,29,21,973.3,Saturday,True,False
m-004,2026-07-19,18774.53,17,10,1104.38,Sunday,True,False
m-004,2026-07-20,29028.78,22,17,1319.49,Monday,False,False
m-004,2026-07-21,22652.87,15,11,1510.19,Tuesday,False,False
m-004,2026-07-22,30790.3,26,20,1184.24,Wednesday,False,False
m-004,2026-07-23,35649.82,24,15,1485.41,Thursday,False,False
m-004,2026-07-24,93695.95,19,15,4931.37,Friday,False,False
m-004,2026-07-25,40558.2,34,25,1192.89,Saturday,True,False
m-004,2026-07-26,35575.8,26,20,1368.3,Sunday,True,False
m-004,2026-07-27,24624.78,20,12,1231.24,Monday,False,False
m-004,2026-07-28,27435.06,18,12,1524.17,Tuesday,False,False
m-004,2026-07-29,19744.02,14,10,1410.29,Wednesday,False,False
m-004,2026-07-30,21310.55,15,10,1420.7,Thursday,False,False
m-004,2026-07-31,18660.88,14,9,1332.92,Friday,False,False
m-004,2026-08-01,33273.84,22,18,1512.45,Saturday,True,False
m-004,2026-08-02,31717.78,26,19,1219.91,Sunday,True,False
m-004,2026-08-03,26676.86,24,19,1111.54,Monday,False,False
