merchant_id,date,hour,transactions_count,total_revenue,avg_order_value,refund_count,day_of_week,day_of_week_num,is_weekend,rolling_24h_tx_mean,rolling_24h_tx_std,rolling_24h_rev_mean,rolling_24h_rev_std,z_score_tx,z_score_revenue,drop_ratio_vs_expected,is_anomaly,anomaly_type,severity,split
m-008,2025-09-24,14,1,1686.41,1686.41,0,Wednesday,2,0,1.17,0.38,1637.49,915.2,-0.45,0.05,-0.145,0,NORMAL,NONE,TRAIN
m-008,2025-09-24,16,1,266.13,266.13,0,Wednesday,2,0,1.16,0.37,1640.06,889.48,-0.43,-1.54,-0.138,0,NORMAL,NONE,TRAIN
m-008,2025-09-24,18,1,1942.06,1942.06,0,Wednesday,2,0,1.15,0.37,1571.37,918.65,-0.41,0.4,-0.13,0,NORMAL,NONE,TRAIN
m-008,2025-09-25,14,1,1207.84,1207.84,0,Thursday,3,0,1.14,0.36,1589.02,899.04,-0.39,-0.42,-0.123,0,NORMAL,NONE,TRAIN
m-008,2025-09-26,9,1,1207.84,1207.84,0,Friday,4,0,1.14,0.35,1571.69,881.13,-0.4,-0.41,-0.123,0,NORMAL,NONE,TRAIN
m-008,2025-09-26,13,2,2894.25,1447.12,0,Friday,4,0,1.13,0.34,1555.87,864.2,2.56,1.55,0.77,0,NORMAL,NONE,TRAIN
m-008,2025-09-26,19,1,2774.3,2774.3,0,Friday,4,0,1.17,0.38,1611.64,888.26,-0.45,1.31,-0.145,0,NORMAL,NONE,TRAIN
m-008,2025-09-27,9,1,816.98,816.98,0,Saturday,5,1,1.17,0.38,1691.39,903.66,-0.45,-0.97,-0.145,0,NORMAL,NONE,TRAIN
m-008,2025-09-27,10,3,2635.6,878.53,0,Saturday,5,1,1.17,0.38,1675.1,916.19,4.82,1.05,1.564,0,NORMAL,NONE,TRAIN
m-008,2025-09-27,14,1,266.13,266.13,0,Saturday,5,1,1.25,0.53,1749.07,919.21,-0.47,-1.61,-0.2,0,NORMAL,NONE,TRAIN
m-008,2025-09-28,8,1,2774.3,2774.3,0,Sunday,6,1,1.25,0.53,1726.12,949.86,-0.47,1.1,-0.2,0,NORMAL,NONE,TRAIN
m-008,2025-09-28,9,1,266.13,266.13,0,Sunday,6,1,1.25,0.53,1726.12,949.86,-0.47,-1.54,-0.2,0,NORMAL,NONE,TRAIN
m-008,2025-09-28,15,1,1207.84,1207.84,0,Sunday,6,1,1.21,0.51,1622.25,968.13,-0.41,-0.43,-0.174,0,NORMAL,NONE,TRAIN
m-008,2025-09-28,18,1,1942.06,1942.06,0,Sunday,6,1,1.21,0.51,1622.25,968.13,-0.41,0.33,-0.174,0,NORMAL,NONE,TRAIN
m-008,2025-09-29,10,1,860.33,860.33,0,Monday,0,0,1.21,0.51,1669.13,954.58,-0.41,-0.85,-0.174,0,NORMAL,NONE,TRAIN
m-008,2025-09-29,12,1,567.43,567.43,0,Monday,0,0,1.21,0.51,1624.05,966.6,-0.41,-1.09,-0.174,0,NORMAL,NONE,TRAIN
m-008,2025-09-29,15,1,1207.84,1207.84,0,Monday,0,0,1.17,0.48,1543.39,970.8,-0.35,-0.35,-0.145,0,NORMAL,NONE,TRAIN
m-008,2025-09-29,18,1,567.43,567.43,0,Monday,0,0,1.12,0.45,1522.02,972.37,-0.27,-0.98,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-09-30,7,1,1686.41,1686.41,0,Tuesday,1,0,1.12,0.45,1430.07,952.95,-0.27,0.27,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-09-30,9,1,567.43,567.43,0,Tuesday,1,0,1.12,0.45,1384.74,911.19,-0.27,-0.9,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-09-30,10,1,816.98,816.98,0,Tuesday,1,0,1.12,0.45,1292.79,875.52,-0.27,-0.54,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-09-30,19,1,1207.84,1207.84,0,Tuesday,1,0,1.12,0.45,1315.74,854.4,-0.27,-0.13,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-10-01,8,1,2774.3,2774.3,0,Wednesday,2,0,1.12,0.45,1354.98,825.22,-0.27,1.72,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-10-01,9,1,860.33,860.33,0,Wednesday,2,0,1.12,0.45,1420.25,873.61,-0.27,-0.64,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-10-01,12,1,266.13,266.13,0,Wednesday,2,0,1.12,0.45,1375.17,873.42,-0.27,-1.27,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-10-01,19,1,860.33,860.33,0,Wednesday,2,0,1.12,0.45,1316.0,899.15,-0.27,-0.51,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-10-02,13,2,1775.27,887.64,0,Thursday,3,0,1.12,0.45,1340.75,876.89,1.96,0.5,0.786,0,NORMAL,NONE,TRAIN
m-008,2025-10-02,15,1,2774.3,2774.3,0,Thursday,3,0,1.17,0.48,1333.8,872.57,-0.35,1.65,-0.145,0,NORMAL,NONE,TRAIN
m-008,2025-10-02,18,1,1686.41,1686.41,0,Thursday,3,0,1.17,0.48,1399.07,920.04,-0.35,0.31,-0.145,0,NORMAL,NONE,TRAIN
m-008,2025-10-02,20,1,816.98,816.98,0,Thursday,3,0,1.17,0.48,1419.01,920.9,-0.35,-0.65,-0.145,0,NORMAL,NONE,TRAIN
m-008,2025-10-02,21,1,266.13,266.13,0,Thursday,3,0,1.12,0.45,1332.46,872.56,-0.27,-1.22,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-10-03,11,1,567.43,567.43,1,Friday,4,0,1.12,0.45,1227.95,842.04,-0.27,-0.78,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-10-04,13,1,860.33,860.33,0,Saturday,5,1,1.12,0.45,1217.56,848.84,-0.27,-0.42,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-10-04,15,1,2774.3,2774.3,0,Saturday,5,1,1.04,0.2,1143.59,795.58,-0.2,2.05,-0.038,0,NORMAL,NONE,TRAIN
m-008,2025-10-04,18,1,1942.06,1942.06,0,Saturday,5,1,1.04,0.2,1248.09,838.86,-0.2,0.83,-0.038,0,NORMAL,NONE,TRAIN
m-008,2025-10-05,9,1,1686.41,1686.41,0,Sunday,6,1,1.04,0.2,1213.42,788.74,-0.2,0.6,-0.038,0,NORMAL,NONE,TRAIN
m-008,2025-10-05,10,1,2774.3,2774.3,0,Sunday,6,1,1.04,0.2,1272.6,767.57,-0.2,1.96,-0.038,0,NORMAL,NONE,TRAIN
m-008,2025-10-05,14,1,1686.41,1686.41,0,Sunday,6,1,1.04,0.2,1337.86,826.19,-0.2,0.42,-0.038,0,NORMAL,NONE,TRAIN
m-008,2025-10-05,16,1,816.98,816.98,0,Sunday,6,1,1.04,0.2,1327.21,819.68,-0.2,-0.62,-0.038,0,NORMAL,NONE,TRAIN
m-008,2025-10-05,17,2,1952.54,976.27,0,Sunday,6,1,1.04,0.2,1325.41,820.8,4.8,0.76,0.923,0,NORMAL,NONE,TRAIN
m-008,2025-10-05,19,1,1207.84,1207.84,0,Sunday,6,1,1.08,0.28,1383.12,813.85,-0.29,-0.22,-0.074,0,NORMAL,NONE,TRAIN
m-008,2025-10-06,9,1,816.98,816.98,0,Monday,0,0,1.08,0.28,1383.12,813.85,-0.29,-0.7,-0.074,0,NORMAL,NONE,TRAIN
m-008,2025-10-06,12,2,2068.17,1034.08,0,Monday,0,0,1.08,0.28,1393.52,804.52,3.29,0.84,0.852,0,NORMAL,NONE,TRAIN
m-008,2025-10-06,19,1,816.98,816.98,0,Monday,0,0,1.12,0.34,1409.42,814.28,-0.35,-0.73,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-10-06,20,1,1942.06,1942.06,0,Monday,0,0,1.12,0.34,1419.82,804.59,-0.35,0.65,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-10-07,9,1,1686.41,1686.41,0,Tuesday,1,0,1.12,0.34,1466.7,800.71,-0.35,0.27,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-10-07,12,1,2774.3,2774.3,0,Tuesday,1,0,1.12,0.34,1486.64,799.94,-0.35,1.61,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-10-07,20,1,1207.84,1207.84,0,Tuesday,1,0,1.12,0.34,1486.64,799.94,-0.35,-0.35,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-10-08,19,1,2774.3,2774.3,0,Wednesday,2,0,1.12,0.34,1501.12,791.21,-0.35,1.61,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-10-09,9,2,2503.39,1251.7,0,Thursday,3,0,1.12,0.34,1605.63,786.62,2.59,1.14,0.786,0,NORMAL,NONE,TRAIN
m-008,2025-10-09,10,1,816.98,816.98,0,Thursday,3,0,1.17,0.38,1674.09,790.43,-0.45,-1.08,-0.145,0,NORMAL,NONE,TRAIN
m-008,2025-10-09,13,1,1942.06,1942.06,0,Thursday,3,0,1.12,0.34,1634.16,809.08,-0.35,0.38,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-10-09,14,1,816.98,816.98,0,Thursday,3,0,1.12,0.34,1599.48,775.22,-0.35,-1.01,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-10-10,9,1,860.33,860.33,0,Friday,4,0,1.12,0.34,1563.26,791.13,-0.35,-0.89,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-10-10,19,2,3628.47,1814.24,0,Friday,4,0,1.12,0.34,1565.06,789.4,2.59,2.61,0.786,0,NORMAL,NONE,TRAIN
m-008,2025-10-10,22,1,567.43,567.43,0,Friday,4,0,1.17,0.38,1705.16,845.24,-0.45,-1.35,-0.145,0,NORMAL,NONE,TRAIN
m-008,2025-10-11,9,3,2519.97,839.99,0,Saturday,5,1,1.17,0.38,1705.16,845.24,4.82,0.96,1.564,0,NORMAL,NONE,TRAIN
m-008,2025-10-11,11,1,1942.06,1942.06,0,Saturday,5,1,1.25,0.53,1774.31,840.99,-0.47,0.2,-0.2,0,NORMAL,NONE,TRAIN
m-008,2025-10-11,13,1,1686.41,1686.41,0,Saturday,5,1,1.25,0.53,1739.64,814.72,-0.47,-0.07,-0.2,0,NORMAL,NONE,TRAIN
m-008,2025-10-11,16,2,3149.9,1574.95,0,Saturday,5,1,1.25,0.53,1728.98,813.62,1.42,1.75,0.6,0,NORMAL,NONE,TRAIN
m-008,2025-10-11,19,1,567.43,567.43,0,Saturday,5,1,1.29,0.55,1789.96,863.6,-0.53,-1.42,-0.225,0,NORMAL,NONE,TRAIN
m-008,2025-10-11,20,1,2774.3,2774.3,0,Saturday,5,1,1.29,0.55,1698.01,871.69,-0.53,1.23,-0.225,0,NORMAL,NONE,TRAIN
m-008,2025-10-12,9,1,1942.06,1942.06,0,Sunday,6,1,1.29,0.55,1743.34,898.92,-0.53,0.22,-0.225,0,NORMAL,NONE,TRAIN
m-008,2025-10-12,14,1,860.33,860.33,0,Sunday,6,1,1.29,0.55,1790.22,877.59,-0.53,-1.06,-0.225,0,NORMAL,NONE,TRAIN
m-008,2025-10-13,6,1,2774.3,2774.3,0,Monday,0,0,1.25,0.53,1744.71,896.92,-0.47,1.15,-0.2,0,NORMAL,NONE,TRAIN
m-008,2025-10-13,11,1,860.33,860.33,0,Monday,0,0,1.25,0.53,1809.98,913.0,-0.47,-1.04,-0.2,0,NORMAL,NONE,TRAIN
m-008,2025-10-13,12,1,567.43,567.43,0,Monday,0,0,1.25,0.53,1811.78,910.99,-0.47,-1.37,-0.2,0,NORMAL,NONE,TRAIN
m-008,2025-10-13,19,1,266.13,266.13,0,Monday,0,0,1.21,0.51,1749.25,943.55,-0.41,-1.57,-0.174,0,NORMAL,NONE,TRAIN
m-008,2025-10-14,19,1,567.43,567.43,0,Tuesday,1,0,1.21,0.51,1726.3,973.44,-0.41,-1.19,-0.174,0,NORMAL,NONE,TRAIN
m-008,2025-10-15,7,1,1686.41,1686.41,0,Wednesday,2,0,1.21,0.51,1669.02,1000.27,-0.41,0.02,-0.174,0,NORMAL,NONE,TRAIN
m-008,2025-10-15,13,1,2774.3,2774.3,0,Wednesday,2,0,1.21,0.51,1669.02,1000.27,-0.41,1.1,-0.174,0,NORMAL,NONE,TRAIN
m-008,2025-10-15,14,1,1942.06,1942.06,0,Wednesday,2,0,1.21,0.51,1669.02,1000.27,-0.41,0.27,-0.174,0,NORMAL,NONE,TRAIN
m-008,2025-10-15,19,2,1427.76,713.88,0,Wednesday,2,0,1.21,0.51,1699.62,996.77,1.55,-0.27,0.653,0,NORMAL,NONE,TRAIN
m-008,2025-10-16,9,1,860.33,860.33,0,Thursday,3,0,1.25,0.53,1643.51,971.22,-0.47,-0.81,-0.2,0,NORMAL,NONE,TRAIN
m-008,2025-10-16,12,1,1207.84,1207.84,0,Thursday,3,0,1.21,0.51,1575.05,965.86,-0.41,-0.38,-0.174,0,NORMAL,NONE,TRAIN
m-008,2025-10-16,13,1,567.43,567.43,0,Thursday,3,0,1.21,0.51,1591.34,955.77,-0.41,-1.07,-0.174,0,NORMAL,NONE,TRAIN
m-008,2025-10-16,17,2,3982.14,1991.07,0,Thursday,3,0,1.21,0.51,1534.06,974.84,1.55,2.51,0.653,0,NORMAL,NONE,TRAIN
m-008,2025-10-17,9,1,2774.3,2774.3,0,Friday,4,0,1.25,0.53,1665.94,1081.84,-0.47,1.02,-0.2,0,NORMAL,NONE,TRAIN
m-008,2025-10-17,13,2,2503.39,1251.7,0,Friday,4,0,1.25,0.53,1745.69,1090.38,1.42,0.69,0.6,0,NORMAL,NONE,TRAIN
m-008,2025-10-17,19,1,1686.41,1686.41,0,Friday,4,0,1.25,0.53,1698.81,1028.33,-0.47,-0.01,-0.2,0,NORMAL,NONE,TRAIN
m-008,2025-10-18,11,1,2774.3,2774.3,0,Saturday,5,1,1.25,0.53,1745.44,999.78,-0.47,1.03,-0.2,0,NORMAL,NONE,TRAIN
m-008,2025-10-19,10,1,266.13,266.13,0,Sunday,6,1,1.17,0.38,1756.03,1009.64,-0.45,-1.48,-0.145,0,NORMAL,NONE,TRAIN
m-008,2025-10-19,18,1,1686.41,1686.41,0,Sunday,6,1,1.17,0.38,1686.2,1053.23,-0.45,0.0,-0.145,0,NORMAL,NONE,TRAIN
m-008,2025-10-19,20,1,1207.84,1207.84,0,Sunday,6,1,1.17,0.38,1686.2,1053.23,-0.45,-0.45,-0.145,0,NORMAL,NONE,TRAIN
m-008,2025-10-20,9,2,2024.82,1012.41,0,Monday,0,0,1.12,0.34,1605.28,1009.59,2.59,0.42,0.786,0,NORMAL,NONE,TRAIN
m-008,2025-10-20,10,1,1942.06,1942.06,0,Monday,0,0,1.17,0.38,1666.01,988.05,-0.45,0.28,-0.145,0,NORMAL,NONE,TRAIN
m-008,2025-10-20,13,1,1207.84,1207.84,0,Monday,0,0,1.17,0.38,1631.33,961.71,-0.45,-0.44,-0.145,0,NORMAL,NONE,TRAIN
m-008,2025-10-20,20,1,1942.06,1942.06,0,Monday,0,0,1.17,0.38,1600.74,963.08,-0.45,0.35,-0.145,0,NORMAL,NONE,TRAIN
m-008,2025-10-20,21,1,860.33,860.33,0,Monday,0,0,1.17,0.38,1645.81,952.17,-0.45,-0.82,-0.145,0,NORMAL,NONE,TRAIN
m-008,2025-10-21,8,1,860.33,860.33,0,Tuesday,1,0,1.17,0.38,1566.06,933.51,-0.45,-0.76,-0.145,0,NORMAL,NONE,TRAIN
m-008,2025-10-21,11,1,266.13,266.13,0,Tuesday,1,0,1.17,0.38,1566.06,933.51,-0.45,-1.39,-0.145,0,NORMAL,NONE,TRAIN
m-008,2025-10-21,12,1,816.98,816.98,0,Tuesday,1,0,1.17,0.38,1553.51,949.42,-0.45,-0.78,-0.145,0,NORMAL,NONE,TRAIN
m-008,2025-10-21,13,2,4460.71,2230.36,0,Tuesday,1,0,1.17,0.38,1576.46,923.24,2.18,3.12,0.709,0,NORMAL,NONE,TRAIN
m-008,2025-10-21,14,1,860.33,860.33,0,Tuesday,1,0,1.21,0.41,1738.68,1068.8,-0.51,-0.82,-0.174,0,NORMAL,NONE,TRAIN
m-008,2025-10-21,18,1,2774.3,2774.3,0,Tuesday,1,0,1.21,0.41,1704.26,1083.75,-0.51,0.99,-0.174,0,NORMAL,NONE,TRAIN
m-008,2025-10-21,19,1,266.13,266.13,0,Tuesday,1,0,1.21,0.41,1704.26,1083.75,-0.51,-1.33,-0.174,0,NORMAL,NONE,TRAIN
m-008,2025-10-21,20,1,2774.3,2774.3,0,Tuesday,1,0,1.21,0.41,1634.43,1121.12,-0.51,1.02,-0.174,0,NORMAL,NONE,TRAIN
m-008,2025-10-22,10,1,1686.41,1686.41,0,Wednesday,2,0,1.17,0.38,1690.54,1143.79,-0.45,-0.0,-0.145,0,NORMAL,NONE,TRAIN
m-008,2025-10-22,13,1,2774.3,2774.3,0,Wednesday,2,0,1.17,0.38,1724.96,1130.07,-0.45,0.93,-0.145,0,NORMAL,NONE,TRAIN
m-008,2025-10-22,16,1,1207.84,1207.84,0,Wednesday,2,0,1.17,0.38,1790.22,1144.05,-0.45,-0.51,-0.145,0,NORMAL,NONE,TRAIN
m-008,2025-10-22,18,1,266.13,266.13,0,Wednesday,2,0,1.17,0.38,1816.91,1121.54,-0.45,-1.38,-0.145,0,NORMAL,NONE,TRAIN
m-008,2025-10-22,19,1,816.98,816.98,0,Wednesday,2,0,1.12,0.34,1662.07,1064.68,-0.35,-0.79,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-10-22,20,1,1686.41,1686.41,0,Wednesday,2,0,1.12,0.34,1580.52,1050.66,-0.35,0.1,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-10-23,16,1,2774.3,2774.3,0,Thursday,3,0,1.08,0.28,1546.48,1032.54,-0.29,1.19,-0.074,0,NORMAL,NONE,TRAIN
m-008,2025-10-23,20,1,816.98,816.98,0,Thursday,3,0,1.08,0.28,1591.81,1062.39,-0.29,-0.73,-0.074,0,NORMAL,NONE,TRAIN
m-008,2025-10-24,7,1,567.43,567.43,0,Friday,4,0,1.08,0.28,1510.25,1042.61,-0.29,-0.9,-0.074,0,NORMAL,NONE,TRAIN
m-008,2025-10-24,12,1,816.98,816.98,0,Friday,4,0,1.08,0.28,1522.81,1028.7,-0.29,-0.69,-0.074,0,NORMAL,NONE,TRAIN
m-008,2025-10-24,13,1,2774.3,2774.3,0,Friday,4,0,1.08,0.28,1486.58,1037.96,-0.29,1.24,-0.074,0,NORMAL,NONE,TRAIN
m-008,2025-10-25,9,1,1686.41,1686.41,0,Saturday,5,1,1.08,0.28,1551.85,1068.47,-0.29,0.13,-0.074,0,NORMAL,NONE,TRAIN
m-008,2025-10-25,10,1,816.98,816.98,0,Saturday,5,1,1.04,0.2,1537.75,1064.18,-0.2,-0.68,-0.038,0,NORMAL,NONE,TRAIN
m-008,2025-10-25,13,1,266.13,266.13,0,Saturday,5,1,1.04,0.2,1490.87,1070.36,-0.2,-1.14,-0.038,0,NORMAL,NONE,TRAIN
m-008,2025-10-25,14,1,1686.41,1686.41,0,Saturday,5,1,1.04,0.2,1451.63,1098.09,-0.2,0.21,-0.038,0,NORMAL,NONE,TRAIN
m-008,2025-10-25,19,2,2503.39,1251.7,0,Saturday,5,1,1.04,0.2,1440.98,1094.36,4.8,0.97,0.923,0,NORMAL,NONE,TRAIN
m-008,2025-10-26,18,1,1686.41,1686.41,0,Sunday,6,1,1.08,0.28,1509.44,1107.77,-0.29,0.16,-0.074,0,NORMAL,NONE,TRAIN
m-008,2025-10-26,20,2,3628.47,1814.24,0,Sunday,6,1,1.08,0.28,1543.86,1099.52,3.29,1.9,0.852,0,NORMAL,NONE,TRAIN
m-008,2025-10-27,8,1,2774.3,2774.3,0,Monday,0,0,1.12,0.34,1683.96,1142.99,-0.35,0.95,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-10-27,19,2,3591.28,1795.64,0,Monday,0,0,1.12,0.34,1765.51,1148.26,2.59,1.59,0.786,0,NORMAL,NONE,TRAIN
m-008,2025-10-28,10,1,567.43,567.43,0,Tuesday,1,0,1.12,0.34,1729.29,1070.62,-0.35,-1.09,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-10-28,17,1,266.13,266.13,0,Tuesday,1,0,1.12,0.34,1717.08,1082.56,-0.35,-1.34,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-10-28,18,1,860.33,860.33,0,Tuesday,1,0,1.12,0.34,1612.58,1097.03,-0.35,-0.69,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-10-28,19,1,816.98,816.98,0,Tuesday,1,0,1.12,0.34,1637.33,1071.74,-0.35,-0.77,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-10-28,21,1,816.98,816.98,0,Tuesday,1,0,1.12,0.34,1555.78,1055.81,-0.35,-0.7,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-10-29,8,1,567.43,567.43,0,Wednesday,2,0,1.12,0.34,1519.55,1066.0,-0.35,-0.89,-0.107,0,NORMAL,NONE,TRAIN
m-008,2025-10-29,9,3,3894.6,1298.2,0,Wednesday,2,0,1.12,0.34,1427.6,1048.09,5.53,2.35,1.679,0,NORMAL,NONE,TRAIN
m-008,2025-10-29,12,1,2774.3,2774.3,0,Wednesday,2,0,1.21,0.51,1539.55,1161.0,-0.41,1.06,-0.174,0,NORMAL,NONE,TRAIN
m-008,2025-10-30,8,1,2774.3,2774.3,0,Thursday,3,0,1.21,0.51,1644.06,1154.26,-0.41,0.98,-0.174,0,NORMAL,NONE,TRAIN
m-008,2025-10-30,13,2,4716.36,2358.18,0,Thursday,3,0,1.21,0.51,1725.61,1162.4,1.55,2.57,0.653,0,NORMAL,NONE,TRAIN
m-008,2025-10-30,14,1,2774.3,2774.3,0,Thursday,3,0,1.25,0.53,1851.86,1312.77,-0.47,0.7,-0.2,0,NORMAL,NONE,TRAIN
m-008,2025-10-31,10,1,816.98,816.98,0,Friday,4,0,1.25,0.53,1851.86,1312.77,-0.47,-0.79,-0.2,0,NORMAL,NONE,TRAIN
m-008,2025-10-31,18,1,860.33,860.33,0,Friday,4,0,1.25,0.53,1851.86,1312.77,-0.47,-0.76,-0.2,0,NORMAL,NONE,TRAIN
m-008,2025-11-01,9,2,1473.97,736.98,0,Saturday,5,1,1.25,0.53,1864.06,1301.63,1.42,-0.3,0.6,0,NORMAL,NONE,TRAIN
m-008,2025-11-01,11,2,2894.25,1447.12,0,Saturday,5,1,1.29,0.55,1891.44,1285.46,1.29,0.78,0.55,0,NORMAL,NONE,TRAIN
m-008,2025-11-01,13,1,1207.84,1207.84,0,Saturday,5,1,1.33,0.56,1896.44,1289.27,-0.59,-0.53,-0.248,0,NORMAL,NONE,TRAIN
m-008,2025-11-01,19,1,860.33,860.33,0,Saturday,5,1,1.33,0.56,1876.5,1296.34,-0.59,-0.78,-0.248,0,NORMAL,NONE,TRAIN
m-008,2025-11-01,21,1,1686.41,1686.41,0,Saturday,5,1,1.33,0.56,1878.3,1294.83,-0.59,-0.15,-0.248,0,NORMAL,NONE,TRAIN
m-008,2025-11-02,6,1,860.33,860.33,0,Sunday,6,1,1.33,0.56,1937.48,1249.61,-0.59,-0.86,-0.248,0,NORMAL,NONE,TRAIN
m-008,2025-11-02,9,1,2774.3,2774.3,0,Sunday,6,1,1.33,0.56,1903.06,1268.06,-0.59,0.69,-0.248,0,NORMAL,NONE,TRAIN
m-008,2025-11-02,10,1,567.43,567.43,0,Sunday,6,1,1.29,0.55,1914.35,1274.83,-0.53,-1.06,-0.225,0,NORMAL,NONE,TRAIN
m-008,2025-11-03,9,1,1942.06,1942.06,0,Monday,0,0,1.29,0.55,1867.72,1303.66,-0.53,0.06,-0.225,0,NORMAL,NONE,TRAIN
m-008,2025-11-03,10,2,3341.73,1670.86,0,Monday,0,0,1.25,0.53,1797.46,1248.93,1.42,1.24,0.6,0,NORMAL,NONE,TRAIN
m-008,2025-11-05,10,2,4460.71,2230.36,0,Wednesday,2,0,1.29,0.55,1821.1,1273.36,1.29,2.07,0.55,0,NORMAL,NONE,TRAIN
m-008,2025-11-05,12,1,1686.41,1686.41,0,Wednesday,2,0,1.29,0.55,1857.33,1336.7,-0.53,-0.13,-0.225,0,NORMAL,NONE,TRAIN
m-008,2025-11-05,17,1,567.43,567.43,0,Wednesday,2,0,1.29,0.55,1903.95,1308.98,-0.53,-1.02,-0.225,0,NORMAL,NONE,TRAIN
m-008,2025-11-05,18,2,5548.6,2774.3,0,Wednesday,2,0,1.29,0.55,1916.5,1293.95,1.29,2.81,0.55,0,NORMAL,NONE,TRAIN
m-008,2025-11-06,10,1,1686.41,1686.41,0,Thursday,3,0,1.33,0.56,2111.85,1469.54,-0.59,-0.29,-0.248,0,NORMAL,NONE,TRAIN
m-008,2025-11-06,13,1,266.13,266.13,0,Thursday,3,0,1.33,0.56,2148.07,1446.77,-0.59,-1.3,-0.248,0,NORMAL,NONE,TRAIN
m-008,2025-11-06,17,1,860.33,860.33,0,Thursday,3,0,1.33,0.56,2125.12,1472.94,-0.59,-0.86,-0.248,0,NORMAL,NONE,TRAIN
m-008,2025-11-06,19,1,567.43,567.43,0,Thursday,3,0,1.33,0.56,2137.33,1460.64,-0.59,-1.07,-0.248,0,NORMAL,NONE,TRAIN
m-008,2025-11-06,21,1,860.33,860.33,0,Thursday,3,0,1.25,0.44,1998.69,1444.4,-0.57,-0.79,-0.2,0,NORMAL,NONE,TRAIN
m-008,2025-11-07,7,1,2774.3,2774.3,0,Friday,4,0,1.25,0.44,1918.95,1452.53,-0.57,0.59,-0.2,0,NORMAL,NONE,TRAIN
m-008,2025-11-07,10,1,860.33,860.33,0,Friday,4,0,1.25,0.44,1918.95,1452.53,-0.57,-0.73,-0.2,0,NORMAL,NONE,TRAIN
m-008,2025-11-07,13,1,27593.7,27593.7,0,Friday,4,0,1.21,0.41,1758.28,1338.43,-0.51,19.3,-0.174,1,REVENUE_SPIKE,CRITICAL,TRAIN
m-008,2025-11-07,14,2,3591.28,1795.64,0,Friday,4,0,1.21,0.41,2792.42,5445.27,1.93,0.15,0.653,0,NORMAL,NONE,TRAIN
m-008,2025-11-08,14,1,860.33,860.33,0,Saturday,5,1,1.25,0.44,2908.02,5430.94,-0.57,-0.38,-0.2,0,NORMAL,NONE,TRAIN
m-008,2025-11-08,15,1,1686.41,1686.41,0,Saturday,5,1,1.25,0.44,2908.02,5430.94,-0.57,-0.22,-0.2,0,NORMAL,NONE,TRAIN
m-008,2025-11-08,20,1,2774.3,2774.3,0,Saturday,5,1,1.21,0.41,2916.87,5428.67,-0.51,-0.03,-0.174,0,NORMAL,NONE,TRAIN
m-008,2025-11-09,8,1,567.43,567.43,0,Sunday,6,1,1.17,0.38,2911.87,5428.75,-0.45,-0.43,-0.145,0,NORMAL,NONE,TRAIN
m-008,2025-11-09,13,3,5533.34,1844.45,0,Sunday,6,1,1.17,0.38,2885.19,5439.05,4.82,0.49,1.564,0,NORMAL,NONE,TRAIN
m-008,2025-11-09,16,1,816.98,816.98,0,Sunday,6,1,1.25,0.53,3079.89,5447.05,-0.47,-0.42,-0.2,0,NORMAL,NONE,TRAIN
m-008,2025-11-09,18,1,266.13,266.13,0,Sunday,6,1,1.25,0.53,3043.67,5459.6,-0.47,-0.51,-0.2,0,NORMAL,NONE,TRAIN
m-008,2025-11-09,20,1,266.13,266.13,0,Sunday,6,1,1.25,0.53,3018.91,5471.27,-0.47,-0.5,-0.2,0,NORMAL,NONE,TRAIN
m-008,2025-11-09,21,1,567.43,567.43,0,Sunday,6,1,1.25,0.53,2914.4,5500.02,-0.47,-0.43,-0.2,0,NORMAL,NONE,TRAIN
m-008,2025-11-10,18,1,567.43,567.43,0,Monday,0,0,1.25,0.53,2914.4,5500.02,-0.47,-0.43,-0.2,0,NORMAL,NONE,TRAIN
