customer_id,merchant_id,recency_days,frequency,monetary_value,avg_ticket_size,tenure_days,rfm_segment,churn_risk_score
cust-01058,m-001,28,7,300.05,42.86,294,RETURNING,13.24
cust-01059,m-001,2,10,1621.88,162.19,356,RETURNING,3.29
cust-01060,m-001,88,13,1613.72,124.13,363,INACTIVE,26.32
cust-01061,m-001,5,15,1556.98,103.8,356,LOYAL,3.28
cust-01062,m-001,61,12,1123.73,93.64,357,INACTIVE,19.35
cust-01063,m-001,1,12,1195.28,99.61,321,RETURNING,2.62
cust-01064,m-001,15,12,2059.9,171.66,364,RETURNING,6.42
cust-01065,m-001,46,10,1108.9,110.89,312,AT_RISK,17.42
cust-01066,m-001,4,15,1874.18,124.95,362,LOYAL,2.98
cust-01067,m-001,11,13,1107.93,85.23,363,RETURNING,5.16
cust-01068,m-001,3,16,2176.33,136.02,335,LOYAL,2.66
cust-01069,m-001,4,11,1355.93,123.27,352,RETURNING,3.63
cust-01070,m-001,20,7,1054.97,150.71,258,RETURNING,11.47
cust-01071,m-001,28,10,1351.23,135.12,350,RETURNING,10.7
cust-01072,m-001,41,13,1281.81,98.6,330,AT_RISK,14.53
cust-01073,m-001,33,10,1125.79,112.58,304,AT_RISK,13.55
cust-01074,m-001,1,7,826.81,118.12,302,RETURNING,4.08
cust-01075,m-001,89,4,630.95,157.74,248,INACTIVE,41.74
cust-01076,m-001,2,21,2949.35,140.45,343,LOYAL,1.95
cust-01077,m-001,60,9,1493.91,165.99,302,AT_RISK,22.8
cust-01078,m-001,66,11,1734.41,157.67,351,INACTIVE,21.25
cust-01079,m-001,6,13,1949.18,149.94,348,RETURNING,3.86
cust-01080,m-001,4,16,1150.52,71.91,336,LOYAL,2.95
cust-01081,m-001,2,8,766.36,95.8,339,RETURNING,3.92
cust-01082,m-001,7,13,1980.43,152.34,306,RETURNING,4.42
cust-01083,m-001,16,15,2233.34,148.89,336,RETURNING,6.62
cust-01084,m-001,4,12,1592.84,132.74,357,RETURNING,3.43
cust-01085,m-001,43,13,1282.45,98.65,346,AT_RISK,14.53
cust-01086,m-001,4,21,2081.71,99.13,353,LOYAL,2.49
cust-01087,m-001,21,16,1978.67,123.67,333,RETURNING,8.05
cust-01088,m-001,3,11,1570.54,142.78,320,RETURNING,3.43
cust-01089,m-001,49,11,1047.99,95.27,323,AT_RISK,17.62
cust-01090,m-001,17,11,833.33,75.76,320,RETURNING,7.8
cust-01091,m-001,33,8,1489.67,186.21,351,AT_RISK,12.71
cust-01092,m-001,26,12,1938.49,161.54,284,RETURNING,11.43
cust-01093,m-001,6,12,1567.47,130.62,332,RETURNING,4.11
cust-01094,m-001,18,12,1323.27,110.27,336,RETURNING,7.65
cust-01095,m-001,71,5,637.08,127.42,236,INACTIVE,34.96
cust-01096,m-001,1,10,1388.48,138.85,358,RETURNING,3.01
cust-01097,m-001,7,14,1667.09,119.08,312,RETURNING,4.24
cust-01098,m-001,12,13,1111.27,85.48,358,RETURNING,5.49
cust-01099,m-001,25,14,1741.54,124.4,334,RETURNING,9.46
cust-01100,m-001,37,15,2093.92,139.59,348,AT_RISK,12.48
cust-01101,m-001,73,14,1885.13,134.65,348,INACTIVE,22.92
cust-01102,m-001,18,15,2121.62,141.44,341,RETURNING,7.14
cust-01103,m-001,41,11,1205.64,109.6,343,AT_RISK,14.42
cust-01104,m-001,83,20,2290.61,114.53,356,INACTIVE,24.68
cust-01105,m-001,47,10,1287.11,128.71,358,AT_RISK,15.82
cust-01106,m-001,33,12,1390.89,115.91,284,AT_RISK,13.89
cust-01107,m-001,46,11,1139.31,103.57,363,AT_RISK,15.14
cust-01108,m-001,20,8,987.94,123.49,359,RETURNING,8.89
cust-01109,m-001,1,20,2583.52,129.18,352,LOYAL,1.71
cust-01110,m-001,42,12,925.66,77.14,325,AT_RISK,15.19
cust-01111,m-001,4,11,1365.85,124.17,355,RETURNING,3.62
cust-01112,m-001,36,16,1324.69,82.79,344,AT_RISK,12.2
cust-01113,m-001,35,16,1725.19,107.82,362,AT_RISK,11.41
cust-01114,m-001,15,6,546.56,91.09,333,RETURNING,8.78
cust-01115,m-001,64,11,1279.95,116.36,361,INACTIVE,20.18
cust-01116,m-001,5,14,1091.97,78.0,356,RETURNING,3.4
cust-01117,m-001,26,10,933.25,93.32,334,RETURNING,10.49
cust-01118,m-001,35,8,1167.34,145.92,364,AT_RISK,12.92
cust-01119,m-001,16,9,1101.66,122.41,331,RETURNING,7.82
cust-01120,m-001,109,10,1416.97,141.7,328,INACTIVE,35.86
cust-01121,m-001,93,12,1536.4,128.03,267,INACTIVE,37.01
cust-01122,m-001,5,6,1117.68,186.28,361,RETURNING,5.67
cust-01123,m-001,19,12,2120.62,176.72,361,RETURNING,7.56
cust-01124,m-001,2,16,2072.7,129.54,329,LOYAL,2.37
cust-01125,m-001,96,6,379.49,63.25,320,INACTIVE,34.19
cust-01126,m-001,20,14,1902.45,135.89,332,RETURNING,8.01
cust-01127,m-001,14,7,813.27,116.18,338,RETURNING,7.88
cust-01128,m-001,43,12,1401.56,116.8,363,AT_RISK,14.12
cust-01129,m-001,11,20,2170.38,108.52,363,LOYAL,4.45
cust-01130,m-001,32,7,625.83,89.4,333,AT_RISK,13.33
cust-01131,m-001,43,12,1060.31,88.36,331,AT_RISK,15.26
cust-01132,m-001,57,11,1014.69,92.24,323,AT_RISK,20.09
cust-01133,m-001,47,13,2096.06,161.24,355,AT_RISK,15.35
cust-01134,m-001,50,17,1743.98,102.59,351,AT_RISK,15.87
cust-01135,m-001,64,9,1068.44,118.72,355,INACTIVE,20.98
cust-01136,m-001,12,17,2502.14,147.18,363,LOYAL,4.96
cust-01137,m-001,2,6,587.5,97.92,362,RETURNING,4.84
cust-01138,m-001,11,16,2287.56,142.97,326,LOYAL,5.13
cust-01139,m-001,33,11,1402.45,127.5,355,AT_RISK,11.77
cust-01140,m-001,2,14,1847.96,132.0,356,RETURNING,2.56
cust-01141,m-001,1,14,1470.17,105.01,331,RETURNING,2.3
cust-01142,m-001,30,13,1685.36,129.64,360,RETURNING,10.45
cust-01143,m-001,5,9,1232.14,136.9,301,RETURNING,4.66
cust-01144,m-001,44,13,2176.17,167.4,359,AT_RISK,14.37
cust-01145,m-001,18,15,1944.15,129.61,347,RETURNING,7.05
cust-01146,m-001,22,9,1143.15,127.02,346,RETURNING,9.34
cust-01147,m-001,74,8,1110.3,138.79,243,INACTIVE,33.66
cust-01148,m-001,166,13,1481.18,113.94,332,INACTIVE,51.99
cust-01149,m-001,4,16,2342.01,146.38,361,LOYAL,2.87
cust-01150,m-001,38,13,1688.14,129.86,349,AT_RISK,13.0
cust-01151,m-001,18,19,1649.63,86.82,363,RETURNING,6.45
cust-01152,m-001,11,13,1530.09,117.7,336,RETURNING,5.41
cust-01153,m-001,58,15,1965.11,131.01,345,AT_RISK,18.64
cust-01154,m-001,4,12,996.17,83.01,361,RETURNING,3.41
cust-01155,m-001,84,9,1139.25,126.58,308,INACTIVE,30.18
cust-01156,m-001,66,12,1051.46,87.62,330,INACTIVE,22.25
cust-01157,m-001,5,10,1091.96,109.2,341,RETURNING,4.19
cust-01158,m-001,2,10,973.62,97.36,360,RETURNING,3.28
cust-01159,m-001,6,8,1313.03,164.13,322,RETURNING,5.19
cust-01160,m-001,34,11,4581.05,416.46,336,AT_RISK,12.59
cust-01161,m-001,22,12,1203.26,100.27,340,RETURNING,8.76
cust-01162,m-001,0,19,2633.62,138.61,355,LOYAL,1.5
cust-01163,m-001,2,13,1063.81,81.83,307,RETURNING,2.79
cust-01164,m-001,0,11,2339.26,212.66,363,RETURNING,2.5
cust-01165,m-001,3,18,1594.14,88.56,357,LOYAL,2.42
cust-01166,m-001,9,13,1670.33,128.49,342,RETURNING,4.77
cust-01167,m-001,29,17,2020.45,118.85,361,RETURNING,9.68
cust-01168,m-001,113,9,884.28,98.25,245,INACTIVE,48.93
cust-01169,m-001,54,11,1304.88,118.63,363,AT_RISK,17.34
cust-01170,m-001,1,7,771.05,110.15,302,RETURNING,4.08
cust-01171,m-001,6,17,1172.86,68.99,332,LOYAL,3.47
cust-01172,m-001,71,8,906.57,113.32,330,INACTIVE,24.78
cust-01173,m-001,18,13,1676.48,128.96,353,RETURNING,7.23
cust-01174,m-001,2,7,498.09,71.16,260,RETURNING,4.52
cust-01175,m-001,0,17,2009.64,118.21,352,LOYAL,1.67
cust-01176,m-001,7,18,1572.32,87.35,348,LOYAL,3.58
cust-01177,m-001,4,12,1109.45,92.45,356,RETURNING,3.43
cust-01178,m-001,32,14,2901.66,207.26,363,AT_RISK,10.79
cust-01179,m-001,9,8,715.88,89.48,290,RETURNING,6.43
cust-01180,m-001,19,11,2184.95,198.63,320,RETURNING,8.42
cust-01181,m-001,26,11,1133.93,103.08,331,RETURNING,10.33
cust-01182,m-001,27,16,2020.02,126.25,348,RETURNING,9.5
cust-01183,m-001,29,8,895.08,111.88,329,RETURNING,12.12
cust-01184,m-001,16,17,1770.89,104.17,348,RETURNING,6.25
cust-01185,m-001,94,11,1305.27,118.66,319,INACTIVE,31.88
cust-01186,m-001,4,13,1034.15,79.55,343,RETURNING,3.31
cust-01187,m-001,4,16,1897.81,118.61,323,LOYAL,3.0
cust-01188,m-001,105,14,1693.83,120.99,359,INACTIVE,31.17
cust-01189,m-001,11,14,1833.29,130.95,329,RETURNING,5.33
cust-01190,m-001,17,11,1214.37,110.4,364,RETURNING,7.16
cust-01191,m-001,60,13,1342.92,103.3,314,AT_RISK,21.19
cust-01192,m-001,20,13,1120.27,86.17,331,RETURNING,8.17
cust-01193,m-001,8,17,2119.67,124.69,355,LOYAL,3.91
cust-01194,m-001,8,13,2016.51,155.12,360,RETURNING,4.36
cust-01195,m-001,70,13,1415.73,108.9,355,INACTIVE,21.81
cust-01196,m-001,43,7,589.4,84.2,334,AT_RISK,16.59
cust-01197,m-001,39,10,1843.44,184.34,335,AT_RISK,14.33
cust-01198,m-001,68,15,2134.24,142.28,349,INACTIVE,21.3
cust-01199,m-001,95,11,966.76,87.89,353,INACTIVE,29.34
cust-01200,m-001,3,9,1178.03,130.89,363,RETURNING,3.82
cust-01201,m-001,37,11,1338.15,121.65,354,AT_RISK,12.92
cust-01202,m-001,3,15,1268.21,84.55,336,LOYAL,2.77
cust-01203,m-001,8,16,1915.74,119.73,351,LOYAL,4.04
cust-01204,m-001,16,7,411.73,58.82,319,RETURNING,8.75
cust-01205,m-001,75,9,1146.68,127.41,357,INACTIVE,23.95
cust-01206,m-001,8,10,1039.85,103.98,343,RETURNING,5.05
cust-01207,m-001,16,14,1514.56,108.18,305,RETURNING,7.23
cust-01208,m-001,34,9,1139.3,126.59,295,AT_RISK,14.49
cust-01209,m-001,18,14,1437.7,102.69,350,RETURNING,7.13
cust-01210,m-001,61,8,688.18,86.02,362,INACTIVE,20.14
cust-01211,m-001,16,13,1856.85,142.83,219,RETURNING,9.42
cust-01212,m-001,19,6,781.87,130.31,319,RETURNING,10.22
cust-01213,m-001,7,9,1169.92,129.99,249,RETURNING,5.8
cust-01214,m-001,0,7,1149.93,164.28,346,RETURNING,3.75
cust-01215,m-001,31,14,1653.49,118.11,349,AT_RISK,10.86
cust-01216,m-001,40,12,1683.61,140.3,345,AT_RISK,13.87
cust-01217,m-001,1,8,1267.87,158.48,334,RETURNING,3.63
cust-01218,m-001,6,17,2591.99,152.47,320,LOYAL,3.54
cust-01219,m-001,4,6,497.94,82.99,347,RETURNING,5.44
cust-01220,m-001,35,14,1630.42,116.46,341,AT_RISK,12.23
cust-01221,m-001,7,18,2335.14,129.73,364,LOYAL,3.5
cust-01222,m-001,40,9,1010.04,112.23,340,AT_RISK,14.73
cust-01223,m-001,1,18,2168.01,120.44,358,LOYAL,1.86
cust-01224,m-001,27,14,1239.96,88.57,344,RETURNING,9.83
cust-01225,m-001,2,12,1156.7,96.39,352,RETURNING,2.87
cust-01226,m-001,76,10,1614.78,161.48,290,INACTIVE,28.84
cust-01227,m-001,50,16,2172.25,135.77,362,AT_RISK,15.54
cust-01228,m-001,5,14,1137.3,81.24,332,RETURNING,3.5
cust-01229,m-001,15,12,1611.35,134.28,350,RETURNING,6.58
cust-01230,m-001,42,12,1453.8,121.15,334,AT_RISK,14.85
cust-01231,m-001,33,10,2006.62,200.66,330,AT_RISK,12.7
cust-01232,m-001,7,14,1188.84,84.92,343,RETURNING,4.03
cust-01233,m-001,1,21,2542.31,121.06,342,LOYAL,1.66
cust-01234,m-001,13,13,1312.66,100.97,358,RETURNING,5.76
cust-01235,m-001,5,13,1800.38,138.49,319,RETURNING,3.71
cust-01236,m-001,53,17,1855.4,109.14,350,AT_RISK,16.77
cust-01237,m-001,4,13,1595.24,122.71,357,RETURNING,3.26
cust-01238,m-001,38,8,1173.01,146.63,356,AT_RISK,13.98
cust-01239,m-001,1,15,1326.24,88.42,347,LOYAL,2.16
cust-01240,m-001,29,18,1744.18,96.9,355,RETURNING,9.73
cust-01241,m-001,4,13,1062.16,81.7,319,RETURNING,3.39
cust-01242,m-001,1,19,1731.65,91.14,360,LOYAL,1.78
cust-01243,m-001,1,19,2060.69,108.46,339,LOYAL,1.79
cust-01244,m-001,6,13,1105.16,85.01,360,RETURNING,3.8
cust-01245,m-001,2,11,1229.2,111.75,286,RETURNING,3.2
cust-01246,m-001,5,13,1603.4,123.34,300,RETURNING,3.8
cust-01247,m-001,15,10,741.77,74.18,316,RETURNING,7.46
cust-01248,m-001,40,10,1281.19,128.12,297,AT_RISK,16.15
cust-01249,m-001,162,8,647.14,80.89,311,INACTIVE,55.26
cust-01250,m-001,13,14,1714.36,122.45,331,RETURNING,5.92
cust-01251,m-001,47,3,486.99,162.33,347,INACTIVE,21.01
cust-01252,m-001,20,14,2026.11,144.72,346,RETURNING,7.76
cust-01253,m-001,7,9,1076.75,119.64,177,RETURNING,6.93
cust-01254,m-001,50,10,1691.35,169.14,314,AT_RISK,18.6
cust-01255,m-001,8,16,1618.54,101.16,349,LOYAL,4.05
cust-01256,m-001,5,17,1506.94,88.64,331,LOYAL,3.17
cust-01257,m-001,61,15,1662.72,110.85,339,INACTIVE,19.82
cust-01258,m-001,22,12,1059.67,88.31,267,RETURNING,10.52
cust-01259,m-001,100,8,685.46,85.68,337,INACTIVE,32.92
cust-01260,m-001,33,21,2116.23,100.77,363,AT_RISK,10.43
cust-01261,m-001,64,8,959.29,119.91,345,INACTIVE,21.83
cust-01262,m-001,52,15,1563.02,104.2,344,AT_RISK,16.95
cust-01263,m-001,11,17,2634.8,154.99,358,LOYAL,4.73
cust-01264,m-001,67,15,2311.67,154.11,347,INACTIVE,21.13
cust-01265,m-001,67,8,1235.81,154.48,348,INACTIVE,22.53
cust-01266,m-001,37,10,990.28,99.03,285,AT_RISK,15.66
cust-01267,m-001,38,10,781.38,78.14,299,AT_RISK,15.39
cust-01268,m-001,61,12,1157.73,96.48,324,INACTIVE,21.08
cust-01269,m-001,0,18,1949.69,108.32,364,LOYAL,1.58
cust-01270,m-001,46,14,1571.46,112.25,350,AT_RISK,15.11
cust-01271,m-001,26,13,1196.85,92.07,335,RETURNING,9.88
cust-01272,m-001,75,9,991.39,110.15,292,INACTIVE,28.6
cust-01273,m-001,18,8,857.66,107.21,348,RETURNING,8.49
cust-01274,m-001,12,12,1468.35,122.36,343,RETURNING,5.8
cust-01275,m-001,20,16,1281.13,80.07,361,RETURNING,7.29
cust-01276,m-001,14,13,1375.29,105.79,326,RETURNING,6.42
cust-01277,m-001,56,13,1378.01,106.0,357,AT_RISK,17.79
cust-01278,m-001,2,20,1424.7,71.24,337,LOYAL,2.02
cust-01279,m-001,25,18,2388.34,132.69,345,RETURNING,8.8
cust-01280,m-001,142,7,858.74,122.68,363,INACTIVE,42.76
cust-01281,m-001,54,14,1321.22,94.37,354,AT_RISK,17.21
cust-01282,m-001,55,6,497.51,82.92,364,AT_RISK,19.35
cust-01283,m-001,47,6,997.69,166.28,359,AT_RISK,17.34
cust-01284,m-001,60,13,1647.79,126.75,321,AT_RISK,20.78
cust-01285,m-001,5,13,979.26,75.33,302,RETURNING,3.79
cust-01286,m-001,34,19,2249.84,118.41,339,AT_RISK,11.5
cust-01287,m-001,28,13,1033.62,79.51,324,RETURNING,10.76
cust-01288,m-001,0,18,1720.82,95.6,300,LOYAL,1.58
cust-01289,m-001,13,13,1336.34,102.8,348,RETURNING,5.87
cust-01290,m-001,23,9,819.65,91.07,353,RETURNING,9.5
cust-01291,m-001,10,8,908.59,113.57,355,RETURNING,6.14
cust-01292,m-001,6,14,1225.7,87.55,359,RETURNING,3.67
cust-01293,m-001,1,10,1032.8,103.28,348,RETURNING,3.01
cust-01294,m-001,19,11,1463.26,133.02,349,RETURNING,7.93
cust-01295,m-001,33,15,1674.59,111.64,331,AT_RISK,11.81
cust-01296,m-001,21,17,1863.1,109.59,353,RETURNING,7.6
cust-01297,m-001,51,11,2034.33,184.94,362,AT_RISK,16.55
cust-01298,m-001,41,5,713.04,142.61,267,AT_RISK,20.3
cust-01299,m-001,77,8,1083.29,135.41,360,INACTIVE,24.66
cust-01300,m-001,2,20,1721.89,86.09,350,LOYAL,2.0
cust-01301,m-001,90,7,1190.35,170.05,276,INACTIVE,36.24
cust-01302,m-001,28,10,808.52,80.85,332,RETURNING,11.14
cust-01303,m-001,1,9,1321.95,146.88,356,RETURNING,3.28
cust-01304,m-001,6,16,2513.08,157.07,343,LOYAL,3.51
cust-01305,m-001,33,10,1223.47,122.35,339,AT_RISK,12.43
cust-01306,m-001,108,8,657.72,82.22,364,INACTIVE,32.92
cust-01307,m-001,43,13,1150.56,88.5,337,AT_RISK,14.86
cust-01308,m-001,52,10,979.43,97.94,325,AT_RISK,18.68
cust-01309,m-001,19,10,1447.23,144.72,315,RETURNING,8.74
cust-01310,m-001,61,7,549.57,78.51,326,INACTIVE,22.4
cust-01311,m-001,30,13,1555.27,119.64,359,RETURNING,10.48
cust-01312,m-001,4,18,3094.2,171.9,348,LOYAL,2.73
cust-01313,m-001,9,8,1120.79,140.1,309,RETURNING,6.24
cust-01314,m-001,41,8,597.03,74.63,293,AT_RISK,17.28
cust-01315,m-001,6,10,930.08,93.01,344,RETURNING,4.47
cust-01316,m-001,19,10,1121.53,112.15,364,RETURNING,7.93
cust-01317,m-001,4,19,2284.03,120.21,363,LOYAL,2.6
cust-01318,m-001,11,16,2159.48,134.97,302,LOYAL,5.4
cust-01319,m-001,33,10,1279.28,127.93,328,AT_RISK,12.76
cust-01320,m-001,23,14,1924.09,137.44,340,RETURNING,8.74
cust-01321,m-001,145,6,607.89,101.32,335,INACTIVE,47.44
cust-01322,m-001,9,11,1372.41,124.76,355,RETURNING,5.03
cust-01323,m-001,95,14,1821.76,130.13,337,INACTIVE,30.11
cust-01324,m-001,85,10,1116.89,111.69,333,INACTIVE,28.18
cust-01325,m-001,7,16,1560.13,97.51,349,LOYAL,3.76
cust-01326,m-001,28,16,1345.17,84.07,297,RETURNING,11.16
cust-01327,m-001,34,12,1011.57,84.3,353,AT_RISK,11.91
cust-01328,m-001,18,13,1356.78,104.37,351,RETURNING,7.26
cust-01329,m-001,80,11,1196.11,108.74,330,INACTIVE,26.67
cust-01330,m-001,40,11,1542.42,140.22,333,AT_RISK,14.48
cust-01331,m-001,9,10,1130.4,113.04,346,RETURNING,5.32
cust-01332,m-001,11,14,1249.62,89.26,357,RETURNING,5.07
cust-01333,m-001,8,13,1704.07,131.08,360,RETURNING,4.36
cust-01334,m-001,23,8,816.44,102.06,322,RETURNING,10.45
cust-01335,m-001,22,12,1781.46,148.46,351,RETURNING,8.56
cust-01336,m-001,39,7,689.38,98.48,257,AT_RISK,18.87
cust-01337,m-001,7,15,1078.43,71.9,335,LOYAL,3.96
cust-01338,m-001,63,11,927.39,84.31,360,INACTIVE,19.95
cust-01339,m-001,2,13,1424.71,109.59,291,RETURNING,2.83
cust-01340,m-001,14,17,1880.98,110.65,351,LOYAL,5.64
cust-01341,m-001,32,15,2609.3,173.95,358,AT_RISK,10.79
cust-01342,m-001,23,11,1092.52,99.32,302,RETURNING,10.09
cust-01343,m-001,12,15,2356.95,157.13,340,LOYAL,5.39
cust-01344,m-001,63,11,1045.88,95.08,337,INACTIVE,21.14
cust-01345,m-001,23,9,981.51,109.06,343,RETURNING,9.69
cust-01346,m-001,11,17,2059.07,121.12,348,LOYAL,4.82
cust-01347,m-001,13,6,523.5,87.25,230,RETURNING,9.91
cust-01348,m-001,61,12,1542.01,128.5,332,INACTIVE,20.63
cust-01349,m-001,7,18,2796.87,155.38,363,LOYAL,3.5
cust-01350,m-001,63,8,2332.45,291.56,322,INACTIVE,22.84
cust-01351,m-001,20,12,1177.25,98.1,325,RETURNING,8.44
cust-01352,m-001,12,10,1040.75,104.08,222,RETURNING,8.11
cust-01353,m-001,5,12,1216.79,101.4,327,RETURNING,3.83
cust-01354,m-001,42,9,1135.85,126.21,353,AT_RISK,14.86
cust-01355,m-001,54,11,1761.95,160.18,346,AT_RISK,18.06
cust-01356,m-001,5,13,1525.05,117.31,244,RETURNING,4.18
cust-01357,m-001,0,15,1505.13,100.34,363,LOYAL,1.88
cust-01358,m-001,39,9,849.23,94.36,342,AT_RISK,14.37
cust-01359,m-001,14,12,1252.38,104.36,355,RETURNING,6.24
cust-01360,m-001,34,20,2855.02,142.75,364,AT_RISK,10.74
cust-01361,m-001,72,12,953.85,79.49,302,INACTIVE,26.07
cust-01362,m-001,72,15,1163.57,77.57,342,INACTIVE,22.87
cust-01363,m-001,1,14,2430.1,173.58,349,RETURNING,2.29
cust-01364,m-001,78,15,1618.49,107.9,363,INACTIVE,23.3
cust-01365,m-001,32,15,1725.06,115.0,360,AT_RISK,10.74
cust-01366,m-001,6,9,734.98,81.66,294,RETURNING,5.03
cust-01367,m-001,23,14,1274.46,91.03,356,RETURNING,8.44
cust-01368,m-001,60,8,558.2,69.78,330,AT_RISK,21.46
cust-01369,m-001,12,12,1610.15,134.18,312,RETURNING,6.14
cust-01370,m-001,74,10,870.63,87.06,353,INACTIVE,23.63
cust-01371,m-001,18,19,2629.91,138.42,342,RETURNING,6.75
cust-01372,m-001,4,13,1236.9,95.15,363,RETURNING,3.24
cust-01373,m-001,25,15,2259.45,150.63,364,RETURNING,8.72
cust-01374,m-001,24,14,1574.7,112.48,362,RETURNING,8.61
cust-01375,m-001,18,10,1073.04,107.3,297,RETURNING,8.77
cust-01376,m-001,4,10,1221.73,122.17,350,RETURNING,3.87
cust-01377,m-001,94,4,830.97,207.74,354,INACTIVE,32.48
cust-01378,m-001,12,14,1558.37,111.31,357,RETURNING,5.35
cust-01379,m-001,1,16,2171.72,135.73,352,LOYAL,2.05
cust-01380,m-001,16,22,2609.68,118.62,358,RETURNING,5.76
cust-01381,m-001,7,20,2887.95,144.4,360,LOYAL,3.37
cust-01382,m-001,104,11,783.41,71.22,314,INACTIVE,35.52
cust-01383,m-001,16,13,1290.91,99.3,364,RETURNING,6.53
cust-01384,m-001,42,11,1143.8,103.98,332,AT_RISK,15.11
cust-01385,m-001,78,11,1041.58,94.69,300,INACTIVE,28.41
cust-01386,m-001,16,17,2186.9,128.64,359,RETURNING,6.11
cust-01387,m-001,4,13,2038.2,156.78,335,RETURNING,3.33
cust-01388,m-001,20,14,2055.61,146.83,340,RETURNING,7.87
cust-01389,m-001,17,14,1138.72,81.34,340,RETURNING,6.99
cust-01390,m-001,42,13,1453.84,111.83,359,AT_RISK,13.81
cust-01391,m-001,17,14,1548.19,110.58,341,RETURNING,6.97
cust-01392,m-001,140,11,875.87,79.62,318,INACTIVE,46.39
cust-01393,m-001,35,8,1093.06,136.63,321,AT_RISK,14.2
cust-01394,m-001,45,14,1609.28,114.95,344,AT_RISK,15.04
cust-01395,m-001,1,11,1819.14,165.38,312,RETURNING,2.82
cust-01396,m-001,15,12,1634.96,136.25,331,RETURNING,6.83
cust-01397,m-001,60,11,631.8,57.44,343,AT_RISK,19.94
cust-01398,m-001,50,8,996.69,124.59,363,AT_RISK,17.07
cust-01399,m-001,74,12,1167.52,97.29,334,INACTIVE,24.4
cust-01400,m-001,22,13,837.24,64.4,292,RETURNING,9.65
cust-01401,m-001,25,18,1567.97,87.11,333,RETURNING,9.06
cust-01402,m-001,35,11,1027.0,93.36,350,AT_RISK,12.47
cust-01403,m-001,2,15,2243.02,149.53,355,LOYAL,2.44
cust-01404,m-001,33,12,826.5,68.88,353,AT_RISK,11.63
cust-01405,m-001,18,13,1218.46,93.73,362,RETURNING,7.1
cust-01406,m-001,144,12,1268.05,105.67,344,INACTIVE,44.05
cust-01407,m-001,60,8,745.88,93.24,311,AT_RISK,22.56
cust-01408,m-001,27,13,1767.09,135.93,363,RETURNING,9.56
cust-01409,m-001,7,11,1170.9,106.45,327,RETURNING,4.63
cust-01410,m-001,5,18,2579.1,143.28,349,LOYAL,3.01
cust-01411,m-001,1,8,797.14,99.64,228,RETURNING,3.77
cust-01412,m-001,57,10,1443.82,144.38,310,AT_RISK,21.06
cust-01413,m-001,11,17,1054.19,62.01,362,LOYAL,4.7
cust-01414,m-001,47,13,1539.01,118.39,342,AT_RISK,15.85
cust-01415,m-001,6,13,1304.27,100.33,338,RETURNING,3.91
cust-01416,m-001,11,12,1090.9,90.91,327,RETURNING,5.66
cust-01417,m-001,2,15,1471.61,98.11,349,LOYAL,2.45
cust-01418,m-001,87,9,874.02,97.11,359,INACTIVE,27.17
cust-01419,m-001,28,16,1370.45,85.65,341,RETURNING,9.95
cust-01420,m-001,10,16,1974.41,123.4,360,LOYAL,4.53
cust-01421,m-001,16,12,1458.11,121.51,280,RETURNING,8.0
cust-01422,m-001,3,15,1732.38,115.49,361,LOYAL,2.7
cust-01423,m-001,96,6,830.03,138.34,333,INACTIVE,33.03
cust-01424,m-001,41,11,1189.18,108.11,364,AT_RISK,13.73
cust-01425,m-001,12,11,1264.06,114.91,361,RETURNING,5.81
cust-01426,m-001,38,11,808.5,73.5,353,AT_RISK,13.23
cust-01427,m-001,40,11,1519.86,138.17,307,AT_RISK,15.49
cust-01428,m-001,27,11,846.52,76.96,324,RETURNING,10.81
cust-01429,m-001,24,11,1603.3,145.75,332,RETURNING,9.71
cust-01430,m-001,0,11,919.6,83.6,364,RETURNING,2.5
cust-01431,m-001,35,17,2116.12,124.48,353,AT_RISK,11.55
cust-01432,m-001,40,8,669.48,83.68,355,AT_RISK,14.57
cust-01433,m-001,59,13,1399.51,107.65,310,AT_RISK,21.11
cust-01434,m-001,4,17,2261.46,133.03,338,LOYAL,2.85
cust-01435,m-001,59,14,1687.34,120.52,364,AT_RISK,18.16
cust-01436,m-001,29,15,2009.73,133.98,349,RETURNING,10.16
cust-01437,m-001,16,15,1880.45,125.36,357,RETURNING,6.34
cust-01438,m-001,0,11,797.77,72.52,277,RETURNING,2.5
cust-01439,m-001,33,18,2025.43,112.52,361,AT_RISK,10.69
cust-01440,m-001,11,13,1103.09,84.85,361,RETURNING,5.18
cust-01441,m-001,6,19,2385.69,125.56,362,LOYAL,3.15
cust-01442,m-001,0,10,751.79,75.18,314,RETURNING,2.73
cust-01443,m-001,2,11,1403.15,127.56,315,RETURNING,3.13
cust-01444,m-001,30,11,1169.07,106.28,342,RETURNING,11.25
cust-01445,m-001,10,11,1133.7,103.06,328,RETURNING,5.54
cust-01446,m-001,19,7,600.97,85.85,321,RETURNING,9.65
cust-01447,m-001,6,10,1136.94,113.69,327,RETURNING,4.56
cust-01448,m-001,5,9,824.36,91.6,212,RETURNING,5.35
cust-01449,m-001,4,8,578.51,72.31,339,RETURNING,4.51
cust-01450,m-001,21,11,1550.33,140.94,270,RETURNING,10.25
cust-01451,m-001,47,14,1465.13,104.65,257,AT_RISK,20.22
cust-01452,m-001,2,20,2444.85,122.24,356,LOYAL,1.99
cust-01453,m-001,1,14,1597.12,114.08,341,RETURNING,2.29
