merchant_id,date,hour,hourly_transactions,hourly_revenue,rolling_mean,rolling_std,z_score,is_anomaly
m-002,2026-02-03,11,1,1485.43,2.71,1.73,-0.99,False
m-002,2026-02-03,12,5,6278.5,2.88,1.75,1.21,False
m-002,2026-02-03,13,4,7222.93,2.71,1.4,0.92,False
m-002,2026-02-03,14,3,6370.43,2.75,1.39,0.18,False
m-002,2026-02-03,16,2,803.84,2.75,1.39,-0.54,False
m-002,2026-02-03,17,3,2148.74,2.79,1.38,0.15,False
m-002,2026-02-03,19,1,1485.43,2.67,1.4,-1.19,False
m-002,2026-02-03,20,2,2081.96,2.58,1.38,-0.42,False
m-002,2026-02-04,9,3,2124.63,2.54,1.35,0.34,False
m-002,2026-02-04,10,3,4859.55,2.58,1.35,0.31,False
m-002,2026-02-04,11,3,4415.1,2.67,1.31,0.25,False
m-002,2026-02-04,13,3,1820.87,2.67,1.31,0.25,False
m-002,2026-02-04,15,1,377.97,2.54,1.32,-1.17,False
m-002,2026-02-04,16,1,2348.26,2.5,1.35,-1.11,False
m-002,2026-02-04,17,1,401.92,2.5,1.35,-1.11,False
m-002,2026-02-04,18,2,5320.46,2.5,1.35,-0.37,False
m-002,2026-02-04,19,2,4013.18,2.54,1.32,-0.41,False
m-002,2026-02-04,20,1,2972.2,2.5,1.35,-1.11,False
m-002,2026-02-04,21,2,4013.18,2.38,1.24,-0.31,False
m-002,2026-02-05,6,1,237.28,2.38,1.24,-1.11,False
m-002,2026-02-05,9,2,3350.17,2.42,1.21,-0.35,False
m-002,2026-02-05,10,4,6748.4,2.42,1.21,1.31,False
m-002,2026-02-05,11,1,2348.26,2.29,1.2,-1.08,False
m-002,2026-02-05,12,2,1442.9,2.21,1.14,-0.18,False
m-002,2026-02-05,13,1,237.28,2.21,1.14,-1.06,False
m-002,2026-02-05,14,3,1181.81,2.12,0.99,0.89,False
m-002,2026-02-05,15,3,4250.46,2.08,0.93,0.99,False
m-002,2026-02-05,16,1,2972.2,2.0,0.93,-1.08,False
m-002,2026-02-05,17,3,3635.51,2.04,0.95,1.01,False
m-002,2026-02-05,18,1,237.28,1.96,0.95,-1.01,False
m-002,2026-02-05,19,1,237.28,1.96,0.95,-1.01,False
m-002,2026-02-05,20,2,2526.41,1.96,0.95,0.04,False
m-002,2026-02-05,21,1,2972.2,1.88,0.95,-0.93,False
m-002,2026-02-06,7,1,1485.43,1.79,0.93,-0.85,False
m-002,2026-02-06,8,3,5722.38,1.79,0.93,1.3,False
m-002,2026-02-06,9,3,4235.61,1.79,0.93,1.3,False
m-002,2026-02-06,10,2,2774.29,1.83,0.92,0.18,False
m-002,2026-02-06,11,4,3248.85,1.96,1.0,2.04,False
m-002,2026-02-06,13,6,2106.35,2.17,1.27,3.02,False
m-002,2026-02-06,14,2,2970.86,2.17,1.27,-0.13,False
m-002,2026-02-06,15,1,377.97,2.12,1.3,-0.86,False
m-002,2026-02-06,16,2,2081.96,2.17,1.27,-0.13,False
m-002,2026-02-06,18,1,377.97,2.12,1.3,-0.86,False
m-002,2026-02-06,19,2,1442.9,2.17,1.27,-0.13,False
m-002,2026-02-06,20,1,1485.43,2.12,1.3,-0.86,False
m-002,2026-02-07,8,5,6385.69,2.17,1.37,2.07,False
m-002,2026-02-07,9,3,7429.83,2.25,1.36,0.55,False
m-002,2026-02-07,10,8,7073.42,2.5,1.79,3.07,False
m-002,2026-02-07,11,3,1704.29,2.58,1.77,0.24,False
m-002,2026-02-07,12,3,6361.44,2.58,1.77,0.24,False
m-002,2026-02-07,13,4,7906.0,2.62,1.79,0.77,False
m-002,2026-02-07,14,3,3587.45,2.71,1.76,0.16,False
m-002,2026-02-07,16,1,2348.26,2.62,1.79,-0.91,False
m-002,2026-02-07,17,2,3209.48,2.67,1.76,-0.38,False
m-002,2026-02-07,18,3,3791.16,2.75,1.73,0.14,False
m-002,2026-02-07,19,6,6802.73,2.92,1.84,1.67,False
m-002,2026-02-07,20,3,6805.89,3.0,1.79,0.0,False
m-002,2026-02-07,21,3,1041.12,3.08,1.74,-0.05,False
m-002,2026-02-08,7,2,1418.95,3.04,1.76,-0.59,False
m-002,2026-02-08,8,3,4694.91,3.04,1.76,-0.02,False
m-002,2026-02-08,9,6,3495.35,3.21,1.84,1.52,False
m-002,2026-02-08,10,6,2295.1,3.29,1.92,1.41,False
m-002,2026-02-08,11,1,377.97,3.08,1.89,-1.1,False
m-002,2026-02-08,12,1,1485.43,3.04,1.92,-1.06,False
m-002,2026-02-08,13,2,779.89,3.08,1.89,-0.57,False
m-002,2026-02-08,14,1,426.03,3.04,1.92,-1.06,False
m-002,2026-02-08,15,3,6346.32,3.12,1.87,-0.06,False
m-002,2026-02-08,16,4,2082.26,3.21,1.86,0.42,False
m-002,2026-02-08,17,1,237.28,3.21,1.86,-1.19,False
m-002,2026-02-08,18,5,10819.07,3.21,1.86,0.96,False
m-002,2026-02-08,19,7,7013.98,3.38,2.02,1.79,False
m-002,2026-02-08,21,1,2972.2,3.08,1.82,-1.14,False
m-002,2026-02-09,7,1,237.28,3.0,1.87,-1.07,False
m-002,2026-02-09,9,3,7668.72,3.0,1.87,0.0,False
m-002,2026-02-09,10,4,7231.92,3.0,1.87,0.53,False
m-002,2026-02-09,11,3,5943.06,3.0,1.87,0.0,False
m-002,2026-02-09,12,3,2459.93,3.08,1.82,-0.04,False
m-002,2026-02-09,14,3,4439.21,3.12,1.8,-0.07,False
m-002,2026-02-09,15,2,2585.54,3.08,1.82,-0.59,False
m-002,2026-02-09,16,1,426.03,2.88,1.75,-1.07,False
m-002,2026-02-09,18,2,804.0,2.83,1.76,-0.47,False
m-002,2026-02-09,19,2,3398.23,2.79,1.77,-0.45,False
m-002,2026-02-09,20,2,3833.69,2.79,1.77,-0.45,False
m-002,2026-02-09,21,1,2972.2,2.71,1.81,-0.94,False
m-002,2026-02-09,22,1,401.92,2.5,1.69,-0.89,False
m-002,2026-02-10,8,1,426.03,2.29,1.55,-0.83,False
m-002,2026-02-10,9,4,4013.48,2.42,1.56,1.01,False
m-002,2026-02-10,11,4,2667.4,2.54,1.56,0.94,False
m-002,2026-02-10,12,1,377.97,2.5,1.59,-0.94,False
m-002,2026-02-10,13,1,2972.2,2.5,1.59,-0.94,False
m-002,2026-02-10,14,5,4371.39,2.58,1.67,1.45,False
m-002,2026-02-10,15,2,4457.63,2.5,1.64,-0.3,False
m-002,2026-02-10,16,2,3389.24,2.54,1.61,-0.34,False
m-002,2026-02-10,17,1,2348.26,2.38,1.56,-0.88,False
m-002,2026-02-10,18,2,663.31,2.17,1.2,-0.14,False
m-002,2026-02-10,19,2,4013.18,2.21,1.18,-0.18,False
m-002,2026-02-10,20,1,1040.98,2.21,1.18,-1.03,False
m-002,2026-02-11,7,1,1485.43,2.12,1.19,-0.94,False
m-002,2026-02-11,8,1,2972.2,2.0,1.14,-0.88,False
m-002,2026-02-11,9,4,3365.43,2.04,1.2,1.63,False
m-002,2026-02-11,10,2,852.06,2.0,1.18,0.0,False
m-002,2026-02-11,13,2,1467.01,1.96,1.16,0.03,False
m-002,2026-02-11,14,1,237.28,1.92,1.18,-0.78,False
m-002,2026-02-11,16,2,663.31,1.96,1.16,0.03,False
m-002,2026-02-11,17,1,237.28,1.92,1.18,-0.78,False
m-002,2026-02-11,18,1,2972.2,1.88,1.19,-0.74,False
m-002,2026-02-11,19,3,5557.74,1.92,1.21,0.89,False
m-002,2026-02-11,20,4,8470.81,2.04,1.27,1.54,False
m-002,2026-02-11,21,1,237.28,2.04,1.27,-0.82,False
m-002,2026-02-12,7,1,401.92,2.04,1.27,-0.82,False
m-002,2026-02-12,9,2,1887.35,1.96,1.2,0.03,False
m-002,2026-02-12,10,4,5876.58,1.96,1.2,1.7,False
m-002,2026-02-12,12,3,6181.95,2.04,1.2,0.8,False
m-002,2026-02-12,13,1,2972.2,2.04,1.2,-0.87,False
m-002,2026-02-12,14,3,3396.89,1.96,1.04,1.0,False
m-002,2026-02-12,15,1,401.92,1.92,1.06,-0.87,False
m-002,2026-02-12,16,1,1040.98,1.88,1.08,-0.81,False
m-002,2026-02-12,17,2,2774.29,1.92,1.06,0.08,False
m-002,2026-02-12,19,1,1040.98,1.88,1.08,-0.81,False
m-002,2026-02-12,20,3,1656.23,1.92,1.1,0.98,False
m-002,2026-02-12,21,1,2348.26,1.92,1.1,-0.84,False
m-002,2026-02-13,7,2,1887.35,1.96,1.08,0.04,False
m-002,2026-02-13,9,1,1040.98,1.96,1.08,-0.89,False
m-002,2026-02-13,10,3,1680.18,1.92,1.02,1.06,False
m-002,2026-02-13,11,4,5900.53,2.0,1.1,1.82,False
m-002,2026-02-13,13,5,4898.92,2.12,1.26,2.29,False
m-002,2026-02-13,14,2,639.2,2.17,1.24,-0.14,False
m-002,2026-02-13,15,2,615.25,2.17,1.24,-0.14,False
m-002,2026-02-13,16,2,615.25,2.21,1.22,-0.17,False
m-002,2026-02-13,17,4,5096.83,2.33,1.24,1.35,False
m-002,2026-02-13,18,2,3833.69,2.29,1.23,-0.24,False
m-002,2026-02-13,20,4,7846.87,2.29,1.23,1.39,False
m-002,2026-02-14,8,3,4211.66,2.38,1.21,0.51,False
m-002,2026-02-14,9,2,1442.9,2.42,1.18,-0.36,False
m-002,2026-02-14,10,1,2972.2,2.38,1.21,-1.14,False
m-002,2026-02-14,11,3,4439.21,2.33,1.17,0.57,False
m-002,2026-02-14,12,2,3209.48,2.29,1.16,-0.25,False
m-002,2026-02-14,13,3,3446.76,2.38,1.13,0.55,False
m-002,2026-02-14,15,1,2348.26,2.29,1.16,-1.11,False
m-002,2026-02-14,16,2,1887.35,2.33,1.13,-0.29,False
m-002,2026-02-14,17,3,1704.29,2.42,1.1,0.53,False
m-002,2026-02-14,18,2,1911.46,2.42,1.1,-0.38,False
m-002,2026-02-14,19,3,1515.54,2.5,1.06,0.47,False
m-002,2026-02-14,20,3,4391.15,2.5,1.06,0.47,False
m-002,2026-02-14,22,1,237.28,2.5,1.06,-1.42,False
m-002,2026-02-15,6,1,2348.26,2.46,1.1,-1.33,False
m-002,2026-02-15,8,1,1485.43,2.46,1.1,-1.33,False
m-002,2026-02-15,9,2,3350.17,2.42,1.1,-0.38,False
m-002,2026-02-15,10,3,3011.57,2.38,1.06,0.58,False
m-002,2026-02-15,11,2,2750.18,2.25,0.9,-0.28,False
m-002,2026-02-15,12,3,6805.89,2.29,0.91,0.78,False
m-002,2026-02-15,13,3,3128.15,2.33,0.92,0.73,False
m-002,2026-02-15,14,2,663.31,2.33,0.92,-0.36,False
m-002,2026-02-15,15,4,4856.25,2.33,0.92,1.82,False
m-002,2026-02-15,16,2,3350.17,2.33,0.92,-0.36,False
m-002,2026-02-15,17,1,1485.43,2.21,0.88,-1.38,False
m-002,2026-02-15,18,1,426.03,2.12,0.9,-1.24,False
m-002,2026-02-15,19,5,4863.9,2.25,1.07,2.57,False
m-002,2026-02-15,20,2,804.0,2.29,1.04,-0.28,False
m-002,2026-02-15,21,1,2348.26,2.21,1.06,-1.14,False
m-002,2026-02-16,8,2,1722.71,2.21,1.06,-0.2,False
m-002,2026-02-16,9,2,1442.9,2.17,1.05,-0.16,False
m-002,2026-02-16,10,5,5973.17,2.33,1.17,2.28,False
m-002,2026-02-16,11,1,1040.98,2.29,1.2,-1.08,False
m-002,2026-02-16,13,2,3389.24,2.25,1.19,-0.21,False
m-002,2026-02-16,14,3,3776.04,2.29,1.2,0.59,False
m-002,2026-02-16,15,1,1040.98,2.21,1.22,-0.99,False
m-002,2026-02-16,16,1,426.03,2.12,1.23,-0.91,False
m-002,2026-02-16,17,1,1485.43,2.12,1.23,-0.91,False
m-002,2026-02-16,18,4,1467.15,2.25,1.26,1.39,False
m-002,2026-02-16,19,4,1491.26,2.38,1.28,1.27,False
m-002,2026-02-16,20,2,1442.9,2.38,1.28,-0.3,False
m-002,2026-02-16,21,2,2774.29,2.33,1.27,-0.26,False
m-002,2026-02-17,7,1,237.28,2.29,1.3,-0.99,False
m-002,2026-02-17,8,3,4694.91,2.29,1.3,0.55,False
m-002,2026-02-17,9,1,1040.98,2.21,1.32,-0.92,False
m-002,2026-02-17,10,4,7470.81,2.29,1.37,1.25,False
m-002,2026-02-17,11,1,1485.43,2.17,1.34,-0.87,False
m-002,2026-02-17,12,2,1887.35,2.17,1.34,-0.13,False
m-002,2026-02-17,13,3,2124.63,2.25,1.33,0.56,False
m-002,2026-02-17,16,2,755.94,2.29,1.3,-0.22,False
m-002,2026-02-17,17,1,1485.43,2.12,1.19,-0.94,False
m-002,2026-02-17,19,5,4202.7,2.25,1.33,2.07,False
m-002,2026-02-17,20,1,237.28,2.25,1.33,-0.94,False
m-002,2026-02-17,21,2,1887.35,2.25,1.33,-0.19,False
m-002,2026-02-18,6,1,237.28,2.21,1.35,-0.9,False
m-002,2026-02-18,9,4,1302.51,2.17,1.27,1.44,False
m-002,2026-02-18,10,2,3350.17,2.21,1.25,-0.17,False
m-002,2026-02-18,11,2,3398.23,2.21,1.25,-0.17,False
m-002,2026-02-18,12,1,401.92,2.12,1.26,-0.89,False
m-002,2026-02-18,13,3,2124.63,2.21,1.25,0.63,False
m-002,2026-02-18,14,2,1278.26,2.25,1.22,-0.2,False
m-002,2026-02-18,15,3,2289.43,2.33,1.2,0.56,False
m-002,2026-02-18,16,2,1278.26,2.25,1.15,-0.22,False
m-002,2026-02-18,18,2,803.84,2.17,1.09,-0.16,False
m-002,2026-02-18,19,2,1863.4,2.17,1.09,-0.16,False
m-002,2026-02-18,20,2,615.25,2.17,1.09,-0.16,False
m-002,2026-02-19,8,2,3209.48,2.21,1.06,-0.2,False
m-002,2026-02-19,9,2,639.2,2.17,1.05,-0.16,False
m-002,2026-02-19,10,4,1917.46,2.29,1.08,1.58,False
m-002,2026-02-19,11,1,237.28,2.17,1.05,-1.11,False
m-002,2026-02-19,12,1,2972.2,2.17,1.05,-1.11,False
m-002,2026-02-19,13,2,2726.23,2.17,1.05,-0.16,False
m-002,2026-02-19,14,3,1796.92,2.17,1.05,0.79,False
m-002,2026-02-19,15,2,2970.86,2.17,1.05,-0.16,False
m-002,2026-02-19,16,2,1278.26,2.21,1.02,-0.21,False
m-002,2026-02-19,17,1,1040.98,2.04,0.86,-1.21,False
m-002,2026-02-19,18,1,401.92,2.04,0.86,-1.21,False
m-002,2026-02-19,19,3,7668.72,2.08,0.88,1.05,False
m-002,2026-02-19,20,1,401.92,2.08,0.88,-1.23,False
m-002,2026-02-20,6,1,426.03,1.96,0.81,-1.19,False
m-002,2026-02-20,7,2,3398.23,1.96,0.81,0.05,False
m-002,2026-02-20,8,1,2348.26,1.92,0.83,-1.11,False
m-002,2026-02-20,9,5,7213.5,2.08,1.02,2.86,False
m-002,2026-02-20,10,5,8045.08,2.17,1.17,2.42,False
m-002,2026-02-20,11,2,663.31,2.17,1.17,-0.15,False
m-002,2026-02-20,12,1,2348.26,2.08,1.18,-0.92,False
m-002,2026-02-20,13,7,4347.58,2.29,1.55,3.04,False
m-002,2026-02-20,14,3,4259.72,2.33,1.55,0.43,False
m-002,2026-02-20,16,3,4439.21,2.38,1.56,0.4,False
m-002,2026-02-20,17,1,237.28,2.33,1.58,-0.84,False
m-002,2026-02-20,18,5,5591.54,2.46,1.67,1.52,False
m-002,2026-02-20,21,2,3389.24,2.46,1.67,-0.28,False
m-002,2026-02-21,8,4,7363.35,2.46,1.67,0.92,False
m-002,2026-02-21,9,2,4457.63,2.5,1.64,-0.3,False
m-002,2026-02-21,10,2,3389.24,2.54,1.61,-0.34,False
m-002,2026-02-21,11,4,5276.59,2.62,1.64,0.84,False
m-002,2026-02-21,12,3,4391.15,2.62,1.64,0.23,False
m-002,2026-02-21,13,3,1796.92,2.67,1.63,0.2,False
m-002,2026-02-21,14,1,377.97,2.62,1.66,-0.98,False
m-002,2026-02-21,15,1,2972.2,2.62,1.66,-0.98,False
m-002,2026-02-21,16,1,237.28,2.62,1.66,-0.98,False
m-002,2026-02-21,17,5,4036.09,2.71,1.73,1.32,False
m-002,2026-02-21,18,3,6361.44,2.79,1.69,0.12,False
m-002,2026-02-21,19,2,827.95,2.83,1.66,-0.5,False
m-002,2026-02-21,20,5,7024.75,2.96,1.71,1.19,False
m-002,2026-02-22,6,1,2972.2,2.96,1.71,-1.15,False
m-002,2026-02-22,8,1,2972.2,2.79,1.69,-1.06,False
m-002,2026-02-22,9,5,8496.67,2.79,1.69,1.31,False
m-002,2026-02-22,10,2,3209.48,2.79,1.69,-0.47,False
m-002,2026-02-22,11,1,237.28,2.79,1.69,-1.06,False
m-002,2026-02-22,13,1,401.92,2.54,1.47,-1.05,False
m-002,2026-02-22,14,2,827.95,2.5,1.47,-0.34,False
m-002,2026-02-22,15,2,4457.63,2.46,1.47,-0.31,False
m-002,2026-02-22,16,3,2904.38,2.54,1.44,0.32,False
m-002,2026-02-22,17,1,377.97,2.38,1.38,-1.0,False
m-002,2026-02-22,18,3,12024.93,2.42,1.38,0.42,True
m-002,2026-02-22,19,1,1485.43,2.29,1.37,-0.94,False
m-002,2026-02-22,20,6,4958.01,2.46,1.56,2.27,False
m-002,2026-02-22,21,1,377.97,2.42,1.59,-0.89,False
m-002,2026-02-23,8,2,615.25,2.33,1.55,-0.21,False
m-002,2026-02-23,9,4,4661.64,2.38,1.58,1.03,False
m-002,2026-02-23,10,1,237.28,2.29,1.6,-0.81,False
m-002,2026-02-23,12,1,1040.98,2.29,1.6,-0.81,False
m-002,2026-02-23,13,1,2348.26,2.29,1.6,-0.81,False
m-002,2026-02-23,15,1,2972.2,2.29,1.6,-0.81,False
m-002,2026-02-23,16,3,2289.27,2.21,1.5,0.53,False
m-002,2026-02-23,17,2,3350.17,2.17,1.49,-0.11,False
m-002,2026-02-23,18,1,237.28,2.12,1.51,-0.74,False
m-002,2026-02-23,19,2,639.2,2.0,1.38,0.0,False
m-002,2026-02-23,21,1,377.97,2.0,1.38,-0.72,False
m-002,2026-02-24,8,1,1040.98,2.0,1.38,-0.72,False
m-002,2026-02-24,9,3,1041.12,1.92,1.25,0.86,False
m-002,2026-02-24,10,1,2348.26,1.88,1.26,-0.7,False
m-002,2026-02-24,11,5,5078.41,2.04,1.4,2.11,False
m-002,2026-02-24,13,2,3350.17,2.08,1.38,-0.06,False
m-002,2026-02-24,15,1,401.92,2.04,1.4,-0.74,False
m-002,2026-02-24,16,1,426.03,2.0,1.41,-0.71,False
m-002,2026-02-24,17,2,2526.41,1.96,1.4,0.03,False
m-002,2026-02-24,18,1,2348.26,1.96,1.4,-0.69,False
m-002,2026-02-24,19,4,4856.25,2.0,1.44,1.39,False
m-002,2026-02-24,20,1,2348.26,2.0,1.44,-0.69,False
m-002,2026-02-25,6,1,1040.98,1.79,1.18,-0.67,False
m-002,2026-02-25,7,1,377.97,1.79,1.18,-0.67,False
m-002,2026-02-25,8,1,2972.2,1.75,1.19,-0.63,False
m-002,2026-02-25,9,1,2348.26,1.62,1.1,-0.56,False
m-002,2026-02-25,10,2,803.84,1.67,1.09,0.3,False
m-002,2026-02-25,11,3,3611.4,1.75,1.11,1.13,False
m-002,2026-02-25,12,3,876.48,1.83,1.13,1.04,False
m-002,2026-02-25,13,2,3350.17,1.88,1.12,0.11,False
m-002,2026-02-25,14,1,1040.98,1.79,1.1,-0.72,False
m-002,2026-02-25,15,1,2348.26,1.75,1.11,-0.68,False
m-002,2026-02-25,16,1,377.97,1.75,1.11,-0.68,False
m-002,2026-02-25,17,4,6539.59,1.83,1.2,1.81,False
m-002,2026-02-25,18,1,426.03,1.83,1.2,-0.69,False
m-002,2026-02-25,19,3,2148.74,1.92,1.21,0.89,False
m-002,2026-02-25,20,3,1704.29,1.92,1.21,0.89,False
m-002,2026-02-25,21,1,1040.98,1.92,1.21,-0.76,False
m-002,2026-02-26,8,2,5320.46,1.79,1.02,0.21,False
m-002,2026-02-26,9,2,827.95,1.79,1.02,0.21,False
m-002,2026-02-26,10,3,2928.33,1.88,1.03,1.09,False
m-002,2026-02-26,11,2,3374.12,1.92,1.02,0.08,False
m-002,2026-02-26,12,4,3578.13,2.0,1.1,1.82,False
m-002,2026-02-26,13,3,1704.29,2.08,1.1,0.84,False
m-002,2026-02-26,15,2,779.89,2.0,1.02,0.0,False
m-002,2026-02-26,16,4,3378.47,2.12,1.08,1.74,False
m-002,2026-02-26,17,2,3389.24,2.17,1.05,-0.16,False
m-002,2026-02-26,18,1,2348.26,2.17,1.05,-1.11,False
m-002,2026-02-26,19,2,1418.95,2.21,1.02,-0.21,False
m-002,2026-02-26,21,1,2348.26,2.21,1.02,-1.19,False
m-002,2026-02-27,7,1,401.92,2.17,1.05,-1.11,False
m-002,2026-02-27,8,2,4013.18,2.12,1.03,-0.12,False
m-002,2026-02-27,10,4,2574.77,2.17,1.09,1.68,False
m-002,2026-02-27,11,1,426.03,2.12,1.12,-1.0,False
m-002,2026-02-27,13,2,5320.46,2.17,1.09,-0.16,False
m-002,2026-02-27,14,1,2348.26,2.17,1.09,-1.07,False
m-002,2026-02-27,15,2,2750.18,2.21,1.06,-0.2,False
m-002,2026-02-27,17,2,1442.9,2.12,0.99,-0.12,False
m-002,2026-02-27,18,1,2348.26,2.12,0.99,-1.13,False
m-002,2026-02-27,19,2,663.31,2.08,0.97,-0.08,False
m-002,2026-02-27,20,1,426.03,2.0,0.98,-1.02,False
m-002,2026-02-27,22,1,2972.2,2.0,0.98,-1.02,False
m-002,2026-02-28,8,3,4391.15,2.04,1.0,0.96,False
m-002,2026-02-28,9,5,6917.56,2.17,1.17,2.42,False
m-002,2026-02-28,10,5,3567.69,2.25,1.29,2.13,False
m-002,2026-02-28,11,5,5039.61,2.38,1.41,1.86,False
m-002,2026-02-28,12,3,5746.49,2.33,1.37,0.49,False
m-002,2026-02-28,13,4,2502.6,2.38,1.41,1.15,False
m-002,2026-02-28,14,2,4013.18,2.38,1.41,-0.27,False
m-002,2026-02-28,15,2,3374.12,2.29,1.37,-0.21,False
m-002,2026-02-28,16,1,401.92,2.25,1.39,-0.9,False
m-002,2026-02-28,18,2,3374.12,2.29,1.37,-0.21,False
m-002,2026-02-28,19,2,3389.24,2.29,1.37,-0.21,False
m-002,2026-02-28,20,1,426.03,2.29,1.37,-0.94,False
m-002,2026-03-01,6,1,377.97,2.29,1.37,-0.94,False
m-002,2026-03-01,7,1,426.03,2.25,1.39,-0.9,False
m-002,2026-03-01,8,3,4883.66,2.21,1.35,0.59,False
m-002,2026-03-01,9,4,6148.41,2.33,1.37,1.22,False
m-002,2026-03-01,10,4,5974.78,2.42,1.41,1.12,False
m-002,2026-03-01,11,3,2904.38,2.5,1.38,0.36,False
m-002,2026-03-01,12,5,4101.08,2.62,1.47,1.62,False
m-002,2026-03-01,13,2,3350.17,2.62,1.47,-0.42,False
m-002,2026-03-01,14,6,9169.41,2.83,1.58,2.01,False
m-002,2026-03-01,15,1,237.28,2.79,1.61,-1.11,False
m-002,2026-03-01,16,1,1040.98,2.79,1.61,-1.11,False
m-002,2026-03-01,18,2,2750.18,2.83,1.58,-0.53,False
m-002,2026-03-01,19,3,3152.26,2.83,1.58,0.11,False
m-002,2026-03-01,20,4,7363.35,2.79,1.53,0.79,False
m-002,2026-03-01,21,4,1419.09,2.75,1.48,0.84,False
m-002,2026-03-02,7,1,237.28,2.58,1.44,-1.1,False
m-002,2026-03-02,9,2,2081.96,2.54,1.44,-0.38,False
m-002,2026-03-02,10,3,5074.49,2.5,1.41,0.35,False
m-002,2026-03-02,11,4,3189.72,2.58,1.44,0.99,False
m-002,2026-03-02,13,4,2337.96,2.67,1.46,0.91,False
m-002,2026-03-02,14,3,3815.27,2.75,1.42,0.18,False
m-002,2026-03-02,16,3,2952.44,2.79,1.41,0.15,False
m-002,2026-03-02,17,2,2750.18,2.79,1.41,-0.56,False
m-002,2026-03-02,18,1,237.28,2.79,1.41,-1.27,False
m-002,2026-03-02,19,4,6763.36,2.92,1.38,0.78,False
m-002,2026-03-02,20,1,426.03,2.92,1.38,-1.39,False
m-002,2026-03-03,8,1,2348.26,2.83,1.43,-1.28,False
m-002,2026-03-03,9,3,2904.38,2.79,1.41,0.15,False
m-002,2026-03-03,10,3,5746.49,2.75,1.39,0.18,False
m-002,2026-03-03,11,1,1040.98,2.67,1.43,-1.17,False
m-002,2026-03-03,13,4,5500.52,2.62,1.38,1.0,False
m-002,2026-03-03,14,2,2726.23,2.62,1.38,-0.45,False
m-002,2026-03-03,15,1,1040.98,2.42,1.21,-1.17,False
m-002,2026-03-03,16,2,4013.18,2.46,1.18,-0.39,False
m-002,2026-03-03,17,1,401.92,2.46,1.18,-1.24,False
m-002,2026-03-03,18,1,237.28,2.42,1.21,-1.17,False
m-002,2026-03-03,19,2,755.94,2.38,1.21,-0.31,False
m-002,2026-03-03,20,2,755.94,2.29,1.16,-0.25,False
m-002,2026-03-04,7,1,401.92,2.17,1.13,-1.04,False
m-002,2026-03-04,8,1,2972.2,2.17,1.13,-1.04,False
m-002,2026-03-04,9,8,9465.94,2.42,1.64,3.4,False
m-002,2026-03-04,10,2,779.89,2.38,1.64,-0.23,False
m-002,2026-03-04,11,6,7262.03,2.46,1.77,2.0,False
m-002,2026-03-04,12,2,1911.46,2.38,1.74,-0.22,False
m-002,2026-03-04,13,4,7207.81,2.42,1.77,0.89,False
m-002,2026-03-04,14,2,804.0,2.38,1.76,-0.22,False
m-002,2026-03-04,15,1,2972.2,2.33,1.79,-0.74,False
m-002,2026-03-04,17,7,9028.68,2.58,2.0,2.21,False
m-002,2026-03-04,18,4,2058.15,2.58,2.0,0.71,False
m-002,2026-03-04,20,4,6344.98,2.71,1.99,0.65,False
m-002,2026-03-04,21,1,426.03,2.71,1.99,-0.86,False
m-002,2026-03-04,22,1,2348.26,2.62,2.02,-0.8,False
m-002,2026-03-05,8,3,6322.37,2.62,2.02,0.19,False
m-002,2026-03-05,9,2,2585.54,2.67,1.99,-0.34,False
m-002,2026-03-05,10,2,2585.54,2.58,1.98,-0.29,False
m-002,2026-03-05,11,4,6163.53,2.67,1.99,0.67,False
m-002,2026-03-05,13,2,4696.52,2.71,1.97,-0.36,False
m-002,2026-03-05,14,4,7282.06,2.79,1.98,0.61,False
m-002,2026-03-05,16,3,5074.49,2.88,1.94,0.06,False
m-002,2026-03-05,17,3,3122.94,2.96,1.9,0.02,False
m-002,2026-03-05,18,3,4211.66,3.0,1.89,0.0,False
m-002,2026-03-05,20,1,377.97,2.96,1.92,-1.02,False
m-002,2026-03-05,21,2,852.06,3.0,1.89,-0.53,False
m-002,2026-03-05,22,1,377.97,3.0,1.89,-1.06,False
m-002,2026-03-06,6,1,2348.26,2.71,1.6,-1.07,False
m-002,2026-03-06,7,1,2348.26,2.67,1.63,-1.02,False
m-002,2026-03-06,8,2,2585.54,2.5,1.47,-0.34,False
m-002,2026-03-06,9,3,711.84,2.54,1.47,0.31,False
m-002,2026-03-06,10,2,3389.24,2.46,1.44,-0.32,False
m-002,2026-03-06,11,2,3398.23,2.46,1.44,-0.32,False
m-002,2026-03-06,12,2,1278.26,2.5,1.41,-0.35,False
m-002,2026-03-06,13,1,1485.43,2.25,1.07,-1.17,False
m-002,2026-03-06,14,1,2348.26,2.12,1.03,-1.09,False
m-002,2026-03-06,16,2,3374.12,2.04,0.95,-0.04,False
m-002,2026-03-06,18,4,9333.64,2.17,1.01,1.81,False
m-002,2026-03-06,19,2,779.89,2.21,0.98,-0.21,False
m-002,2026-03-06,20,2,4457.63,2.17,0.96,-0.18,False
m-002,2026-03-06,21,1,2348.26,2.12,0.99,-1.13,False
m-002,2026-03-07,7,1,2348.26,2.08,1.02,-1.06,False
m-002,2026-03-07,8,6,8206.42,2.17,1.24,3.09,False
m-002,2026-03-07,9,4,3437.6,2.25,1.29,1.36,False
