customer_id,merchant_id,recency_days,frequency,monetary_value,avg_order_value,min_order_value,max_order_value,distinct_products_bought,distinct_categories_bought,customer_tenure_days,avg_purchase_interval_days,weekend_tx_ratio,evening_tx_ratio,target_segment,churn_risk_score,split
cust-02487,m-002,211,7,6686.11,955.16,377.97,2972.2,5,1,348,22.8,0.429,0.286,INACTIVE,100.0,TRAIN
cust-02488,m-002,9,7,8428.42,1204.06,237.28,2972.2,4,1,354,57.5,0.429,0.286,REGULAR,1.9,TRAIN
cust-02489,m-002,68,6,6095.28,1015.88,237.28,2972.2,4,1,240,34.4,0.667,0.5,INACTIVE,71.56,TRAIN
cust-02490,m-002,16,7,11841.63,1691.66,426.03,2972.2,4,1,340,54.0,0.429,0.571,REGULAR,3.52,TEST
cust-02491,m-002,67,6,6219.71,1036.62,237.28,2348.26,4,1,338,54.2,0.5,0.5,INACTIVE,34.02,TRAIN
cust-02492,m-002,91,7,10578.63,1511.23,401.92,2972.2,5,1,354,43.8,0.286,0.429,INACTIVE,90.03,TEST
cust-02493,m-002,2,7,11047.19,1578.17,426.03,2972.2,5,1,289,47.8,0.286,0.429,REGULAR,0.52,TRAIN
cust-02494,m-002,243,1,237.28,237.28,237.28,237.28,1,1,243,243.0,1.0,0.0,INACTIVE,74.69,VALIDATION
cust-02495,m-002,24,3,1017.17,339.06,237.28,401.92,3,1,335,155.5,0.0,0.0,NEW,5.36,VALIDATION
cust-02496,m-002,20,11,15833.23,1439.38,377.97,2972.2,6,1,296,27.6,0.273,0.273,REGULAR,5.05,TRAIN
cust-02497,m-002,129,8,6134.65,766.83,237.28,2348.26,5,1,358,32.7,0.25,0.375,INACTIVE,100.0,VALIDATION
cust-02498,m-002,63,3,6361.44,2120.48,1040.98,2972.2,3,1,337,137.0,0.0,0.333,INACTIVE,13.98,TRAIN
cust-02499,m-002,23,10,11914.68,1191.47,237.28,2348.26,6,1,312,32.1,0.4,0.3,REGULAR,5.51,TRAIN
cust-02500,m-002,39,7,13798.92,1971.27,426.03,2972.2,3,1,351,52.0,0.429,0.0,AT_RISK,8.31,TRAIN
cust-02501,m-003,105,7,2567.72,366.82,32.96,660.98,6,1,360,42.5,0.286,0.0,INACTIVE,100.0,TRAIN
cust-02502,m-003,80,4,2132.74,533.19,250.33,818.58,3,1,302,74.0,0.25,0.5,INACTIVE,28.8,VALIDATION
cust-02503,m-003,42,7,1670.79,238.68,57.37,409.29,6,1,342,50.0,0.286,0.143,AT_RISK,9.18,TEST
cust-02504,m-003,12,8,2758.44,344.8,97.44,625.68,5,1,342,47.1,0.5,0.625,REGULAR,2.62,TRAIN
cust-02505,m-003,0,7,3443.07,491.87,27.64,1321.96,6,1,327,54.5,0.429,0.143,REGULAR,0.0,TEST
cust-02506,m-003,28,7,1850.33,264.33,97.44,409.29,4,1,208,30.0,0.429,0.429,REGULAR,10.05,TRAIN
cust-02507,m-003,37,9,4504.13,500.46,32.96,1910.85,8,1,363,40.8,0.333,0.444,AT_RISK,7.62,TRAIN
cust-02508,m-003,15,10,2323.03,232.3,27.64,625.68,7,1,322,34.1,0.1,0.3,REGULAR,3.48,VALIDATION
cust-02509,m-003,153,6,3139.7,523.28,57.37,1273.9,6,1,364,42.2,0.333,0.167,INACTIVE,100.0,TRAIN
cust-02510,m-003,21,7,1696.32,242.33,55.28,500.66,7,1,351,55.0,0.286,0.0,REGULAR,4.47,TRAIN
cust-02511,m-003,33,7,2827.86,403.98,27.64,1251.36,7,1,350,52.8,0.143,0.286,AT_RISK,7.05,TRAIN
cust-02512,m-003,57,5,1389.42,277.88,93.99,409.29,3,1,346,72.2,0.2,0.2,AT_RISK,12.32,TEST
cust-02513,m-003,3,8,3276.2,409.52,32.96,1251.36,6,1,340,48.1,0.25,0.25,REGULAR,0.66,TRAIN
cust-02514,m-003,74,4,1843.27,460.82,114.74,818.58,3,1,318,81.3,0.25,0.0,INACTIVE,17.4,TRAIN
cust-02515,m-003,1,9,2525.77,280.64,32.96,660.98,7,1,352,43.9,0.444,0.444,REGULAR,0.21,TRAIN
cust-02516,m-003,144,2,765.57,382.78,128.62,636.95,2,1,291,147.0,1.0,0.5,INACTIVE,36.99,TRAIN
cust-02517,m-003,194,7,824.86,117.84,27.64,312.84,6,1,349,25.8,0.286,0.286,INACTIVE,100.0,TRAIN
cust-02518,m-003,109,7,1264.88,180.7,32.96,312.84,6,1,324,35.8,0.143,0.857,INACTIVE,100.0,TRAIN
cust-02519,m-003,15,6,1945.69,324.28,32.96,938.52,6,1,348,66.6,0.333,0.333,REGULAR,3.22,TRAIN
cust-02520,m-003,10,10,2144.96,214.5,32.96,409.29,6,1,298,32.0,0.5,0.5,REGULAR,2.51,TRAIN
cust-02521,m-003,3,12,7345.03,612.09,27.64,1637.16,7,1,324,29.2,0.25,0.333,REGULAR,0.69,VALIDATION
cust-02522,m-003,10,5,1610.71,322.14,128.62,636.95,5,1,337,81.8,0.2,0.0,REGULAR,2.22,TRAIN
cust-02523,m-003,0,12,4023.04,335.25,64.31,818.58,7,1,296,26.9,0.25,0.25,REGULAR,0.0,TRAIN
cust-02524,m-003,34,5,1448.91,289.78,32.96,660.98,3,1,151,29.2,0.2,0.2,AT_RISK,23.98,TRAIN
cust-02525,m-003,117,2,459.11,229.56,128.62,330.49,2,1,184,67.0,0.5,0.0,INACTIVE,100.0,TRAIN
cust-02526,m-003,49,6,633.0,105.5,27.64,312.84,4,1,331,56.4,0.5,0.333,AT_RISK,11.07,TRAIN
cust-02527,m-003,1,10,3837.25,383.72,32.96,1637.16,8,1,341,37.8,0.3,0.4,REGULAR,0.22,TRAIN
cust-02528,m-003,137,7,2860.42,408.63,55.28,818.58,6,1,285,24.7,0.714,0.143,INACTIVE,100.0,TRAIN
cust-02529,m-003,25,6,1947.02,324.5,27.64,636.95,6,1,362,67.4,0.5,0.5,REGULAR,5.17,VALIDATION
cust-02530,m-003,68,9,5748.92,638.77,55.28,1910.85,7,1,334,33.2,0.444,0.556,INACTIVE,67.42,VALIDATION
cust-02531,m-003,19,9,3175.55,352.84,55.28,1001.32,8,1,359,42.5,0.222,0.111,REGULAR,3.96,VALIDATION
cust-02532,m-003,145,5,1986.72,397.34,32.96,1637.16,4,1,321,44.0,0.4,0.2,INACTIVE,100.0,TRAIN
cust-02533,m-003,28,10,3113.75,311.38,27.64,1637.16,8,1,317,32.1,0.4,0.6,REGULAR,6.6,VALIDATION
cust-02534,m-003,22,10,4313.12,431.31,27.64,1637.16,5,1,326,33.8,0.3,0.2,REGULAR,5.05,TRAIN
cust-02535,m-003,5,7,2123.81,303.4,32.96,636.95,5,1,359,59.0,0.286,0.286,REGULAR,1.04,TRAIN
cust-02536,m-003,54,8,3498.52,437.32,32.96,1227.87,6,1,204,21.4,0.25,0.125,AT_RISK,68.66,TRAIN
cust-02537,m-003,44,4,2177.45,544.36,250.33,1321.96,4,1,333,96.3,0.25,0.25,AT_RISK,9.88,TRAIN
cust-02538,m-003,228,6,1093.15,182.19,57.37,332.0,6,1,330,20.4,0.5,0.5,INACTIVE,100.0,TRAIN
cust-02539,m-003,78,7,3770.05,538.58,55.28,1910.85,5,1,321,40.5,0.286,0.143,INACTIVE,74.42,TEST
cust-02540,m-003,70,8,2718.03,339.75,57.37,660.98,7,1,293,31.9,0.375,0.125,INACTIVE,75.01,TEST
cust-02541,m-003,3,9,4698.99,522.11,32.96,1321.96,6,1,272,33.6,0.444,0.0,REGULAR,0.82,TRAIN
cust-02542,m-003,51,5,1147.91,229.58,64.31,636.95,5,1,316,66.2,0.2,0.4,AT_RISK,12.07,TEST
cust-02543,m-003,7,6,2198.66,366.44,57.37,1251.36,6,1,332,65.0,0.0,0.333,REGULAR,1.58,TRAIN
cust-02544,m-003,50,8,2131.8,266.48,32.96,938.52,5,1,316,38.0,0.375,0.25,AT_RISK,29.83,TRAIN
cust-02545,m-003,67,3,1558.36,519.45,330.49,818.58,2,1,224,78.5,0.333,0.333,INACTIVE,22.33,VALIDATION
cust-02546,m-003,75,10,3020.33,302.03,64.31,1273.9,8,1,351,30.7,0.3,0.5,INACTIVE,82.43,VALIDATION
cust-02547,m-003,131,8,1130.81,141.35,32.96,312.84,6,1,351,31.4,0.375,0.5,INACTIVE,100.0,VALIDATION
cust-02548,m-003,6,5,1240.43,248.09,27.64,636.95,5,1,327,80.2,0.4,0.2,REGULAR,1.37,VALIDATION
cust-02549,m-003,70,5,1340.33,268.07,32.96,818.58,5,1,327,64.2,0.8,0.2,INACTIVE,24.71,TRAIN
cust-02550,m-003,40,9,3354.23,372.69,32.96,991.47,6,1,328,36.0,0.444,0.444,AT_RISK,15.12,TRAIN
cust-02551,m-003,20,9,5759.07,639.9,57.37,1910.85,5,1,310,36.2,0.222,0.222,REGULAR,4.82,TRAIN
cust-02552,m-003,97,7,1165.31,166.47,32.96,660.98,5,1,352,42.5,0.143,0.286,INACTIVE,100.0,TEST
cust-02553,m-003,12,7,3006.29,429.47,114.74,1227.87,6,1,362,58.3,0.571,0.143,REGULAR,2.48,TRAIN
cust-02554,m-003,56,3,185.99,62.0,57.37,64.31,2,1,218,81.0,0.0,0.0,INACTIVE,19.18,TRAIN
cust-02555,m-003,11,7,923.05,131.86,27.64,330.49,7,1,354,57.2,0.571,0.143,REGULAR,2.32,TRAIN
cust-02556,m-003,14,5,1530.81,306.16,32.96,660.98,5,1,198,46.0,0.0,0.2,REGULAR,5.28,TRAIN
cust-02557,m-003,237,4,1799.85,449.96,93.99,818.58,4,1,293,18.7,0.0,0.25,INACTIVE,100.0,VALIDATION
cust-02558,m-003,63,7,2976.37,425.2,97.44,991.47,6,1,361,49.7,0.429,0.143,INACTIVE,33.0,TEST
cust-02559,m-003,9,9,3112.2,345.8,32.96,1637.16,7,1,328,39.9,0.333,0.111,REGULAR,2.05,TEST
cust-02560,m-003,71,9,1282.32,142.48,27.64,409.29,5,1,309,29.8,0.333,0.111,INACTIVE,78.98,TRAIN
cust-02561,m-003,82,7,1385.8,197.97,27.64,636.95,6,1,303,36.8,0.286,0.143,INACTIVE,88.03,TEST
cust-02562,m-003,64,3,813.66,271.22,187.98,312.84,2,1,343,139.5,0.333,0.333,INACTIVE,13.95,TRAIN
cust-02563,m-003,5,6,2248.43,374.74,64.31,1251.36,6,1,208,40.6,0.5,0.667,REGULAR,1.79,VALIDATION
cust-02564,m-003,42,5,4473.06,894.61,27.64,2547.8,5,1,336,73.5,0.4,0.2,AT_RISK,9.35,VALIDATION
cust-02565,m-003,62,6,5403.52,900.59,166.0,1910.85,5,1,320,51.6,0.333,0.333,INACTIVE,30.09,VALIDATION
cust-02566,m-003,35,13,3832.55,294.81,27.64,1251.36,8,1,345,25.8,0.538,0.462,AT_RISK,21.39,TRAIN
cust-02567,m-003,56,7,3070.1,438.59,64.31,660.98,5,1,305,41.5,0.429,0.571,AT_RISK,35.48,TRAIN
cust-02568,m-003,47,6,1734.29,289.05,27.64,625.68,5,1,254,41.4,0.333,0.0,AT_RISK,22.22,VALIDATION
cust-02569,m-003,74,7,3506.03,500.86,32.96,1273.9,5,1,303,38.2,0.143,0.571,INACTIVE,71.96,TEST
cust-02570,m-003,21,5,1659.56,331.91,32.96,938.52,4,1,362,85.2,0.2,0.4,REGULAR,4.34,TRAIN
cust-02571,m-003,4,4,1469.61,367.4,166.0,636.95,3,1,335,110.3,0.25,0.25,REGULAR,0.89,TRAIN
cust-02572,m-003,27,11,2678.6,243.51,27.64,818.58,8,1,342,31.5,0.091,0.455,REGULAR,5.9,TRAIN
cust-02573,m-003,100,4,1704.78,426.2,98.88,1273.9,3,1,314,71.3,0.0,0.5,INACTIVE,66.86,TRAIN
cust-02574,m-003,39,7,3551.91,507.42,27.64,1910.85,7,1,330,48.5,0.429,0.571,AT_RISK,8.84,TEST
cust-02575,m-003,96,8,2352.42,294.05,32.96,1321.96,6,1,352,36.6,0.75,0.125,INACTIVE,100.0,TRAIN
cust-02576,m-003,24,6,2569.74,428.29,64.31,818.58,5,1,360,67.2,0.333,0.167,REGULAR,4.99,TRAIN
cust-02577,m-003,38,6,938.08,156.35,32.96,330.49,6,1,349,62.2,0.333,0.667,AT_RISK,8.14,TRAIN
cust-02578,m-003,71,11,3164.5,287.68,27.64,1321.96,8,1,304,23.3,0.182,0.364,INACTIVE,89.01,TRAIN
cust-02579,m-003,124,2,875.95,437.98,57.37,818.58,2,1,258,134.0,0.5,1.0,INACTIVE,35.91,TRAIN
cust-02580,m-003,12,4,1280.32,320.08,57.37,625.68,4,1,267,85.0,0.5,0.5,REGULAR,3.36,TRAIN
cust-02581,m-003,22,6,1296.38,216.06,27.64,636.95,4,1,347,65.0,0.167,0.167,REGULAR,4.74,TRAIN
cust-02582,m-003,108,5,1163.66,232.73,32.96,636.95,5,1,210,25.5,0.2,0.4,INACTIVE,100.0,VALIDATION
cust-02583,m-003,97,5,2750.28,550.06,250.33,1637.16,4,1,342,61.2,0.0,0.2,INACTIVE,74.91,TRAIN
cust-02584,m-003,20,12,3904.98,325.42,57.37,938.52,9,1,349,29.9,0.417,0.417,REGULAR,4.29,VALIDATION
cust-02585,m-003,162,4,403.05,100.76,27.64,250.33,3,1,348,62.0,0.25,0.0,INACTIVE,100.0,TRAIN
cust-02586,m-003,19,6,1297.94,216.32,27.64,409.29,6,1,359,68.0,0.333,0.0,REGULAR,3.96,TRAIN
cust-02587,m-003,12,6,1544.69,257.45,27.64,409.29,6,1,358,69.2,0.333,0.667,REGULAR,2.51,TRAIN
cust-02588,m-003,8,9,2094.86,232.76,27.64,636.95,8,1,345,42.1,0.222,0.222,REGULAR,1.73,TRAIN
cust-02589,m-003,18,6,1671.36,278.56,64.31,750.99,5,1,313,59.0,1.0,0.5,REGULAR,4.3,TRAIN
cust-02590,m-003,20,7,2816.64,402.38,64.31,991.47,5,1,345,54.2,0.286,0.286,REGULAR,4.34,TRAIN
cust-02591,m-003,41,6,3413.93,568.99,166.0,1227.87,5,1,220,35.8,0.0,0.5,AT_RISK,21.71,TEST
cust-02592,m-003,15,10,5027.21,502.72,32.96,2547.8,7,1,358,38.1,0.2,0.4,REGULAR,3.13,TRAIN
cust-02593,m-003,86,5,2363.52,472.7,65.92,938.52,4,1,346,65.0,0.0,0.4,INACTIVE,50.09,TRAIN
cust-02594,m-003,10,10,4907.97,490.8,27.64,1910.85,7,1,330,35.6,0.3,0.1,REGULAR,2.27,TEST
cust-02595,m-003,55,3,947.2,315.73,64.31,818.58,2,1,213,79.0,0.333,0.333,INACTIVE,19.28,TRAIN
cust-02596,m-003,34,5,3479.51,695.9,93.99,991.47,5,1,286,63.0,0.2,0.6,AT_RISK,8.89,TRAIN
cust-02597,m-003,50,4,1322.11,330.53,250.33,409.29,4,1,351,100.3,0.25,0.75,AT_RISK,10.65,TRAIN
cust-02598,m-003,27,5,1339.6,267.92,27.64,938.52,3,1,337,77.5,0.4,0.4,REGULAR,5.99,TRAIN
cust-02599,m-003,71,9,2228.82,247.65,32.96,636.95,7,1,343,34.0,0.222,0.333,INACTIVE,70.98,TRAIN
cust-02600,m-003,7,13,5545.91,426.61,27.64,1637.16,7,1,349,28.5,0.385,0.385,REGULAR,1.5,TEST
cust-02601,m-003,151,5,2897.27,579.45,27.64,2547.8,5,1,326,43.8,0.4,0.0,INACTIVE,100.0,TRAIN
cust-02602,m-003,33,10,2679.04,267.9,27.64,750.99,9,1,356,35.9,0.5,0.2,AT_RISK,6.93,VALIDATION
cust-02603,m-003,23,10,3874.03,387.4,27.64,2547.8,7,1,343,35.6,0.3,0.2,REGULAR,5.01,TRAIN
cust-02604,m-003,22,10,2987.19,298.72,32.96,991.47,6,1,354,36.9,0.5,0.0,REGULAR,4.65,TRAIN
cust-02605,m-003,171,6,919.07,153.18,57.37,312.84,5,1,360,37.8,0.5,0.167,INACTIVE,100.0,TEST
cust-02606,m-003,185,3,320.81,106.94,57.37,166.0,3,1,315,65.0,0.333,0.333,INACTIVE,100.0,TRAIN
cust-02607,m-003,198,2,966.16,483.08,27.64,938.52,2,1,235,37.0,0.5,0.5,INACTIVE,100.0,TRAIN
cust-02608,m-003,34,9,5272.59,585.84,27.64,1910.85,6,1,340,38.2,0.444,0.111,AT_RISK,7.48,TRAIN
cust-02609,m-003,33,8,2930.24,366.28,27.64,1273.9,5,1,335,43.1,0.25,0.25,AT_RISK,7.37,VALIDATION
cust-02610,m-003,39,8,3042.76,380.34,32.96,636.95,7,1,356,45.3,0.375,0.25,AT_RISK,8.19,TRAIN
cust-02611,m-003,2,4,1719.13,429.78,114.74,636.95,3,1,327,108.3,0.5,0.25,REGULAR,0.46,VALIDATION
cust-02612,m-003,77,5,1773.41,354.68,27.64,660.98,4,1,235,39.5,0.4,0.6,INACTIVE,80.72,TRAIN
cust-02613,m-003,53,8,2770.84,346.36,82.92,991.47,6,1,336,40.4,0.375,0.125,AT_RISK,30.7,TEST
cust-02614,m-003,38,7,1530.78,218.68,57.37,625.68,6,1,353,52.5,0.143,0.143,AT_RISK,8.05,VALIDATION
cust-02615,m-003,3,6,1558.59,259.76,32.96,636.95,6,1,300,59.4,0.333,0.5,REGULAR,0.75,TRAIN
cust-02616,m-003,2,7,2272.16,324.59,93.99,750.99,7,1,351,58.2,0.286,0.0,REGULAR,0.43,TRAIN
cust-02617,m-003,55,7,2595.88,370.84,27.64,991.47,7,1,353,49.7,0.143,0.571,AT_RISK,19.6,TRAIN
cust-02618,m-003,26,10,4531.12,453.11,64.31,1637.16,8,1,318,32.4,0.5,0.3,REGULAR,6.11,TRAIN
cust-02619,m-003,69,7,1840.63,262.95,82.92,409.29,5,1,257,31.3,0.286,0.286,INACTIVE,76.61,TRAIN
cust-02620,m-003,7,5,1120.81,224.16,166.0,330.49,3,1,353,86.5,0.4,0.2,REGULAR,1.48,TRAIN
cust-02621,m-003,12,10,3697.43,369.74,32.96,1273.9,6,1,306,32.7,0.5,0.1,REGULAR,2.93,TRAIN
cust-02622,m-003,10,4,901.53,225.38,64.31,409.29,4,1,332,107.3,0.0,0.0,REGULAR,2.25,TRAIN
cust-02623,m-003,5,11,3450.27,313.66,27.64,1251.36,8,1,327,32.2,0.273,0.273,REGULAR,1.14,TRAIN
cust-02624,m-003,82,11,3723.14,338.47,27.64,1227.87,8,1,314,23.2,0.364,0.091,INACTIVE,100.0,TRAIN
cust-02625,m-003,56,10,3705.65,370.56,27.64,818.58,5,1,331,30.6,0.2,0.4,AT_RISK,50.75,TRAIN
cust-02626,m-003,9,7,1875.3,267.9,97.44,636.95,5,1,332,53.8,0.143,0.429,REGULAR,2.03,VALIDATION
cust-02627,m-003,82,8,1519.41,189.93,27.64,636.95,6,1,357,39.3,0.25,0.25,INACTIVE,81.23,TRAIN
cust-02628,m-003,29,8,2418.96,302.37,32.96,1251.36,6,1,356,46.7,0.375,0.25,REGULAR,6.09,TRAIN
cust-02629,m-003,13,7,4221.38,603.05,27.64,1637.16,5,1,345,55.3,0.143,0.143,REGULAR,2.82,TRAIN
cust-02630,m-003,44,3,778.63,259.54,27.64,500.66,2,1,214,85.0,0.333,0.333,NEW,15.35,TRAIN
cust-02631,m-003,197,5,2907.34,581.47,250.33,1273.9,5,1,305,27.0,0.2,0.2,INACTIVE,100.0,VALIDATION
cust-02632,m-003,13,5,2835.43,567.09,27.64,1910.85,4,1,331,79.5,0.0,0.8,REGULAR,2.94,VALIDATION
cust-02633,m-003,35,6,3639.15,606.52,98.88,1910.85,5,1,342,61.4,0.167,0.167,AT_RISK,7.65,TEST
cust-02634,m-003,4,9,3615.16,401.68,27.64,818.58,5,1,307,37.9,0.444,0.333,REGULAR,0.97,TRAIN
cust-02635,m-003,20,8,2600.85,325.11,27.64,1273.9,7,1,361,48.7,0.5,0.25,REGULAR,4.14,VALIDATION
cust-02636,m-003,8,10,4425.68,442.57,64.31,1321.96,6,1,232,24.9,0.2,0.2,REGULAR,2.58,TEST
cust-02637,m-003,7,6,1827.81,304.64,32.96,991.47,5,1,357,70.0,0.333,0.167,REGULAR,1.47,VALIDATION
cust-02638,m-003,55,7,1297.0,185.29,27.64,500.66,5,1,355,50.0,0.143,0.286,AT_RISK,19.09,VALIDATION
cust-02639,m-003,25,9,3406.93,378.55,57.37,818.58,8,1,359,41.8,0.444,0.444,REGULAR,5.21,TRAIN
cust-02640,m-003,5,8,2710.12,338.76,64.31,660.98,6,1,318,44.7,0.5,0.375,REGULAR,1.18,VALIDATION
cust-02641,m-003,16,7,1474.74,210.68,27.64,938.52,6,1,316,50.0,0.0,0.429,REGULAR,3.79,TRAIN
cust-02642,m-003,4,3,291.75,97.25,65.92,131.84,2,1,223,109.5,0.667,0.333,NEW,1.34,TRAIN
cust-02643,m-003,42,5,1655.94,331.19,27.64,660.98,5,1,354,78.0,0.2,0.2,AT_RISK,8.87,TRAIN
cust-02644,m-003,32,7,3950.33,564.33,82.92,1273.9,7,1,338,51.0,0.429,0.286,AT_RISK,7.08,VALIDATION
cust-02645,m-003,21,12,3501.18,291.76,27.64,664.0,8,1,347,29.6,0.417,0.333,REGULAR,4.53,TRAIN
cust-02646,m-003,66,13,5579.88,429.22,57.37,1910.85,8,1,355,24.1,0.385,0.385,INACTIVE,76.75,TEST
cust-02647,m-003,40,7,5142.64,734.66,312.84,1637.16,4,1,352,52.0,0.286,0.143,AT_RISK,8.5,TRAIN
cust-02648,m-003,102,9,2153.35,239.26,27.64,750.99,9,1,310,26.0,0.444,0.222,INACTIVE,100.0,TRAIN
cust-02649,m-003,19,11,7172.31,652.03,65.92,1637.16,7,1,327,30.8,0.182,0.455,REGULAR,4.34,TRAIN
cust-02650,m-003,41,4,597.06,149.26,32.96,409.29,4,1,347,102.0,0.25,0.5,AT_RISK,8.84,VALIDATION
cust-02651,m-003,72,8,1985.3,248.16,32.96,991.47,6,1,329,36.7,0.25,0.5,INACTIVE,69.31,TRAIN
cust-02652,m-003,184,5,1485.7,297.14,32.96,660.98,5,1,316,33.0,0.0,0.4,INACTIVE,100.0,TRAIN
cust-02653,m-003,5,5,2572.64,514.53,93.99,1321.96,5,1,364,89.8,0.4,0.4,REGULAR,1.03,TRAIN
cust-02654,m-003,135,10,3637.88,363.79,57.37,1273.9,7,1,355,24.4,0.2,0.2,INACTIVE,100.0,TRAIN
cust-02655,m-003,12,3,536.24,178.75,32.96,409.29,3,1,294,141.0,0.333,0.667,NEW,3.05,TRAIN
cust-02656,m-003,61,7,1623.39,231.91,65.92,660.98,4,1,360,49.8,0.429,0.571,INACTIVE,29.47,TRAIN
cust-02657,m-003,29,5,1659.69,331.94,97.44,636.95,5,1,257,57.0,0.6,0.0,REGULAR,8.43,TRAIN
cust-02658,m-003,23,7,3820.92,545.85,32.96,1251.36,4,1,355,55.3,0.143,0.143,REGULAR,4.85,VALIDATION
cust-02659,m-003,57,8,3960.48,495.06,57.37,1251.36,6,1,263,29.4,0.125,0.375,AT_RISK,57.59,TRAIN
cust-02660,m-003,30,9,4024.54,447.17,27.64,1227.87,6,1,329,37.4,0.556,0.444,REGULAR,6.82,VALIDATION
cust-02661,m-003,48,3,2713.8,904.6,166.0,1910.85,2,1,179,65.5,0.667,0.0,INACTIVE,20.0,TRAIN
cust-02662,m-003,158,5,1576.46,315.29,55.28,818.58,4,1,316,39.5,0.6,0.2,INACTIVE,100.0,VALIDATION
cust-02663,m-003,1,9,1950.34,216.7,27.64,625.68,5,1,309,38.5,0.444,0.222,REGULAR,0.24,TRAIN
cust-02664,m-003,74,6,2899.8,483.3,55.28,1251.36,5,1,331,51.4,0.5,0.333,INACTIVE,50.62,TRAIN
cust-02665,m-003,66,8,1410.66,176.33,27.64,660.98,5,1,307,34.4,0.625,0.5,INACTIVE,63.47,TRAIN
cust-02666,m-003,40,4,814.43,203.61,57.37,409.29,4,1,326,95.3,0.75,0.0,AT_RISK,9.17,VALIDATION
cust-02667,m-003,15,8,3700.36,462.54,32.96,1637.16,7,1,331,45.1,0.125,0.375,REGULAR,3.39,TRAIN
cust-02668,m-003,50,6,742.88,123.81,27.64,292.32,4,1,356,61.2,0.167,0.167,AT_RISK,10.5,TEST
cust-02669,m-003,22,8,3312.03,414.0,64.31,1321.96,6,1,332,44.3,0.5,0.375,REGULAR,4.95,TRAIN
cust-02670,m-003,28,5,2110.98,422.2,32.96,818.58,4,1,332,76.0,0.0,0.4,REGULAR,6.31,TRAIN
cust-02671,m-003,12,8,3392.37,424.05,27.64,1273.9,5,1,358,49.4,0.375,0.0,REGULAR,2.51,TRAIN
cust-02672,m-003,84,7,3006.26,429.47,27.64,1273.9,5,1,348,44.0,0.571,0.286,INACTIVE,78.05,TRAIN
cust-02673,m-003,86,5,791.49,158.3,64.31,250.33,4,1,296,52.5,0.2,0.0,INACTIVE,71.97,VALIDATION
cust-02674,m-003,60,7,1250.92,178.7,32.96,330.49,7,1,363,50.5,0.429,0.429,AT_RISK,26.61,TRAIN
cust-02675,m-003,112,7,3899.46,557.07,64.31,1273.9,5,1,297,30.8,0.143,0.429,INACTIVE,100.0,TEST
cust-02676,m-003,61,6,1143.67,190.61,27.64,500.66,4,1,225,32.8,0.333,0.5,INACTIVE,62.54,VALIDATION
cust-02677,m-003,40,7,1958.05,279.72,93.99,636.95,5,1,318,46.3,0.571,0.143,AT_RISK,9.4,TRAIN
cust-02678,m-003,56,8,1377.31,172.16,57.37,312.84,6,1,339,40.4,0.0,0.375,AT_RISK,35.75,TRAIN
cust-02679,m-003,38,7,2240.74,320.11,32.96,991.47,5,1,307,44.8,0.286,0.429,AT_RISK,9.25,TRAIN
cust-02680,m-003,99,9,2503.92,278.21,57.37,818.58,8,1,337,29.8,0.444,0.222,INACTIVE,100.0,TEST
cust-02681,m-003,30,9,4101.46,455.72,57.37,1251.36,7,1,331,37.6,0.333,0.444,REGULAR,6.78,TRAIN
cust-02682,m-003,6,9,3491.85,387.98,97.44,1227.87,6,1,353,43.4,0.444,0.222,REGULAR,1.27,TEST
cust-02683,m-003,13,6,2246.85,374.48,82.92,625.68,4,1,349,67.2,0.167,0.667,REGULAR,2.79,TRAIN
cust-02684,m-003,4,9,1453.99,161.55,32.96,409.29,6,1,356,44.0,0.333,0.556,REGULAR,0.84,TRAIN
cust-02685,m-003,4,7,3537.37,505.34,55.28,1251.36,4,1,334,55.0,0.571,0.571,REGULAR,0.9,TRAIN
cust-02686,m-003,9,6,2692.75,448.79,292.32,625.68,4,1,241,46.4,0.333,0.167,REGULAR,2.79,TRAIN
cust-02687,m-003,12,7,2471.55,353.08,32.96,1227.87,6,1,280,44.7,0.286,0.143,REGULAR,3.2,TRAIN
cust-02688,m-003,16,6,2137.67,356.28,55.28,1227.87,4,1,168,30.4,0.167,0.333,REGULAR,7.1,TRAIN
cust-02689,m-003,17,9,2434.61,270.51,82.92,636.95,7,1,289,34.0,0.222,0.444,REGULAR,4.4,TRAIN
cust-02690,m-003,110,1,64.31,64.31,64.31,64.31,1,1,110,110.0,1.0,1.0,INACTIVE,74.32,TRAIN
cust-02691,m-003,18,6,2382.59,397.1,97.44,818.58,6,1,259,48.2,0.333,0.333,REGULAR,5.19,TRAIN
cust-02692,m-003,60,15,4051.8,270.12,32.96,636.95,8,1,330,19.3,0.533,0.467,AT_RISK,74.65,TRAIN
cust-02693,m-003,10,6,1919.23,319.87,93.99,660.98,3,1,286,55.2,0.333,0.5,REGULAR,2.61,TRAIN
cust-02694,m-003,74,4,1143.99,286.0,250.33,330.49,3,1,344,90.0,0.25,0.0,INACTIVE,16.09,TEST
cust-02695,m-003,19,5,2280.49,456.1,312.84,818.58,3,1,254,58.8,0.4,0.2,REGULAR,5.59,TRAIN
cust-02696,m-003,128,8,2377.1,297.14,57.37,660.98,8,1,277,21.3,0.5,0.375,INACTIVE,100.0,TEST
cust-02697,m-003,37,4,1261.82,315.46,32.96,818.58,4,1,348,103.7,0.25,0.25,AT_RISK,7.95,TRAIN
